"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI_Rank","DCI_Percentile"
"Z27713","Durham","NC",50295,5.2,4.3,19,11.9,145.3,16.8,7.2,3871,4520,3254,11574,2618,6368,7938,5734.71428571429,2114,8.1
"Z27801","Rocky Mount","NC",21095,20.6,18.5,39.8,34.9,63.3,-2.90000000000001,-6,21453,24395,22040,24984,23661,17222,20723,22068.2857142857,25396,97.2
"Z27803","Rocky Mount","NC",19556,17.6,12,34.9,20.6,85.5,1,-5.59999999999999,19453,19578,19061,20087,16547,15181,20443,18621.4285714286,22218,85
"Z27804","Rocky Mount","NC",29381,11.9,11.1,32.3,17.1,93.1,-3.59999999999999,-4.7,13768,18300,17086,17303,13523,17532,19890,16771.7142857143,19603,75
"Z27805","Aulander","NC",3816,25,17.1,37.6,16.4,82.2,3,6.7,23497,23843,20812,16681,17844,13911,8381,17852.7142857143,21244,81.3
"Z27806","Aurora","NC",2428,17.8,20.5,47.9,12.8,107.6,-19,10.5,19604,25027,24422,12800,8571,21491,5794,16815.5714285714,19672,75.3
"Z27807","Bailey","NC",6701,20,9.2,29.2,16.8,85.7,-15.7,-10,21074,15290,14268,17021,16453,21030,22681,18259.5714285714,21776,83.4
"Z27808","Bath","NC",2079,7.3,12.4,28.9,12.7,84.7,-1.7,4.8,7014,20001,13986,12628,16843,16579,10011,13866,14738,56.4
"Z27809","Battleboro","NC",4801,19.4,12.8,32.2,16.5,80,41.9,-5.7,20705,20503,17017,16765,18717,1878,20503,16584,19293,73.8
"Z27810","Belhaven","NC",4338,26.2,19.2,40.6,25,77.9,-21.3,-6,23883,24661,22383,22498,19556,21761,20740,22211.7142857143,25467,97.5
"Z27812","Bethel","NC",2942,21.5,11.5,41.7,26.9,70.9,14.1,8.7,21955,18929,22798,23249,21810,7520,6856,17588.1428571429,20860,79.8
"Z27813","Black Creek","NC",664,15.2,7.6,24.2,27.7,68.4,12.8,0,17424,12143,8849,23476,22497,8150,14804,15334.7142857143,17226,65.9
"Z27814","Blounts Creek","NC",1728,13.1,14.3,45.1,14.6,94.6,-3.8,-22.2,15231,21994,23836,14841,12950,17612,25036,18785.7142857143,22468,86
"Z27816","Castalia","NC",2471,19,16.6,40.4,10.9,88.3,NA,-25,20418,23596,22296,10463,15344,NA,25337,19575.6666666667,23423,89.7
"Z27817","Chocowinity","NC",6851,12.1,13.6,38.7,19.6,95.6,-7.7,5,14026,21348,21440,19357,12539,19153,9836,16814.1428571429,19668,75.3
"Z27818","Como","NC",1485,18.7,21.6,49,37.8,62.6,35.3,0,20203,25250,24590,25304,23794,2438,14535,19444.8571428571,23260,89
"Z27820","Conway","NC",2797,18.2,9.1,28.3,18.8,71.9,-30.5,-7.90000000000001,19893,15087,13379,18725,21520,22537,21779,18988.5714285714,22729,87
"Z27822","Elm City","NC",7984,14.6,9.5,26,11.9,99.9,-37.4,3.90000000000001,16875,15795,10913,11625,10956,22916,10857,14276.7142857143,15489,59.3
"Z27823","Enfield","NC",7778,29.9,11.2,44.6,32.9,65,-16.1,-10.9,24745,18505,23703,24679,23319,21104,22976,22718.7142857143,25701,98.4
"Z27826","Fairfield","NC",1308,27.6,0,72.9,11.8,82.5,9.09999999999999,-10.5,24272,427,25967,11557,17705,10124,22846,16128.2857142857,18548,71
"Z27828","Farmville","NC",8123,16.5,14.3,24.8,19.2,79.3,7.2,4.09999999999999,18572,22008,9590,19041,18974,11274,10620,15725.5714285714,17855,68.3
"Z27829","Fountain","NC",1876,22.2,9.1,32.1,14.6,93.1,-54.6,-17.6,22336,15094,16913,14792,13517,23326,24507,18640.7142857143,22245,85.1
"Z27830","Fremont","NC",4808,12.6,14.4,28.9,14.9,86.9,-6.59999999999999,23.2,14602,22077,13993,15112,15925,18773,2088,14652.8571428571,16128,61.7
"Z27831","Garysburg","NC",3533,26.5,24.2,42.1,28.4,59.7,25.7,7.7,23970,25596,22973,23714,24281,3870,7535,18848.4285714286,22550,86.3
"Z27832","Gaston","NC",2849,30.8,13.1,38.5,30.4,62.2,22.9,9.09999999999999,24915,20880,21324,24197,23870,4557,6565,18044,21500,82.3
"Z27834","Greenville","NC",54990,15.6,11.8,33.8,33.1,66.8,39.6,1.5,17800,19306,18275,24708,22903,2052,13183,16889.5714285714,19783,75.7
"Z27837","Grimesland","NC",6602,13.9,15.7,22.6,14.3,152.3,23.5,-7.09999999999999,16161,23050,7053,14401,2109,4369,21332,12639.2857142857,12509,47.9
"Z27839","Halifax","NC",3793,26.7,17.2,62.4,21,65,99.8,12.1,24034,23889,25721,20391,23307,462,4955,17537,20779,79.5
"Z27842","Henrico","NC",1421,10,6.6,46.3,12.1,105.8,-50.7,0,11279,9804,24078,11957,9083,23270,15726,15028.1428571429,16732,64
"Z27843","Hobgood","NC",1486,36.1,20.5,47.6,30.1,67.1,NA,-22.2,25479,25042,24367,24129,22828,NA,25090,24489.1666666667,26080,99.8
"Z27844","Hollister","NC",3110,30.2,10.2,49.8,35.8,44.8,-21.2,7.09999999999999,24812,17013,24703,25088,25688,21754,8078,21019.4285714286,24729,94.7
"Z27845","Jackson","NC",2811,22.9,4.1,49.2,23.3,80,-7,-12.2,22659,4274,24609,21769,18729,18927,23363,19190,22990,88
"Z27846","Jamesville","NC",3460,13.5,15.4,40.2,21,86.9,31.8,21.9,15718,22837,22202,20376,15943,2875,2262,14601.8571428571,16030,61.4
"Z27847","Kelford","NC",857,24.5,24.4,52.4,28,45.5,NA,-14.3,23307,25621,25065,23585,25641,NA,23972,24531.8333333333,26084,99.8
"Z27849","Lewiston Woodville","NC",1492,26.5,26.2,35.9,22.8,72.7,12.6,17.4,23971,25787,19744,21483,21279,8241,3174,17668.4285714286,20980,80.3
"Z27850","Littleton","NC",6911,12.8,9.2,37.9,15.6,89.1,2.7,5.7,14882,15218,20956,15896,15049,14121,9213,15047.8571428571,16759,64.1
"Z27851","Lucama","NC",5330,23.7,13.3,25.7,15.5,91.9,-24.2,-16.7,23012,21093,10589,15736,13954,22047,24352,18683.2857142857,22314,85.4
"Z27852","Macclesfield","NC",3191,19.9,12,35,17.4,97.5,6.09999999999999,-12.1,21014,19593,19135,17585,11813,11926,23333,17771.2857142857,21120,80.8
"Z27855","Murfreesboro","NC",5880,13.4,10.4,33.2,26.6,67.5,2.40000000000001,-4,15591,17272,17812,23126,22734,14343,19362,18605.7142857143,22197,85
"Z27856","Nashville","NC",16781,16.8,13.4,35.5,19,97.2,4.5,-4.7,18811,21175,19482,18928,11941,12985,19879,17600.1428571429,20877,79.9
"Z27857","Oak City","NC",1328,27.1,27.1,35.3,13.9,66.8,-35.6,-26.7,24144,25854,19367,14042,22885,22848,25419,22079.8571428571,25400,97.2
"Z27858","Greenville","NC",58779,7.5,10.6,22.8,26.9,96.9,-25.9,0.0999999999999943,7337,17530,7265,23222,12059,22218,14340,14853,16418,62.8
"Z27860","Pantego","NC",2441,18,20.3,37.1,20.3,79,-7.5,-6.2,19752,24968,20523,19900,19096,19094,20880,20601.8571428571,24369,93.3
"Z27862","Pendleton","NC",635,13.1,6.1,39.8,24.3,84,-9.09999999999999,37.5,15232,8641,22008,22214,17156,19576,942,15109.8571428571,16849,64.5
"Z27863","Pikeville","NC",11877,13,5.4,32.5,10.2,113.6,11.4,12.4,15111,7077,17206,9550,7059,8849,4865,9959.57142857143,8091,31
"Z27864","Pinetops","NC",4692,21.1,10.8,32.7,18.1,76.2,5.40000000000001,0,21711,17925,17395,18191,20130,12418,15003,17539,20784,79.6
"Z27865","Pinetown","NC",2166,13.6,10,26.7,12,104,-14.8,-11.8,15851,16625,11653,11760,9637,20852,23254,15661.7142857143,17740,67.9
"Z27866","Pleasant Hill","NC",620,16.8,14.6,42.1,24.2,70.2,203.3,33.3,18812,22283,22959,22168,21998,125,1105,15635.7142857143,17706,67.8
"Z27869","Rich Square","NC",2267,27.9,18.7,44.7,35.3,58.1,-2.8,-2.2,24356,24472,23728,25035,24511,17173,17855,22447.1428571429,25565,97.9
"Z27870","Roanoke Rapids","NC",26918,19.1,7.2,34.2,24.2,71.5,-5,-5,20482,11283,18525,22150,21638,18138,20110,18903.7142857143,22623,86.6
"Z27871","Robersonville","NC",3878,26.8,21,37.2,21.3,74.1,3.8,-17.2,24075,25153,20590,20566,20817,13435,24438,21296.2857142857,24930,95.4
"Z27874","Scotland Neck","NC",4417,33.1,19.2,35,24.8,72.4,24.9,-1.2,25193,24665,19158,22406,21371,4051,16992,19119.4285714286,22897,87.6
"Z27876","Seaboard","NC",1562,18.9,14.1,42.6,30.6,56.1,-22,-32,20355,21832,23120,24242,24771,21844,25674,23119.7142857143,25816,98.8
"Z27878","Sharpsburg","NC",2037,16.9,16.8,38.1,23.6,56.2,-4.59999999999999,-3,18913,23688,21102,21890,24753,17973,18560,20982.7142857143,24703,94.6
"Z27880","Sims","NC",3518,16,4.6,26.8,17.2,98.3,2.7,-13,18157,5289,11700,17368,11510,14113,23602,14534.1428571429,15922,60.9
"Z27882","Spring Hope","NC",7227,21.9,18,35.7,26.4,79.6,1.2,4.59999999999999,22162,24233,19629,23058,18885,15076,10176,19031.2857142857,22779,87.2
"Z27883","Stantonsburg","NC",3507,23.4,14.1,38.9,16.4,94,2.59999999999999,-6.2,22883,21851,21546,16683,13174,14180,20856,18739,22402,85.7
"Z27884","Stokes","NC",916,16.3,11.2,38.9,15.5,84.3,-3.8,25,18400,18470,21534,15797,17014,17619,1863,15813.8571428571,18019,69
"Z27885","Swanquarter","NC",1251,22,17.9,15.3,3.1,89.9,-6.7,-23.8,22219,24193,1128,1048,14691,18810,25181,15324.2857142857,17208,65.9
"Z27886","Tarboro","NC",21370,26.2,10.8,36.7,20.2,72.3,-15.6,-6,23884,17936,20234,19818,21396,21016,20737,20717.2857142857,24480,93.7
"Z27888","Walstonburg","NC",2574,31.7,9.4,38.9,37.1,58.5,-1.5,-22.2,25042,15661,21529,25232,24464,16504,25033,21923.5714285714,25327,96.9
"Z27889","Washington","NC",26959,17.3,14.5,32.2,19.6,82.4,7.59999999999999,-5.8,19214,22190,17025,19340,17773,11029,20573,18163.4285714286,21644,82.8
"Z27890","Weldon","NC",2505,24.6,16.7,46.7,46.3,48.7,-3.09999999999999,0,23335,23655,24181,25859,25432,17323,15281,22152.2857142857,25443,97.4
"Z27891","Whitakers","NC",5233,24.7,12.8,32.6,22.7,89,NA,7.7,23380,20524,17343,21419,15100,NA,7637,17567.1666666667,20835,79.8
"Z27892","Williamston","NC",14281,13.8,16.9,35.1,21.1,77.7,-13.3,-2.59999999999999,16049,23722,19217,20426,19634,20591,18224,19694.7142857143,23563,90.2
"Z27893","Wilson","NC",39858,26.3,12.2,38.8,32.4,70.1,1.40000000000001,-2,23916,19853,21487,24582,22035,14965,17657,20642.1428571429,24415,93.5
"Z27896","Wilson","NC",20895,9.8,3.7,23.1,11.3,118.7,18.8,12.6,10974,3433,7525,10864,5979,5628,4711,7016.28571428571,3681,14.1
"Z27897","Woodland","NC",1797,37.6,12.7,59,51.3,33.4,NA,6.7,25595,20422,25578,25992,26037,NA,8431,22009.1666666667,25369,97.1
"Z27909","Elizabeth City","NC",40050,16.2,13.6,31.6,19.3,96.8,0.799999999999997,-2.90000000000001,18304,21361,16498,19137,12098,15294,18446,17305.4285714286,20410,78.1
"Z27910","Ahoskie","NC",11586,20.4,15.3,36.3,23.9,70.5,-4.3,-2.09999999999999,21329,22777,19996,22018,21915,17844,17755,20519.1428571429,24300,93
"Z27915","Avon","NC",926,21.2,17,21.8,6.5,120.4,18.5,-20.5,21778,23783,6179,4635,5661,5728,24883,13235.2857142857,13609,52.1
"Z27916","Aydlett","NC",531,2.8,0,24.5,6.2,114.7,-14.3,-33.3,1235,86,9131,4302,6824,20753,25693,9717.71428571429,7730,29.6
"Z27917","Barco","NC",902,17.7,9.5,24.1,43.5,61.4,50.3,-4.5,19526,15818,8725,25733,24008,1393,19712,16416.4285714286,19017,72.8
"Z27919","Belvidere","NC",929,18.8,26.5,23,2.6,151.1,-11,-5.59999999999999,20275,25812,7507,754,2177,20084,20468,13868.1428571429,14743,56.4
"Z27920","Buxton","NC",1258,8,4.6,8.09999999999999,6,72.2,-11.9,4.7,8155,5201,63,3985,21409,20290,10123,9889.42857142857,8001,30.6
"Z27921","Camden","NC",4757,9.8,11.1,26.2,10.2,124.6,-16.1,2.90000000000001,10975,18283,11127,9511,4960,21092,11867,12545,12334,47.2
"Z27922","Cofield","NC",992,32.8,18.8,41.7,31,74.1,17.5,18.2,25171,24515,22804,24329,20830,6113,2971,18104.7142857143,21575,82.6
"Z27924","Colerain","NC",2397,24.2,29.9,38.3,18,61.5,-33.3,-21.1,23196,25983,21234,18126,23976,22736,24931,22883.1428571429,25757,98.6
"Z27925","Columbia","NC",4036,31.3,14.9,53.7,21.5,69.9,2.3,-2.8,24983,22515,25190,20728,22078,14406,18347,21178.1428571429,24853,95.1
"Z27926","Corapeake","NC",1457,18,18,28.8,11.9,106.5,NA,-15.4,19753,24224,13893,11654,8882,NA,24148,17092.3333333333,20100,76.9
"Z27927","Corolla","NC",813,0,8,26.8,10.8,156.6,19.1,20.6,41,12815,11752,10275,1860,5537,2452,6390.28571428571,2888,11.1
"Z27928","Creswell","NC",2136,14.2,20,36.8,15.9,80.8,3.2,-8.8,16493,24870,20325,16183,18409,13787,22184,18893,22612,86.6
"Z27929","Currituck","NC",1026,6.2,3,25.8,0.9,153.4,-15.1,-4.3,5324,2230,10611,174,2040,20915,19640,8704.85714285714,6112,23.4
"Z27932","Edenton","NC",12473,16.8,12.5,36.4,27.4,80.7,-4.09999999999999,-5.8,18813,20170,20055,23397,18475,17758,20593,19894.4285714286,23758,90.9
"Z27935","Eure","NC",1600,11.6,8.1,21.9,13.6,107.7,12.5,7.09999999999999,13415,13094,6260,13614,8545,8269,8022,10174.1428571429,8449,32.3
"Z27936","Frisco","NC",1163,18.8,9.7,25.6,10.7,98.7,NA,-19.2,20276,16153,10460,10132,11353,NA,24704,15513,17504,67
"Z27937","Gates","NC",4256,13.5,15.3,38.5,12,113,-18.5,-22.7,15719,22764,21335,11827,7193,21429,25105,17910.2857142857,21327,81.6
"Z27938","Gatesville","NC",1407,15.5,10.2,36.6,23.5,88.3,-12.8,0,17701,16965,20170,21842,15372,20479,15482,18287.2857142857,21805,83.5
"Z27939","Grandy","NC",2592,16.2,5.8,22.4,10.2,121.5,NA,-4.3,18305,8002,6755,9469,5516,NA,19657,11284,10225,39.1
"Z27941","Harbinger","NC",646,7.40000000000001,0,13.8,1.5,147.5,19.1,0,7184,205,663,268,2450,5538,14699,4429.57142857143,936,3.6
"Z27942","Harrellsville","NC",1015,25.3,9.1,34.7,14.1,98.1,NA,-33.3,23594,15107,18886,14250,11582,NA,25739,18193,21688,83
"Z27944","Hertford","NC",12100,15.3,13.4,39,19.9,93.8,-6.3,-3.90000000000001,17518,21166,21594,19589,13260,18658,19308,18727.5714285714,22383,85.7
"Z27946","Hobbsville","NC",1415,18,19.1,30.5,20.3,79.6,NA,20,19754,24618,15522,19863,18871,NA,2623,16875.1666666667,19754,75.6
"Z27947","Jarvisburg","NC",1595,30.9,5.7,30.7,5.5,100.3,12.1,27.3,24928,7803,15634,3523,10786,8486,1630,10398.5714285714,8786,33.6
"Z27948","Kill Devil Hills","NC",11173,5.3,5.8,18.2,10.2,114.4,15.7,5.8,4024,7852,2638,9436,6883,6811,9109,6679,3275,12.5
"Z27949","Kitty Hawk","NC",7154,3.09999999999999,6,22.2,4.6,138.4,5.59999999999999,2.2,1494,8291,6541,2457,3219,12255,12509,6680.85714285714,3278,12.5
"Z27950","Knotts Island","NC",2071,17.4,7.6,29.8,9.3,132.7,NA,11.1,19292,12160,14834,8323,3881,NA,5489,10663.1666666667,9189,35.2
"Z27953","Manns Harbor","NC",1365,35.1,13,31.5,11.1,85.4,-15.1,-29.4,25395,20762,16397,10696,16565,20925,25578,19474,23295,89.2
"Z27954","Manteo","NC",6334,10.3,8.3,23.4,9,114.3,1.40000000000001,-0.5,11675,13458,7948,7888,6901,14932,16461,11323.2857142857,10280,39.3
"Z27957","Merry Hill","NC",1825,17.7,12.5,32.4,13.9,98.1,32.1,4.2,19527,20174,17172,14027,11581,2835,10483,13685.5714285714,14408,55.2
"Z27958","Moyock","NC",10304,13.5,8.1,29,11.1,158.6,48,0,15720,13119,14055,10680,1736,1521,14484,10187.8571428571,8469,32.4
"Z27959","Nags Head","NC",2827,3.90000000000001,7.1,18.7,9.3,117.5,8.90000000000001,0.299999999999997,2275,10870,3019,8244,6193,10213,14224,7862.57142857143,4896,18.7
"Z27962","Plymouth","NC",7343,20.2,16.8,42.2,23.6,66.2,3,-5.90000000000001,21189,23696,23005,21896,23034,13931,20640,21055.8571428571,24752,94.7
"Z27964","Point Harbor","NC",742,5.2,2.9,12.5,5.3,115.4,92.3,11.4,3872,2077,409,3174,6649,531,5264,3139.42857142857,329,1.3
"Z27965","Poplar Branch","NC",701,5.5,18.1,24.7,19.7,71.4,63.2,30,4308,24249,9466,19381,21663,967,1382,11630.8571428571,10796,41.3
"Z27966","Powells Point","NC",967,12.8,21.3,26.7,9.5,120.8,13.2,3.8,14883,25196,11673,8582,5617,7939,10915,12115,11620,44.5
"Z27970","Roper","NC",3179,25.3,11.5,34.4,22.6,72.7,-8.8,-6.7,23595,18944,18677,21361,21278,19496,21137,20641.1428571429,24412,93.4
"Z27973","Shawboro","NC",1246,18.4,7.2,47.3,8.2,111.7,4.2,21.4,20032,11277,24301,6907,7490,13163,2332,12214.5714285714,11771,45.1
"Z27974","Shiloh","NC",1370,28.1,0,27.6,4.3,100.5,21,7.09999999999999,24395,431,12576,2168,10727,5022,7995,9044.85714285714,6624,25.4
"Z27976","South Mills","NC",3591,12.6,5.4,29.9,4.7,154.7,NA,27.3,14603,7071,14892,2605,1960,NA,1636,7127.83333333333,3827,14.6
"Z27979","Sunbury","NC",1787,18.5,16.2,28.2,8.4,105.8,8.8,-3.09999999999999,20097,23401,13299,7158,9075,10273,18590,14556.1428571429,15956,61.1
"Z27980","Tyner","NC",2115,24.3,15.3,34.7,25.2,87.7,-12,-17.4,23231,22789,18924,22573,15629,20300,24468,21130.5714285714,24816,95
"Z27981","Wanchese","NC",1475,11.2,10.1,16.5,5.5,102.5,-13.5,-3.7,12896,16760,1601,3418,10085,20623,19137,12074.2857142857,11551,44.2
"Z27983","Windsor","NC",10188,26.5,16.8,49.8,25.6,60.1,-11.4,1.09999999999999,23972,23704,24712,22764,24226,20180,13645,21886.1428571429,25310,96.9
"Z27986","Winton","NC",3098,18.3,16.1,86.5,33.1,55.7,-1.90000000000001,-10.7,19960,23329,26087,24725,24819,16707,22907,22647.7142857143,25675,98.3
"Z28001","Albemarle","NC",26717,18.2,11.3,30.1,21.5,82.8,-5.8,-1.5,19894,18620,15111,20683,17614,18482,17285,18241.2857142857,21752,83.3
"Z28006","Alexis","NC",1278,16.1,14,43.7,21.8,62.4,-3.90000000000001,0,18228,21733,23464,20908,23822,17682,15308,20163.5714285714,23986,91.8
"Z28007","Ansonville","NC",687,16.8,17.3,60.1,22.3,62.7,NA,-28.6,18814,23925,25628,21230,23759,NA,25561,23152.8333333333,25825,98.9
"Z28009","Badin","NC",1092,8.2,13.2,28.1,11,63.8,11.6,-9.09999999999999,8488,20910,13180,10558,23561,8776,22289,15394.5714285714,17319,66.3
"Z28012","Belmont","NC",20865,12.7,8.2,24.9,11.2,108.7,11.8,11.2,14749,13289,9657,10761,8268,8647,5372,10106.1428571429,8339,31.9
"Z28016","Bessemer City","NC",12936,21.7,12.6,37.8,24.2,69.5,16.9,4.09999999999999,22057,20303,20915,22160,22189,6356,10593,17796.1428571429,21157,81
"Z28018","Bostic","NC",5408,15.7,12.7,35.2,17.9,68.4,3.09999999999999,-1.8,17882,20375,19270,18036,22481,13857,17502,18486.1428571429,22059,84.4
"Z28020","Casar","NC",1856,23.8,13.1,35.2,14.4,87.8,4.5,0,23055,20860,19274,14592,15572,12994,15035,17340.2857142857,20465,78.3
"Z28021","Cherryville","NC",13574,15.9,14.5,30.8,12.2,93.4,9.7,-2,18066,22184,15792,12050,13392,9765,17639,15555.4285714286,17580,67.3
"Z28023","China Grove","NC",14689,16.5,11.1,30.7,18.5,106,13.4,2,18573,18333,15690,18514,9028,7840,12668,14378,15659,59.9
"Z28025","Concord","NC",51996,13.5,8.5,27,14.1,107.9,-3.90000000000001,1.09999999999999,15721,13905,11965,14204,8490,17653,13635,13653.2857142857,14346,54.9
"Z28027","Concord","NC",58474,10.1,9.2,22.2,10.6,130.7,20.8,13.8,11398,15181,6580,9978,4122,5060,4294,8087.57142857143,5241,20.1
"Z28031","Cornelius","NC",25834,4.2,4.4,20.8,6.6,173.9,11.8,12.4,2629,4690,4983,4760,1078,8622,4864,4518,1008,3.9
"Z28032","Cramerton","NC",3298,18.1,6.2,30.4,18.9,89.9,-1.09999999999999,-2.40000000000001,19821,8952,15354,18822,14719,16297,18037,16000.2857142857,18340,70.2
"Z28033","Crouse","NC",3358,17.9,13.9,27.8,6.6,94.5,46.6,-4.3,19683,21648,12897,4816,12972,1608,19556,13311.4285714286,13746,52.6
"Z28034","Dallas","NC",17441,18.4,10.8,36.3,17.1,86.9,17.4,-0.900000000000006,20033,17910,19968,17322,15931,6143,16752,16294.1428571429,18816,72
"Z28036","Davidson","NC",16009,4.7,4.6,20.8,6.1,212.7,14.3,13.6,3257,5130,4986,4159,364,7390,4375,4237.28571428571,810,3.1
"Z28037","Denver","NC",18822,6.2,8.1,23.4,6.2,154.8,23.8,11.9,5325,13040,7942,4290,1953,4294,5059,5986.14285714286,2386,9.1
"Z28040","Ellenboro","NC",8023,15.2,10.2,34.3,18.4,80.8,14.7,-5.40000000000001,17425,16962,18618,18435,18418,7263,20311,16776,19609,75.1
"Z28043","Forest City","NC",21472,24.2,14.6,40.7,22.5,70.8,4.2,-5.8,23197,22310,22418,21332,21831,13196,20576,20694.2857142857,24457,93.6
"Z28052","Gastonia","NC",34764,25.5,17.1,39.2,30.9,68.1,1.8,-1,23663,23844,21709,24310,22584,14714,16869,21099,24793,94.9
"Z28054","Gastonia","NC",36934,16.5,10.8,32,17.6,82,4.90000000000001,-0.200000000000003,18574,17897,16843,17767,17926,12733,16246,16855.1428571429,19725,75.5
"Z28056","Gastonia","NC",32973,11.9,7.1,25.9,11.5,121.2,14.1,7.8,13769,10984,10774,11118,5557,7493,7466,9594.42857142857,7535,28.8
"Z28071","Gold Hill","NC",2995,21.2,15.8,37,10.4,91.1,8.90000000000001,-8.3,21779,23140,20447,9810,14246,10231,21947,17371.4285714286,20515,78.5
"Z28072","Granite Quarry","NC",1157,7.3,11.1,24.5,10.8,128.5,NA,0,7015,18260,9227,10253,4415,NA,15796,10827.6666666667,9463,36.2
"Z28073","Grover","NC",5602,23.9,11.6,39.6,29.1,71.9,50.7,0,23087,19067,21917,23898,21532,1367,14468,17905.1428571429,21319,81.6
"Z28075","Harrisburg","NC",16936,6.5,2.4,20.7,6.1,172.1,26.2,14.2,5766,1517,4858,4157,1140,3770,4179,3626.71428571429,508,1.9
"Z28078","Huntersville","NC",56105,4.59999999999999,4.6,17.9,5,191.5,32.4,12.5,3129,5128,2419,2867,663,2794,4751,3107.28571428571,313,1.2
"Z28079","Indian Trail","NC",33008,6.40000000000001,4.2,20.5,5.3,142.4,21.2,10,5623,4361,4666,3218,2853,4966,6016,4529,1023,3.9
"Z28080","Iron Station","NC",8078,19.2,8.7,24.9,19,109.1,NA,6.8,20560,14308,9660,18879,8160,NA,8311,13313,13748,52.6
"Z28081","Kannapolis","NC",26798,16.1,12.7,31.6,19.4,90.4,16.1,1.59999999999999,18229,20379,16493,19211,14528,6665,13091,15513.7142857143,17507,67
"Z28083","Kannapolis","NC",24270,19.8,13.9,27.5,16.3,83.9,10,2.09999999999999,20954,21662,12565,16526,17184,9611,12580,15868.8571428571,18105,69.3
"Z28086","Kings Mountain","NC",25261,16.5,8.7,30.7,17.7,83.6,4.5,5.2,18575,14299,15662,17856,17302,12998,9649,15191.5714285714,16986,65
"Z28088","Landis","NC",2975,15,12.5,27.4,20.3,93,49.5,2,17254,20160,12445,19851,13569,1443,12643,13909.2857142857,14820,56.7
"Z28090","Lawndale","NC",7803,20.9,14.5,32.9,20.5,67,19.7,2.5,21607,22201,17586,20021,22842,5408,12191,17408,20569,78.7
"Z28091","Lilesville","NC",1935,17.7,11.7,28.9,14.2,73.3,-4.40000000000001,5,19528,19181,13981,14321,21070,17890,9828,16542.7142857143,19223,73.6
"Z28092","Lincolnton","NC",38552,20.8,9.8,32.8,20.4,92.2,3.2,0.400000000000006,21560,16336,17488,19960,13854,13775,14174,16735.2857142857,19540,74.8
"Z28097","Locust","NC",5458,12.7,6.8,26.6,12.7,106.5,2,7,14750,10305,11530,12606,8883,14564,8151,11541.2857142857,10612,40.6
"Z28098","Lowell","NC",3668,18.9,9.2,36.2,12.9,94.6,38.2,7.40000000000001,20356,15283,19889,12902,12947,2168,7771,13045.1428571429,13278,50.8
"Z28101","Mc Adenville","NC",751,15.3,3.6,36.2,8.9,105.8,NA,0,17519,3258,19872,7825,9078,NA,15860,12235.3333333333,11809,45.2
"Z28103","Marshville","NC",10727,15.1,7,30.7,17.4,101.3,72.5,6.40000000000001,17348,10809,15646,17562,10489,795,8551,11600,10737,41.1
"Z28104","Matthews","NC",30750,5.2,4.6,21.5,4.7,204.5,21.7,17.3,3873,5135,5783,2565,456,4819,3197,3689.71428571429,536,2.1
"Z28105","Matthews","NC",42704,6.40000000000001,4.5,21.6,7,141.7,13.7,9.2,5624,4949,5882,5248,2912,7684,6494,5541.85714285714,1920,7.3
"Z28107","Midland","NC",7047,11,4.9,27.1,8.7,116.4,29.9,20.8,12647,5902,12049,7541,6434,3122,2416,7158.71428571429,3862,14.8
"Z28110","Monroe","NC",51834,16.1,5.1,24.4,15.3,113.2,23,3.90000000000001,18230,6380,9051,15539,7155,4514,10782,10235.8571428571,8544,32.7
"Z28112","Monroe","NC",27023,20.2,10,27.2,16.8,107.4,2.09999999999999,5.09999999999999,21190,16668,12212,17010,8628,14492,9717,14273.8571428571,15483,59.3
"Z28114","Mooresboro","NC",7751,16.4,17.3,36.4,21.7,86.9,51.9,1.7,18492,23924,20070,20825,15947,1321,12974,16221.8571428571,18694,71.6
"Z28115","Mooresville","NC",34912,9.7,10.6,24.7,9.9,123.5,-10.2,9.8,10815,17549,9449,9086,5158,19866,6200,11160.4285714286,10039,38.4
"Z28117","Mooresville","NC",36351,5.7,5.3,26,7.7,166,48.1,19.9,4587,6693,10859,6190,1357,1512,2642,4834.28571428571,1286,4.9
"Z28119","Morven","NC",3530,36.5,13.7,38.6,40.4,59,NA,-14.3,25510,21500,21383,25522,24391,NA,23962,23711.3333333333,25970,99.4
"Z28120","Mount Holly","NC",20066,15.8,7.9,28.1,12.4,106.4,46.7,7.09999999999999,17975,12776,13139,12287,8917,1595,7978,10666.7142857143,9198,35.2
"Z28124","Mount Pleasant","NC",6115,13,16.4,28.5,10.8,96.3,-19.4,0,15112,23483,13610,10290,12286,21544,15568,15984.7142857143,18314,70.1
"Z28125","Mount Ulla","NC",2045,10.5,12.3,28.6,5.6,109.1,15.3,0,11967,19902,13700,3624,8135,6980,14754,11294.5714285714,10238,39.2
"Z28127","New London","NC",7306,16.1,10.4,44.3,17.5,95.4,-1.7,-14.1,18231,17297,23616,17715,12624,16573,23793,18549.8571428571,22126,84.7
