Zip_Code,Housing_Units,Total_Vacant,For_rent,Rented_not_oc,For_sale,Sale_not_oc,Seasonal,Migrant_worker,Other_vacant
Z95830,326,51,25,0,0,0,0,0,26
Z95831,19429,1345,381,105,79,98,41,0,641
Z95832,3105,219,66,0,0,33,0,0,120
Z95833,15341,972,555,0,70,97,34,0,216
Z95834,10142,872,522,181,58,0,0,0,111
Z95835,13891,872,77,22,221,148,160,0,244
Z95837,171,18,0,0,0,0,18,0,0
Z95838,11724,1002,246,0,258,69,102,0,327
Z95841,8634,994,671,0,122,0,27,0,174
Z95842,11931,720,491,0,122,24,19,0,64
Z95843,14670,465,135,73,194,0,2,0,61
Z95864,9956,588,31,0,236,92,117,0,112
Z95901,12691,1263,575,0,142,0,166,0,380
Z95903,546,114,10,0,0,0,0,0,104
Z95912,1533,145,13,0,36,0,46,0,50
Z95916,933,392,23,0,22,11,261,0,75
Z95917,1129,61,0,0,0,6,7,0,48
Z95918,993,59,0,0,0,0,20,0,39
Z95919,715,108,0,0,0,0,71,0,37
Z95922,394,82,0,0,4,0,68,0,10
Z95926,16929,1916,484,375,70,30,245,0,712
Z95928,16023,2184,531,458,74,39,513,0,569
Z95932,3121,353,62,58,69,0,53,0,111
Z95934,220,63,15,0,0,0,20,0,28
Z95935,298,61,0,0,0,0,32,0,29
Z95937,530,87,0,0,0,15,9,0,63
Z95938,1710,197,0,88,0,0,67,0,42
Z95942,1009,533,0,0,0,0,484,0,49
Z95943,399,73,24,0,0,0,14,0,35
Z95945,12568,1268,235,70,83,45,393,0,442
Z95946,4647,538,32,39,64,0,313,0,90
Z95947,906,157,0,0,27,0,72,0,58
Z95948,4237,520,116,24,0,33,31,17,299
Z95949,8977,844,25,26,243,65,276,0,209
Z95953,3287,285,81,0,17,18,29,0,140
Z95954,5888,871,48,92,50,21,283,0,377
Z95955,544,49,16,0,10,0,14,0,9
Z95956,477,305,0,0,0,0,264,0,41
Z95957,361,20,0,0,7,0,0,0,13
Z95959,8235,965,0,0,66,0,580,0,319
Z95960,362,20,0,0,0,0,15,0,5
Z95961,9154,726,236,0,46,67,29,15,333
Z95962,782,136,0,0,0,35,101,0,0
Z95963,5889,659,99,64,24,8,40,6,418
Z95965,7888,921,182,152,60,16,93,0,418
Z95966,13044,1492,366,40,101,119,262,0,604
Z95969,12950,1601,185,101,282,32,347,0,654
Z95971,2878,352,67,67,0,0,101,0,117
Z95973,14405,931,191,71,135,7,204,0,323
Z95975,809,107,39,0,0,0,68,0,0
Z95979,438,160,0,0,4,0,103,0,53
Z95982,1308,72,23,0,8,0,0,0,41
Z95987,1968,171,16,52,0,0,24,0,79
Z95988,3519,382,6,0,0,0,159,0,217
Z95991,15252,876,317,44,146,19,57,24,269
Z95993,12416,788,276,16,163,0,108,0,225
Z96001,14761,1364,269,0,203,25,287,0,580
Z96002,13508,1040,293,114,176,22,39,0,396
Z96003,19462,1746,407,0,203,39,547,0,550
Z96007,9729,760,168,0,196,0,191,0,205
Z96008,490,97,0,0,15,13,15,0,54
Z96013,2115,397,15,0,0,25,129,0,228
Z96014,160,89,0,0,0,0,70,0,19
Z96019,4200,341,24,18,11,15,103,0,170
Z96020,1961,1025,56,0,59,0,782,0,128
Z96021,6428,816,108,74,48,0,103,0,483
Z96022,6709,377,0,48,97,0,61,0,171
Z96023,568,106,0,0,9,0,12,6,79
Z96025,1532,498,4,17,56,0,253,0,168
Z96027,1211,165,0,0,0,0,132,0,33
Z96028,836,255,0,0,24,0,135,0,96
Z96032,1130,240,0,6,50,0,85,0,99
Z96035,1288,148,0,0,0,0,7,0,141
Z96037,95,29,0,0,0,0,0,0,29
Z96038,301,39,29,0,0,0,0,0,10
Z96039,701,172,2,4,0,9,47,0,110
Z96040,277,103,0,0,0,0,103,0,0
Z96041,1792,561,0,0,13,12,343,0,193
Z96044,601,181,0,0,25,0,98,0,58
Z96048,397,114,10,0,11,13,56,0,24
Z96051,835,283,0,0,0,0,276,0,7
Z96052,958,351,15,9,9,28,257,0,33
Z96054,158,39,0,0,10,0,12,0,17
Z96055,1785,215,15,34,26,0,60,0,80
Z96056,814,167,0,0,14,0,77,0,76
Z96058,411,135,0,0,0,0,102,0,33
Z96061,194,181,0,0,0,0,181,0,0
Z96062,476,38,0,8,17,9,4,0,0
Z96063,390,288,0,0,4,0,280,0,4
Z96067,4036,675,60,0,47,58,401,0,109
Z96069,452,99,0,0,0,0,64,0,35
Z96073,1543,54,0,0,17,0,3,0,34
Z96080,12150,1378,242,0,158,4,226,9,739
Z96088,2541,727,0,0,30,32,582,0,83
Z96091,872,602,7,7,16,13,527,6,26
Z96093,1905,318,57,84,0,0,130,0,47
Z96094,3200,580,36,38,27,23,249,50,157
Z96096,346,49,0,0,0,0,41,0,8
Z96097,4937,536,94,40,58,38,152,0,154
Z96101,2887,553,1,18,95,22,177,0,240
Z96103,2154,1411,80,0,70,31,1144,0,86
Z96104,410,145,9,2,26,0,68,0,40
Z96105,214,189,0,9,0,0,160,0,20
Z96107,774,251,66,0,0,25,68,0,92
Z96113,469,92,46,0,7,0,2,0,37
Z96114,1505,104,40,0,0,21,18,0,25
Z96118,752,122,0,0,0,0,36,0,86
Z96120,663,322,0,0,4,12,239,9,58
Z96122,2492,944,70,0,66,7,507,0,294
Z96126,113,80,0,0,0,0,80,0,0
Z96128,405,51,12,0,0,0,0,0,39
Z96130,6813,1435,188,88,193,0,581,0,385
Z96134,1251,337,30,0,16,0,76,84,131
Z96137,4213,2472,19,16,134,12,1990,0,301
Z96140,1600,1221,50,0,28,0,1118,0,25
Z96141,1658,1395,19,0,17,8,1341,0,10
Z96142,2117,1799,16,0,30,29,1667,0,57
Z96143,3163,1622,58,0,10,0,1513,0,41
Z96145,4855,3624,11,25,62,14,3405,0,107
Z96146,1810,1424,11,0,23,13,1352,0,25
Z96148,714,442,10,0,2,8,404,0,18
Z96150,23401,12119,764,231,147,16,10081,46,834
Z96161,17338,10131,171,181,241,44,9430,0,64
Z96701,13903,902,274,0,197,11,153,0,267
Z96703,865,250,99,0,16,0,105,0,30
Z96704,3114,573,27,0,16,45,367,0,118
Z96705,808,87,14,0,0,0,13,0,60
Z96706,19279,1237,250,96,236,47,217,0,391
Z96707,13531,1191,372,12,130,21,536,13,107
Z96708,4252,553,107,0,0,39,377,0,30
Z96712,3152,568,0,0,19,21,428,0,100
Z96713,771,263,54,0,5,0,180,0,24
Z96714,914,609,323,3,49,5,186,0,43
Z96717,1805,426,78,3,14,0,239,0,92
Z96719,678,83,7,0,7,6,0,0,63
Z96720,18851,2459,623,206,178,123,744,0,585
Z96722,2651,1610,933,15,47,24,538,0,53
Z96725,1440,324,20,0,22,0,177,32,73
Z96726,248,52,0,0,0,0,45,0,7
Z96727,1747,295,10,19,34,5,86,0,141
Z96728,240,44,9,0,5,4,10,0,16
Z96729,373,30,7,0,0,0,10,0,13
Z96731,1146,426,9,0,2,0,321,0,94
Z96732,7767,808,182,0,0,34,87,0,505
Z96734,16901,714,100,0,92,0,264,0,258
Z96737,2650,1063,37,0,191,78,514,0,243
Z96738,4664,2225,316,121,29,0,1565,0,194
Z96740,17973,5452,931,88,147,82,3586,0,618
Z96741,2439,467,0,0,23,26,196,29,193
Z96743,5943,1871,156,52,104,7,1286,2,264
Z96744,17190,752,79,71,63,69,187,0,283
Z96746,8150,1565,351,52,79,16,945,1,121
Z96748,2055,481,145,9,4,20,149,0,154
Z96749,6744,631,73,9,76,193,136,0,144
Z96750,1417,186,55,0,0,0,111,0,20
Z96752,1367,347,37,0,0,0,187,0,123
Z96753,18655,7678,3784,122,75,34,2911,0,752
Z96754,1593,321,36,0,36,41,146,0,62
Z96755,1241,277,20,10,10,10,153,0,74
Z96756,3389,1396,50,3,62,0,1186,0,95
Z96757,308,65,13,0,0,0,22,0,30
Z96760,1253,181,4,0,38,37,69,0,33
Z96761,11919,4428,2194,38,72,45,1727,0,352
Z96762,1159,183,0,0,5,0,147,0,31
Z96763,1524,327,79,17,10,9,152,0,60
Z96764,351,123,8,7,8,0,53,0,47
Z96766,5552,753,165,43,74,16,314,0,141
Z96768,6923,709,97,24,8,114,288,0,178
Z96770,721,481,127,0,15,0,306,0,33
Z96771,3262,721,50,23,42,83,380,0,143
Z96772,1028,267,17,0,17,6,146,0,81
Z96776,579,96,0,0,53,0,24,0,19
Z96777,574,93,18,0,13,0,23,0,39
Z96778,6832,1539,107,5,139,275,699,0,314
Z96779,1264,320,142,0,16,0,113,0,49
Z96780,345,103,34,0,0,15,30,0,24
Z96781,581,58,27,0,10,0,9,0,12
Z96782,11892,362,68,0,12,0,54,0,228
Z96783,816,185,19,0,17,9,85,0,55
Z96786,14416,988,112,28,45,37,60,0,706
Z96789,18475,501,145,0,123,17,118,0,98
Z96790,3801,381,20,25,0,2,254,2,78
Z96791,2629,324,11,14,0,12,287,0,0
Z96792,13349,1964,261,46,211,49,903,0,494
Z96793,10782,1170,313,20,43,51,379,1,363
Z96795,2494,87,14,0,6,0,46,0,21
Z96796,901,277,26,0,17,0,199,0,35
Z96797,19788,736,364,23,88,22,83,0,156
Z96813,10624,1075,288,52,48,125,235,0,327
Z96814,11759,2040,430,141,0,63,1062,0,344
Z96815,22350,8117,1919,367,252,55,4632,0,892
Z96816,18952,1783,315,81,59,6,525,0,797
Z96817,20323,1252,325,119,96,108,104,0,500
Z96818,19148,1061,404,13,9,0,142,0,493
Z96819,12553,594,366,19,41,0,81,0,87
Z96821,6988,561,22,77,0,33,184,0,245
Z96822,19636,1559,411,69,49,25,226,0,779
Z96825,11202,685,111,15,55,39,320,0,145
Z96826,15930,1445,580,89,36,0,192,0,548
Z97001,143,91,0,0,2,6,40,0,43
Z97002,2318,182,8,15,0,0,80,0,79
Z97004,1634,19,0,0,0,0,9,0,10
Z97005,11120,666,205,122,72,0,23,0,244
Z97006,25874,1338,425,230,190,56,98,0,339
Z97007,25894,851,244,49,88,18,104,0,348
Z97008,12307,795,292,54,89,83,0,0,277
Z97009,3094,247,7,0,42,0,7,0,191
Z97011,470,183,0,0,0,57,126,0,0
Z97013,8484,267,7,26,17,0,25,0,192
Z97014,693,179,61,0,38,8,4,0,68
Z97015,8333,416,172,0,35,0,0,0,209
Z97017,1048,110,0,0,0,0,0,0,110
Z97018,954,41,11,0,10,0,0,0,20
Z97019,1335,80,24,9,47,0,0,0,0
Z97020,363,21,0,0,14,0,0,0,7
Z97021,576,137,6,0,0,6,24,41,60
Z97022,1213,101,42,0,0,0,0,0,59
Z97023,4084,352,39,0,115,31,50,0,117
Z97026,1275,79,0,0,19,36,3,13,8
Z97027,5142,256,0,0,74,0,0,0,182
Z97029,144,24,2,0,0,0,0,0,22
Z97030,15197,716,298,55,27,0,28,0,308
Z97031,7786,899,78,62,13,0,501,77,168
Z97032,1622,34,0,0,0,0,0,0,34
Z97034,8504,446,108,0,115,21,114,0,88
Z97035,11240,637,109,113,128,92,117,0,78
Z97037,623,187,15,4,16,0,149,0,3
Z97038,5869,181,37,9,0,0,0,0,135
Z97039,260,30,5,0,0,3,7,0,15
Z97040,656,212,26,0,17,6,102,0,61
Z97042,1213,53,0,0,0,0,9,0,44
Z97045,20426,1007,172,85,130,64,42,0,514
Z97048,2893,332,57,0,43,25,31,0,176
Z97050,134,15,8,0,0,0,3,0,4
Z97051,6187,607,83,0,174,0,42,0,308
Z97053,1323,87,0,0,0,0,0,0,87
Z97054,678,56,0,0,15,0,11,0,30
Z97055,7170,582,56,23,78,41,42,0,342
Z97056,4761,201,0,0,25,25,0,0,151
Z97058,8301,691,176,0,86,19,98,4,308
Z97060,7797,210,123,21,0,0,38,0,28
Z97062,11649,440,199,31,38,0,34,0,138
Z97063,901,376,0,0,0,4,349,0,23
Z97064,1549,281,0,0,50,6,37,0,188
Z97065,334,43,4,0,1,12,2,0,24
Z97067,1595,491,0,29,116,0,346,0,0
Z97068,11283,408,0,75,31,73,127,0,102
Z97070,9499,529,127,28,52,0,17,0,305
Z97071,10084,966,271,0,150,131,0,0,414
Z97080,15386,699,155,0,112,89,16,0,327
Z97086,10434,451,43,0,103,44,180,0,81
Z97089,4569,231,0,0,140,34,8,0,49
Z97101,1401,153,0,0,17,0,56,0,80
Z97102,366,288,47,0,0,0,241,0,0
Z97103,8294,945,148,32,85,24,263,0,393
Z97106,1678,142,11,0,16,25,7,0,83
Z97107,804,189,10,0,16,0,87,0,76
Z97109,205,5,0,0,0,0,0,0,5
Z97110,1235,721,66,0,12,0,617,0,26
Z97111,1344,140,38,0,0,0,17,0,85
Z97112,1216,459,0,0,35,0,371,0,53
Z97113,4364,260,23,0,3,75,65,0,94
Z97114,1743,183,40,0,22,27,41,24,29
Z97116,9583,581,270,37,74,0,112,0,88
Z97117,241,19,0,0,0,0,0,0,19
Z97118,532,182,0,6,32,0,141,0,3
Z97119,1739,127,0,0,46,6,44,0,31
Z97121,675,83,0,0,0,0,42,0,41
Z97122,304,106,0,0,0,0,76,0,30
Z97123,15806,712,212,37,80,42,52,0,289
Z97124,20936,1445,390,120,279,60,285,0,311
Z97127,1299,196,64,0,96,36,0,0,0
Z97128,14460,1130,398,0,163,44,138,0,387
Z97130,1370,1168,47,0,29,0,1092,0,0
Z97131,2164,1084,5,23,30,0,987,0,39
Z97132,10616,695,135,83,122,0,112,0,243
Z97133,1598,145,0,0,17,0,25,50,53
Z97134,447,308,0,0,0,0,308,0,0
Z97135,1215,825,0,0,28,0,774,23,0
Z97136,2924,2126,58,14,44,13,1973,0,24
Z97137,455,29,8,0,0,0,9,0,12
Z97138,7254,2962,486,0,200,78,1932,0,266
Z97140,9039,232,11,0,30,0,47,0,144
Z97141,6123,1177,162,34,77,0,744,0,160
Z97146,2712,442,51,0,48,0,234,0,109
Z97147,234,75,4,0,4,0,63,0,4
Z97148,1335,149,0,0,48,7,35,0,59
Z97149,853,600,0,0,0,0,600,0,0
Z97201,9468,904,364,124,32,0,379,0,5
Z97202,18704,693,375,15,17,86,23,0,177
Z97203,12251,621,169,86,72,20,43,0,231
Z97204,425,21,21,0,0,0,0,0,0
Z97205,5453,518,90,159,0,28,177,0,64
Z97206,20613,981,134,29,107,68,78,0,565
Z97209,12240,1496,144,114,85,0,796,0,357
Z97210,6954,585,64,0,101,0,221,0,199
Z97211,13216,641,110,53,83,92,33,0,270
Z97212,10934,483,53,0,69,121,63,0,177
Z97213,14060,460,52,69,113,0,53,0,173
Z97214,12533,793,287,189,22,17,11,0,267
Z97215,7791,302,31,0,78,19,0,0,174
Z97216,6545,333,131,0,70,57,19,0,56
Z97217,14795,983,147,68,120,18,233,0,397
Z97218,5968,377,64,0,37,57,8,0,211
Z97219,17308,680,117,0,162,52,79,0,270
Z97220,11831,540,67,12,53,60,95,0,253
Z97221,5302,220,21,12,22,0,0,0,165
Z97222,16208,949,363,54,84,32,27,0,389
Z97223,19621,1041,210,21,179,117,217,0,297
Z97224,14719,482,62,69,79,39,93,0,140
Z97225,11689,516,182,140,49,0,34,0,111
Z97227,2075,107,41,0,0,0,11,0,55
Z97229,24016,970,335,0,187,0,244,0,204
Z97230,16224,1026,394,113,130,18,44,0,327
Z97231,1851,202,0,0,14,51,14,0,123
Z97232,6491,272,14,13,0,29,104,0,112
Z97233,13988,1005,335,120,250,61,44,0,195
Z97236,13498,861,107,124,87,48,44,0,451
Z97239,8867,844,84,120,192,0,211,0,237
Z97266,12803,718,83,106,20,242,26,0,241
Z97267,13097,571,109,35,85,23,35,0,284
Z97301,19273,1474,355,62,283,0,126,0,648
Z97302,16595,978,357,0,42,0,70,0,509
Z97303,14949,695,267,26,34,0,0,0,368
Z97304,12211,851,115,108,89,0,61,0,478
Z97305,14807,1159,509,0,26,0,106,0,518
Z97306,11835,324,139,0,56,29,24,0,76
Z97317,8106,271,5,0,33,0,15,0,218
Z97321,10721,813,282,40,66,92,7,0,326
Z97322,14176,787,204,102,155,70,47,36,173
Z97324,575,103,0,0,0,0,83,0,20
Z97325,2565,78,43,0,0,0,0,0,35
Z97327,1281,161,50,0,26,21,17,0,47
Z97330,18691,1670,511,518,78,89,146,0,328
Z97333,9761,953,326,238,54,45,99,0,191
Z97338,7839,364,48,29,63,0,40,0,184
Z97341,2435,1161,96,36,82,0,858,0,89
Z97342,540,445,0,5,23,0,358,0,59
Z97344,460,36,7,0,0,0,0,0,29
Z97348,670,39,0,18,0,13,0,0,8
Z97351,3743,411,0,120,65,45,0,0,181
Z97352,2345,196,68,0,14,0,0,0,114
Z97355,12078,1002,168,166,94,143,85,0,346
Z97358,1243,239,30,0,0,16,102,0,91
Z97360,993,65,8,0,25,8,9,0,15
Z97361,4578,264,18,69,0,0,15,0,162
Z97362,1609,176,91,0,7,0,21,0,57
Z97365,6041,1120,98,41,76,13,818,0,74
Z97366,955,324,25,0,46,0,229,0,24
Z97367,7323,3012,104,0,78,16,2553,0,261
Z97368,1968,485,0,0,0,23,354,0,108
Z97369,410,325,28,0,0,0,272,0,25
Z97370,3558,297,76,24,0,0,63,0,134
Z97371,291,107,0,0,49,0,58,0,0
Z97374,2151,102,0,7,7,0,35,0,53
Z97375,546,73,0,0,4,0,0,0,69
Z97376,802,169,0,0,0,0,164,0,5
Z97377,300,71,0,0,0,0,50,0,21
Z97378,2763,315,17,20,62,0,56,0,160
Z97380,1212,54,2,9,0,0,28,0,15
Z97381,5848,467,57,0,99,0,114,23,174
Z97383,3701,279,47,0,39,0,23,0,170
Z97385,1546,141,75,0,0,0,0,0,66
Z97386,5537,378,105,53,6,34,83,0,97
Z97388,1165,797,0,0,22,0,775,0,0
Z97389,645,23,0,7,8,0,0,0,8
Z97390,426,137,0,0,0,0,91,0,46
Z97391,2228,337,88,20,67,0,106,0,56
Z97394,3383,1390,62,24,136,12,1128,0,28
Z97396,1253,141,36,0,24,8,40,0,33
Z97401,20703,1920,696,649,264,119,53,0,139
Z97402,21559,812,138,135,187,18,135,0,199
Z97403,4232,437,29,124,46,23,93,0,122
Z97404,13395,516,39,55,127,0,145,0,150
Z97405,20128,879,274,63,77,26,256,0,183
Z97408,5191,122,10,0,29,0,49,0,34
Z97411,4220,857,173,30,0,36,413,0,205
Z97413,779,336,14,12,12,13,261,0,24
Z97415,7691,1064,109,0,181,31,495,0,248
Z97416,447,34,5,0,6,0,8,0,15
Z97417,1204,152,27,0,30,23,2,0,70
Z97419,586,18,0,0,0,0,18,0,0
Z97420,12581,1573,227,47,268,122,374,0,535
Z97423,3057,352,32,33,65,41,0,0,181
Z97424,7598,481,136,0,11,0,120,0,214
Z97426,4174,321,142,0,65,30,11,35,38
Z97431,963,94,0,0,0,0,44,0,50
Z97434,340,23,0,0,0,0,8,0,15
Z97435,1003,80,0,10,0,0,3,0,67
Z97436,483,96,6,0,9,0,71,0,10
Z97437,1038,31,0,0,0,23,8,0,0
Z97438,481,114,0,0,0,38,45,0,31
Z97439,8818,1754,191,28,222,64,971,0,278
Z97442,954,82,52,0,11,0,6,0,13
Z97443,843,81,23,0,0,0,33,0,25
Z97444,2989,713,87,26,38,92,232,0,238
Z97446,1747,118,76,0,0,0,42,0,0
Z97448,5241,331,45,0,0,30,68,0,188
Z97451,152,5,0,0,0,0,0,0,5
Z97452,697,34,0,0,18,0,16,0,0
Z97453,485,84,0,0,26,0,36,0,22
Z97454,628,49,3,0,13,11,0,0,22
Z97455,1017,16,0,16,0,0,0,0,0
Z97456,1202,136,55,13,0,0,0,0,68
Z97457,4346,513,85,62,41,0,58,0,267
Z97458,2323,395,63,0,43,17,0,0,272
Z97459,6138,611,124,32,50,117,120,0,168
Z97462,1761,221,25,0,0,23,95,0,78
Z97463,2074,344,35,23,117,0,107,0,62
Z97465,1448,220,20,0,11,6,71,0,112
Z97467,2689,436,49,0,66,70,175,0,76
Z97470,9239,694,133,0,144,0,88,0,329
Z97473,222,85,0,0,20,6,43,0,16
Z97476,103,46,0,0,0,0,20,0,26
Z97477,16236,713,155,75,77,88,8,0,310
Z97478,15126,1017,299,95,154,18,144,0,307
Z97479,4350,563,82,0,14,0,72,0,395
Z97487,3133,96,22,0,10,0,0,0,64
Z97488,590,134,0,0,24,0,55,0,55
Z97489,472,89,0,0,13,0,20,0,56
Z97493,203,56,0,0,0,0,56,0,0
Z97496,2892,192,65,0,70,0,0,0,57
Z97497,714,45,0,0,0,14,0,0,31
Z97498,1764,915,36,0,42,4,786,4,43
Z97499,880,120,0,0,0,0,53,0,67
Z97501,18226,1339,149,32,183,38,149,27,761
Z97502,11570,860,145,43,157,0,127,0,388
Z97503,4075,403,56,0,45,39,44,0,219
Z97504,19534,1612,432,117,130,73,349,0,511
Z97520,12650,1282,256,19,58,101,557,0,291
Z97522,297,76,4,4,5,0,30,0,33
Z97523,3114,429,50,0,39,14,101,48,177
Z97524,5737,580,126,0,61,0,116,0,277
Z97525,2132,229,9,0,58,0,68,0,94
Z97526,15697,1089,245,70,195,0,244,0,335
Z97527,15371,1500,250,159,200,66,179,0,646
Z97530,3613,536,39,0,98,33,298,0,68
Z97532,1043,41,0,0,0,0,26,0,15
Z97534,420,232,93,0,0,0,25,0,114
Z97535,2614,170,107,0,63,0,0,0,0
Z97536,578,141,0,0,8,0,102,9,22
Z97537,3715,339,18,17,36,17,98,0,153
Z97538,1020,195,0,0,64,0,67,0,64
Z97539,1720,169,0,0,116,0,37,0,16
Z97540,3662,182,95,4,0,0,72,0,11
Z97543,387,86,0,0,0,0,0,0,86
Z97544,1004,97,0,0,0,0,33,0,64
Z97601,11243,1938,521,0,220,19,723,0,455
Z97603,12810,1032,282,31,205,28,69,0,417
Z97622,225,11,0,0,0,0,11,0,0
Z97623,1191,165,26,0,2,4,57,0,76
Z97624,2310,793,73,0,0,41,266,0,413
Z97626,169,82,0,0,0,0,52,0,30
Z97630,2467,268,96,0,56,0,46,0,70
Z97632,555,76,17,0,0,13,3,0,43
Z97633,633,87,21,0,21,0,40,0,5
Z97636,239,27,0,0,0,0,3,0,24
Z97641,810,266,0,0,14,0,88,0,164
Z97701,28411,2463,742,87,296,65,910,0,363
Z97702,18777,1987,171,0,151,117,1157,0,391
Z97707,7791,5135,160,42,152,13,4704,0,64
Z97720,2354,502,81,42,48,43,57,0,231
Z97730,523,383,0,0,5,0,367,0,11
Z97731,170,44,20,0,0,0,24,0,0
Z97733,1114,916,37,0,46,0,764,0,69
Z97734,1676,665,43,0,15,0,565,0,42
Z97738,759,67,21,3,18,0,0,0,25
Z97739,6438,1660,81,9,84,45,1212,0,229
Z97741,4655,528,62,0,34,62,42,0,328
Z97753,1061,200,0,0,44,0,156,0,0
Z97754,8913,877,17,23,113,53,348,0,323
Z97756,15386,2044,306,47,308,38,890,0,455
Z97759,4706,2217,61,0,113,44,1849,0,150
Z97760,3438,669,19,0,64,58,397,0,131
Z97761,1124,109,12,0,4,14,4,0,75
Z97801,8523,560,111,37,32,2,19,0,359
Z97810,416,92,0,0,4,0,25,0,63
Z97812,437,104,29,0,0,0,55,0,20
Z97813,543,97,9,0,17,0,15,0,56
Z97814,6187,671,135,0,69,0,143,16,308
Z97818,1327,74,39,10,14,11,0,0,0
Z97820,629,190,9,0,7,0,114,0,60
Z97823,599,118,11,0,23,11,61,0,12
Z97824,736,43,0,0,27,0,9,0,7
Z97825,174,34,0,0,0,5,18,0,11
Z97826,417,51,0,0,0,6,0,0,45
Z97827,1292,278,28,0,20,24,120,0,86
Z97828,1575,266,0,0,61,0,143,9,53
Z97830,469,110,28,0,7,0,75,0,0
Z97833,460,62,0,0,4,4,34,6,14
Z97834,727,325,36,10,9,0,214,0,56
Z97836,1134,320,16,7,33,16,198,0,50
Z97838,9630,588,121,82,80,126,121,0,58
Z97841,199,1,0,0,0,0,0,0,1
Z97844,1489,143,0,0,51,0,46,0,46
Z97845,1347,213,22,0,78,0,55,0,58
Z97846,1427,486,31,0,21,0,391,0,43
Z97850,7422,771,289,48,25,23,143,0,243
Z97857,269,47,2,5,0,4,18,0,18
Z97862,4814,493,97,9,0,12,95,0,280
Z97864,173,72,0,0,0,0,48,0,24
Z97867,374,74,10,0,7,0,25,0,32
Z97868,860,102,0,0,14,8,23,0,57
Z97869,549,144,19,19,21,0,39,0,46
Z97870,342,88,4,0,20,0,46,0,18
Z97875,1030,56,17,0,8,0,0,0,31
Z97876,386,38,0,9,0,0,10,0,19
Z97880,262,151,0,0,0,4,113,0,34
Z97882,2148,270,0,0,54,20,11,52,133
Z97883,1071,143,20,0,23,0,14,0,86
Z97885,681,139,0,7,0,0,49,0,83
Z97886,777,300,0,0,7,0,261,0,32
Z97901,332,85,16,0,17,0,37,0,15
Z97907,314,99,0,4,6,2,54,2,31
Z97910,366,139,3,0,4,4,80,9,39
Z97913,2055,253,45,10,16,0,78,0,104
Z97914,6470,485,78,49,104,5,2,23,224
Z97918,1805,181,21,0,9,0,18,0,133
Z98001,11853,744,232,168,74,63,59,0,148
Z98002,13738,1051,394,71,139,37,29,0,381
Z98003,19289,1498,608,80,306,86,0,0,418
Z98004,17462,1944,370,595,94,68,366,0,451
Z98005,8146,639,149,27,78,40,176,0,169
Z98006,13727,539,114,30,48,89,161,0,97
Z98007,11154,653,281,78,0,0,55,0,239
Z98008,9357,341,92,9,47,0,9,0,184
Z98010,2023,110,0,0,29,0,38,0,43
Z98011,13329,604,133,26,120,10,95,0,220
Z98012,21804,1005,377,63,96,30,35,0,404
Z98014,2760,149,10,0,22,10,8,0,99
Z98019,4391,273,0,0,89,0,91,0,93
Z98020,9211,483,97,48,95,10,110,0,123
Z98021,10666,267,62,0,69,0,64,0,72
Z98022,9214,681,31,0,159,0,380,0,111
Z98023,18530,970,209,40,225,0,138,0,358
Z98024,2174,188,27,0,8,0,0,0,153
Z98026,15406,1071,323,47,159,112,64,0,366
Z98027,11360,513,108,0,68,36,35,26,240
Z98028,8536,509,168,0,9,24,24,0,284
Z98029,11144,595,262,25,177,28,63,0,40
Z98030,12484,758,295,33,13,103,63,0,251
Z98031,12676,551,227,82,23,0,10,0,209
Z98032,14675,1264,707,124,34,0,110,0,289
Z98033,16640,1048,265,72,182,37,229,0,263
Z98034,18001,719,70,62,114,68,180,0,225
Z98036,14694,436,111,41,49,59,0,0,176
Z98037,10815,611,126,0,101,93,25,0,266
Z98038,12545,533,44,0,168,141,57,0,123
Z98039,1266,179,6,5,12,58,57,0,41
Z98040,10179,596,137,74,28,48,24,0,285
Z98042,16573,789,62,63,166,0,125,0,373
Z98043,8557,402,197,39,71,0,39,0,56
Z98045,5848,248,110,0,89,0,0,0,49
Z98047,2475,222,73,0,42,0,8,0,99
Z98051,1323,11,0,0,0,0,0,0,11
Z98052,26354,1572,287,326,105,138,378,0,338
Z98053,8377,501,10,111,77,26,105,0,172
Z98055,9457,573,80,144,8,103,34,0,204
Z98056,13893,478,97,22,122,0,73,0,164
Z98057,6440,588,272,64,99,0,37,0,116
Z98059,13637,420,68,112,28,28,40,0,144
Z98065,4953,240,15,0,68,36,44,0,77
Z98068,906,796,0,0,18,0,778,0,0
Z98070,5798,1041,0,15,73,43,775,0,135
Z98072,9217,494,126,23,80,38,15,0,212
Z98074,9070,292,0,24,81,26,36,0,125
Z98075,7595,226,46,9,76,0,68,0,27
Z98077,4923,117,0,0,53,0,34,0,30
Z98087,12911,736,114,98,62,97,0,0,365
Z98092,16100,859,75,64,229,2,125,0,364
Z98101,9173,1262,280,112,292,39,433,0,106
Z98102,15038,648,185,46,14,0,313,0,90
Z98103,24340,1404,274,28,139,71,64,0,828
Z98104,7999,722,118,84,18,0,180,0,322
Z98105,16374,1100,331,84,39,42,69,0,535
Z98106,10747,628,320,45,41,58,0,0,164
Z98107,12707,579,57,87,14,0,88,0,333
Z98108,8612,555,81,14,39,0,53,0,368
Z98109,15202,1196,228,147,105,94,335,13,274
Z98110,10374,899,0,0,182,0,472,9,236
Z98112,10930,548,83,11,18,0,114,0,322
