Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,White,Black,Asian,Hispanic
63747,Friedheim,MO,535,15.9,10,35.3,11.9,107.7,30,25,17368,15514,18598,11196,8065,3409,1549,10814.14,9693,0.9,0,1.9,?
63751,Glenallen,MO,1303,36.4,5.2,53.4,33.5,61.4,29.4,20,24123,5951,23886,23472,22684,3522,2244,15126,17181,0,0.2,0.9,?
63755,Jackson,MO,24920,8.8,6.4,22.9,11.1,112.1,5.1,8.1,9236,8555,7162,10200,6993,13129,6752,8861,6492,0.3,0.9,2.3,?
63760,Leopold,MO,672,10.5,11.8,16.8,5.5,119.7,18.2,10,11659,17973,1804,3338,5454,6225,5550,7429,4371,0,0,0.6,?
63764,Marble Hill,MO,5647,23.6,12.6,38.4,26.4,72.9,2.9,0,21867,18970,20388,21912,20065,14564,14476,18891.71,22421,0.8,0.9,2.7,?
63766,Millersville,MO,1332,8.9,3.2,30.9,8,86.2,-14,-21.1,9387,2034,15281,6411,15355,21490,23616,13367.71,14180,0,0,0,?
63771,Oran,MO,2575,16.8,14.4,30.1,15.8,89.2,33.3,-4.2,18083,20662,14624,15395,14216,2978,18481,14919.86,16844,0,0,0.8,?
63775,Perryville,MO,16548,13.6,10.3,23.9,9.7,104.3,8.9,2.3,15305,15947,8298,8483,9028,10715,11681,11351,10580,0,0.1,0.7,?
63780,Scott City,MO,6681,15.8,4.8,28.6,20.9,82.9,12.2,2.1,17289,5071,13227,19320,16632,8911,11840,13184.29,13839,0,0.5,0.9,?
63781,Sedgewickville,MO,1182,13.5,2.9,32.2,9.9,116.8,-14.6,-15.4,15200,1646,16352,8784,6009,21587,22859,13205.29,13871,0.4,0,0.6,?
63785,Whitewater,MO,1013,15.2,16,23.9,7.2,93.6,-8.8,-11.1,16780,21767,8308,5349,12570,20205,21866,15263.57,17406,0,0,0.4,?
63787,Zalma,MO,723,29.6,11.4,49.9,28.1,60.2,40.7,37.5,23406,17530,23525,22417,22871,2231,695,16096.43,18799,0,0,1.2,?
63801,Sikeston,MO,23547,19.2,9.6,31.3,19,80.2,1.5,-1.1,19671,14891,15671,18053,17644,15461,16033,16774.86,19820,0,0.1,0.8,?
63821,Arbyrd,MO,954,25.9,9.8,50.1,41.1,41.2,-38.3,-50,22623,15238,23550,24197,24389,23917,24611,22646.43,24538,0,0.6,9.8,?
63822,Bernie,MO,2929,21.9,9.3,33.4,20.1,76.9,2.1,-26.3,21133,14396,17319,18820,18854,15095,24068,18526.43,22042,0.1,0.1,0.6,?
63825,Bloomfield,MO,4098,25,12.5,41.5,13,86.5,2.4,1.6,22356,18873,21718,12481,15241,14890,12398,16851,19932,0.5,0,1,?
63827,Bragg City,MO,834,22.9,19.2,33.4,21.4,87.4,-20.7,-36.4,21583,23123,17344,19659,14915,22513,24445,20511.71,23698,0,0.1,4,?
63829,Cardwell,MO,1114,34,17.6,41.8,28.6,65,-4.2,-5.9,23939,22566,21829,22553,22022,18459,19611,21568.43,24235,0.4,0.3,1.5,?
63830,Caruthersville,MO,7187,29.1,8.6,40.3,30.5,55.7,-11.7,31.2,23318,13149,21265,22958,23435,20994,1068,18026.71,21463,0,0,0.6,?
63834,Charleston,MO,6909,23.9,4.3,59.2,27.4,60.1,-15.1,-6.3,21963,4048,24235,22241,22885,21709,19881,19566,23005,0,0.5,0.9,?
63841,Dexter,MO,13482,17.5,8.3,32.2,14.5,75.8,-7.7,-1.4,18588,12570,16384,14099,19155,19867,16279,16706,19717,0.4,0,4.3,?
63845,East Prairie,MO,5636,29.5,7.5,36.1,29,56.2,-6.2,4.2,23388,11088,19042,22647,23371,19317,9882,18390.71,21901,0,0.5,0.7,?
63846,Essex,MO,1670,18.1,15.5,38.6,18.3,79.8,42.1,-22.2,19011,21464,20513,17572,17785,2117,23689,17450.14,20717,0,0,3.4,?
63848,Gideon,MO,1525,32.9,14.5,39.3,22.9,63.9,-17.9,-45.7,23837,20790,20847,20515,22250,22149,24593,22140.14,24428,0,0,1.2,?
63851,Hayti,MO,3880,27.9,16.2,47.4,32.1,49.2,-7.3,3.1,23114,21916,23176,23252,23963,19739,10960,20874.29,23929,0.2,0.1,10.5,?
63852,Holcomb,MO,1274,25.9,18.3,37.2,26.4,69.4,-11.5,-50,22624,22821,19751,21907,21003,20953,24605,21952,24381,0.2,0,1.1,?
63855,Hornersville,MO,1234,19.5,11.1,33.9,16.5,83,-22.4,-15,19866,17110,17672,16062,16600,22723,22793,18975.14,22515,0,0.1,0.5,?
63857,Kennett,MO,12821,26.2,11,38.1,27.7,67.2,1.7,9.1,22708,16990,20216,22317,21534,15345,6115,17889.29,21267,0.3,0.6,1,?
63862,Lilbourn,MO,1562,33.8,15.7,43.9,31.4,46.6,5.9,19.2,23921,21609,22461,23121,24125,12642,2425,18614.86,22131,0.2,0.3,0.3,?
63863,Malden,MO,6155,25.3,7.6,39.4,22.3,60.2,5.4,-4,22440,11258,20862,20203,22867,12977,18364,18424.43,21943,0,0,2.8,?
63867,Matthews,MO,1220,23.8,5.3,35.3,17.1,84.1,12.3,-14.8,21933,6201,18575,16579,16186,8856,22739,15867,18411,0.1,0.6,0.9,?
63868,Morehouse,MO,678,27.7,14,49.6,23.5,48.5,-20,-22.2,23065,20342,23486,20796,23999,22443,23738,22552.71,24519,0,0,0.1,?
63869,New Madrid,MO,3546,17.2,18.6,31.7,21.5,83.6,7.1,80.2,18373,22905,16033,19717,16381,11863,104,15053.71,17053,0.1,0,1.6,?
63870,Parma,MO,1081,33.7,27.4,50.9,27.5,58,100,33.3,23911,24314,23645,22265,23161,559,869,16960.57,20078,0,0.2,1,?
63873,Portageville,MO,4903,25.3,9.4,32.5,24.4,69.4,-2.1,-0.9,22441,14580,16623,21162,20999,17462,15880,18449.57,21974,0,0.2,0.8,?
63876,Senath,MO,2343,33.7,13.2,43.7,32.4,55.1,-18.2,-9.1,23912,19615,22404,23289,23492,22195,21196,22300.43,24472,0,0.1,0.6,?
63877,Steele,MO,3877,19.5,17.1,37.1,26.3,70.1,-19.6,-15.2,19867,22320,19695,21877,20815,22380,22817,21395.86,24167,0,0,14.4,?
63901,Poplar Bluff,MO,34642,17.5,12.6,35.9,21.4,74.4,3,8.9,18589,18950,18954,19665,19594,14490,6238,16640,19616,0,0,0.1,?
63932,Broseley,MO,1456,22.7,10.4,35.6,24,84.7,-6.2,-33.3,21495,16161,18773,20990,15969,19303,24362,19579,23020,0,0.5,1.3,?
63933,Campbell,MO,3773,25.4,10.1,37.5,30.6,67.9,60.5,27,22476,15704,19889,22976,21392,1202,1382,15003,16969,0,0.5,0.3,?
63935,Doniphan,MO,9734,22.3,10.8,39.7,24.1,66.9,1.8,22.6,21332,16723,21029,21036,21610,15285,1874,16984.14,20117,0,0,0.4,?
63937,Ellsinore,MO,3026,21.6,20,37.1,22.3,66.4,-3.3,-1.7,20993,23342,19698,20193,21725,18044,16519,20073.43,23413,0.1,0.7,0.6,?
63940,Fisk,MO,1269,22.7,12.5,27.6,13.6,87.9,15.6,20,21496,18866,12314,13087,14697,7287,2262,12858.43,13258,0,0,0.4,?
63941,Fremont,MO,242,6.2,22.7,45.2,0,75.2,-34.8,-10,5298,23853,22767,131,19340,23744,21548,16668.71,19658,2.5,0.8,0.1,?
63942,Gatewood,MO,751,18.7,17.3,36.9,17.9,78.9,-25,-20,19353,22416,19577,17252,18113,23005,23519,20462.14,23673,0.1,0.1,0.8,?
63944,Greenville,MO,1704,24.5,11.4,39.4,25.6,80.2,-24.1,-4.7,22171,17527,20879,21632,17653,22896,18902,20237.14,23533,0.2,0.3,0.5,?
63945,Harviell,MO,1358,24.2,6.8,45.7,20.5,72.7,96.2,41.7,22068,9537,22831,19114,20113,591,561,13545,14531,3.8,0.9,2.9,?
63952,Mill Spring,MO,531,14.5,7.7,43.4,17.1,69.4,6.2,83.3,16179,11410,22314,16597,20982,12435,97,14287.71,15785,2,0.5,1.6,?
63953,Naylor,MO,2072,23.6,8.9,22.1,16.3,76.1,16,-11.1,21868,13708,6335,15808,19062,7130,21818,15104.14,17134,1.3,1,1.4,?
63954,Neelyville,MO,1106,27.1,29.1,48,36.2,52.5,28.2,12,22933,24412,23281,23791,23709,3750,4573,18064.14,21510,4.6,2.8,3.5,?
63956,Patterson,MO,1250,21.4,11.9,44.9,5.9,81.7,-22.5,-35,20905,18164,22682,3872,17065,22733,24423,18549.14,22066,2.6,1.4,1.7,?
63957,Piedmont,MO,5787,27.5,11.5,44.1,27.8,63,-19.5,-22.5,23024,17673,22498,22349,22405,22370,23768,22012.43,24397,1.1,0.4,0.1,?
63960,Puxico,MO,3232,16.1,9.3,38.7,13.7,86,-16.2,1.8,17533,14370,20542,13263,15447,21906,12228,16469.86,19352,0.8,0.6,1.9,?
63961,Qulin,MO,1693,24.1,12.5,40.6,20.1,69.1,-7.6,-17.6,22039,18869,21391,18851,21068,19829,23222,20752.71,23855,7.2,0.2,2.5,?
63964,Silva,MO,756,27,6.2,33.9,5.3,51.6,50,-9.1,22912,8215,17645,3184,23774,1647,21118,14070.71,15429,1.2,0.1,2.2,?
63965,Van Buren,MO,3055,14.6,6.1,35.3,16.2,86.3,-11.1,-11.1,16266,7917,18580,15768,15335,20864,21874,16657.71,19642,0.5,0.1,2.6,?
63966,Wappapello,MO,2511,29.9,11.2,52.7,20.8,74.3,37.6,-5.4,23464,17261,23832,19301,19629,2497,19282,17895.14,21280,2.3,0.2,4.6,?
64001,Alma,MO,630,9.5,12,12.7,3.7,108.7,-12.8,-20.8,10270,18225,522,1497,7792,21230,23590,11875.14,11458,0,0.4,0.5,?
64011,Bates City,MO,3858,5.2,2.4,31.5,14.2,135.9,-1.9,-6.1,3874,1011,15784,13742,3293,17302,19731,10676.71,9470,0,0.6,7.3,?
64012,Belton,MO,27270,10.3,8.6,24.3,13.9,120.4,25.2,4.5,11384,13039,8739,13407,5357,4300,9550,9396.571,7391,0.4,0.5,0.8,?
64014,Blue Springs,MO,25553,5.5,3.3,16.4,7.4,140.7,31.3,12,4284,2142,1580,5543,2838,3220,4571,3454,434,0,0.6,1.8,?
64015,Blue Springs,MO,30949,6.7,5.3,27.3,12.4,123.8,-2.3,-1.5,6004,6042,11914,11778,4808,17529,16353,10632.57,9387,1.3,0.2,2.4,?
64016,Buckner,MO,4497,10.3,8.1,26.8,18.1,115.3,1.2,-1.7,11385,12126,11417,17368,6325,15622,16502,12963.57,13457,0.4,0.7,3,?
64017,Camden,MO,498,16.3,10.9,28.9,8.8,106.4,-29.2,12.5,17695,16830,13556,7403,8424,23348,4406,13094.57,13660,0.2,0.2,1.3,?
64018,Camden Point,MO,872,3.6,3.8,13.6,5.5,172,-32.3,-18.2,1982,2959,702,3323,1077,23580,23310,8133.286,5373,2.2,0,0.2,?
64019,Centerview,MO,2625,10.6,6.6,36.4,8.4,120.8,48.9,31.2,11777,9003,19218,6921,5304,1695,1052,7852.857,5012,11.3,2.1,4.2,?
64020,Concordia,MO,3374,8.1,10.5,21.9,9.9,116.8,-1.6,-3.4,8186,16221,6164,8708,6008,17156,17926,11481.29,10820,5,3.9,3.8,?
64021,Corder,MO,663,12.9,13,31.9,12.1,104.8,5.6,-8.3,14521,19334,16169,11438,8891,12816,20842,14858.71,16739,5.3,4.2,4,?
64024,Excelsior Springs,MO,17218,15.9,9.2,26.4,13.7,108,1.7,4,17369,14203,11019,13205,7985,15308,10056,12735,13060,3.4,3.1,2.1,?
64029,Grain Valley,MO,17560,6.1,4.2,17.8,9.6,140.3,-1.1,10.6,5139,3774,2372,8308,2875,16908,5254,6375.714,2927,13.5,1.1,3.7,?
64030,Grandview,MO,24970,12.7,11.3,24.8,18.3,85.8,9.2,8.7,14293,17331,9309,17513,15527,10549,6348,12981.43,13488,3.9,3.6,2.5,?
64034,Greenwood,MO,7927,2.8,3.6,18,5.5,167.9,2,8,1254,2571,2510,3346,1204,15114,6828,4689.571,1191,0,0.3,2.3,?
64036,Henrietta,MO,330,14,21.1,40.3,25.3,55.8,-25.3,-54.5,15677,23606,21288,21509,23425,23043,24625,21881.86,24365,0.2,0.2,0.8,?
64037,Higginsville,MO,6079,14.1,14.5,28.1,14.3,104.2,6.8,6.9,15805,20735,12794,13834,9066,12038,7641,13130.43,13737,0.1,0.1,1,?
64040,Holden,MO,6452,12.6,7.4,30,13.4,98.4,10.9,0,14158,10805,14509,12905,10840,9603,14200,12431.43,12502,0.8,0.2,0.8,?
64048,Holt,MO,3874,5.3,7.3,29.1,2.3,164.1,-14.5,-23.3,4011,10485,13714,606,1354,21570,23822,10794.57,9651,3.7,2.6,7.4,?
64050,Independence,MO,22264,19.2,13.2,35.4,23.6,68.8,-15.3,10.3,19672,19583,18676,20817,21158,21742,5420,18152.57,21611,3.1,2.6,3.5,?
64052,Independence,MO,20353,13,10.7,30.3,22.5,77.2,-3.8,11.3,14620,16541,14801,20284,18771,18278,4897,15456,17758,3,0.2,1,?
64053,Independence,MO,5073,29.8,21.9,38.5,37.2,62.3,-33.4,-10.6,23435,23751,20467,23888,22541,23665,21704,22778.71,24558,0.5,0,1.3,?
64054,Independence,MO,3664,12,10.6,29.9,23.7,69,-50.3,-18.1,13484,16384,14443,20850,21104,24292,23262,19117,22634,1.6,0.5,3,?
64055,Independence,MO,33367,9.2,7,25.5,8.4,101.9,0,4,9835,9889,10046,6871,9731,16267,10065,10386.29,8965,0.5,0,0,?
64056,Independence,MO,17344,11.2,6.4,30.5,24.6,104.1,-12.9,2.9,12523,8601,14948,21226,9104,21253,11150,14115,15501,1.2,0,1.9,?
64057,Independence,MO,14745,6.8,4.6,26.1,11.2,115.3,10.5,0.9,6160,4560,10663,10327,6322,9807,13012,8693,6223,0,0.1,0.2,?
64058,Independence,MO,7164,8.2,8,22.6,11.1,129.2,-12.3,-8.3,8334,11915,6850,10198,4082,21125,20880,11912,11528,0,0,1.5,?
64060,Kearney,MO,13700,4.3,6.2,17.2,3.2,168,33,6.9,2739,8018,2001,1107,1201,3025,7598,3669.857,529,0.3,0.2,1.8,?
64061,Kingsville,MO,3133,8.9,3.6,24.6,11.4,144.7,-4.1,-4.7,9388,2671,9004,10538,2504,18392,18886,10197.57,8642,0.1,0.1,2.8,?
64062,Lawson,MO,5847,9.4,2.6,26.7,11,124.1,-13.1,-1.1,10124,1244,11258,10103,4762,21297,16057,10692.14,9491,0.6,0.4,2.8,?
64063,Lees Summit,MO,20371,5.7,7.3,18.8,11.5,132.6,2.7,-0.7,4568,10492,3127,10620,3660,14657,15699,8974.714,6674,0,0.2,0.4,?
64064,Lees Summit,MO,16540,1.9,7.5,21.2,5.7,172.8,34.1,12.2,607,10897,5396,3597,1048,2855,4482,4126,757,0.6,0.2,1.6,?
64067,Lexington,MO,5338,15,5.2,30.9,11.3,88.7,0.8,-2.9,16630,5915,15290,10466,14376,15873,17501,13721.57,14841,0.3,0,0.6,?
64068,Liberty,MO,37595,7.2,6.1,24.3,8.4,135.8,6.4,10.1,6782,7819,8708,6865,3300,12250,5491,7316.429,4199,0,0.3,0.8,?
64070,Lone Jack,MO,3429,5.7,4.4,22,5.3,152.7,41.1,8.2,4569,4129,6204,3141,1956,2193,6652,4120.571,750,40.7,2,29.7,?
64074,Napoleon,MO,714,7.4,4.1,22.1,6.6,113.5,59.5,18.2,7094,3593,6287,4635,6683,1231,2621,4592,1109,30.6,1.2,24.9,?
64075,Oak Grove,MO,12088,8,6.2,24.3,6,119,5.7,-2,8023,8072,8709,3951,5592,12731,16718,9113.714,6913,13.2,3.7,24.1,?
64076,Odessa,MO,8872,8.8,10.8,27.8,9.6,110.7,-0.1,5.8,9237,16642,12506,8381,7321,16447,8523,11293.86,10481,61.5,1.3,4.7,?
64077,Orrick,MO,1627,8.4,12,25.5,6.5,121.8,15,4.5,8627,18217,10085,4535,5158,7549,9561,9104.571,6892,0.9,0.7,49.4,?
64078,Peculiar,MO,10040,6.6,3.7,24.4,8.2,147.5,28.8,-4.3,5861,2826,8792,6607,2299,3626,18576,6941,3641,7.6,1.7,19.9,?
64079,Platte City,MO,13444,4,5.5,21.1,6.3,169.8,12.2,11.2,2410,6487,5233,4277,1145,8876,4918,4763.714,1241,18.6,0.1,4.4,?
64080,Pleasant Hill,MO,12474,7.2,3.8,24.7,10,126.9,11.3,1.7,6783,3019,9120,8860,4370,9363,12263,7682.571,4738,9.9,0.9,4.8,?
64081,Lees Summit,MO,24256,2.8,4.2,20,5.5,162.8,3.4,9.9,1255,3725,4120,3364,1413,14193,5662,4818.857,1276,39.6,0.3,6.8,?
64082,Lees Summit,MO,15437,4.8,2.1,12.7,3.8,217.2,35.9,18.3,3364,726,503,1581,296,2633,2598,1671.571,49,3.3,2.7,4.6,?
64083,Raymore,MO,21433,4,2.7,18.5,5.9,153.4,16.8,18.4,2411,1296,2845,3776,1917,6776,2590,3087.286,311,2.7,2.5,5.7,?
64084,Rayville,MO,1389,8.7,8,34.3,8.7,130,24.2,-15.4,9085,11917,17914,7278,3975,4540,22831,11077.14,10123,2,1.7,5.4,?
64085,Richmond,MO,8563,10.2,13.6,38.4,23.7,96.1,2.4,-3.3,11235,19950,20394,20869,11713,14876,17825,16694.57,19695,1.3,1.4,5.3,?
64086,Lees Summit,MO,21751,3.3,4.8,15.5,5.3,156.3,18.2,7.2,1715,4934,1253,3095,1754,6214,7370,3762.143,574,0.5,0.4,1.1,?
64089,Smithville,MO,12134,5.3,4.6,20.1,4.4,159,13.3,-4.5,4012,4523,4223,2176,1604,8299,18735,6224.571,2719,0.5,2,1.3,?
64093,Warrensburg,MO,27839,7.5,7.6,28.8,20.8,94,4.3,-24.7,7249,11145,13424,19246,12450,13679,23885,14439.71,16050,0.5,0.6,2.1,?
64096,Waverly,MO,1049,16.8,20.6,22.5,15,74.8,0,-3.6,18084,23500,6771,14574,19462,16374,18063,16689.71,19687,1.7,3.2,0.8,?
64097,Wellington,MO,1340,9,14,29.1,10.7,99.6,-6.6,-3.4,9530,20285,13756,9741,10465,19443,17941,14451.57,16069,2,5.1,3.3,?
64098,Weston,MO,2811,4.8,7.4,25.7,4.1,152.4,-9.3,-3.9,3365,10686,10264,1913,1969,20333,18331,9551.571,7605,0.6,3.5,1.6,?
64105,Kansas City,MO,4123,3.8,13,17.3,16.4,98.6,0.1,33.9,2188,19299,2078,15899,10777,16178,831,9607.143,7683,2.9,4.6,5.9,?
64106,Kansas City,MO,8498,22.7,12.1,45.2,49.6,53.3,14,14.3,21497,18422,22751,24501,23665,8004,3691,17504.43,20786,2.8,4.6,2.3,?
64108,Kansas City,MO,7410,16.2,14.9,26.1,27.4,83.3,8.8,8.5,17602,21036,10734,22217,16500,10782,6462,15047.57,17043,4.1,5.1,5.7,?
64109,Kansas City,MO,8875,15.9,31.6,37.4,32.5,47.9,-27.1,65.7,17370,24496,19862,23304,24038,23183,203,18922.29,22460,3.5,2.7,4.3,?
64110,Kansas City,MO,15737,8.7,20.5,25.2,25.7,79.9,-5.5,44.5,9086,23471,9781,21651,17761,19014,481,14463.57,16089,2.7,4.1,3.6,?
64111,Kansas City,MO,17462,8,15.5,19.9,22.5,84,7.6,5.6,8024,21428,4086,20270,16238,11547,8674,12895.29,13328,3.5,0.4,4.7,?
64112,Kansas City,MO,8631,1.5,12.3,18,12.8,135.3,-1.8,-6.4,426,18550,2545,12171,3355,17241,19905,10599,9333,1.3,0.6,3.2,?
64113,Kansas City,MO,12251,1.5,4.3,18.4,3,261.5,1.3,10.4,427,3890,2791,969,94,15550,5363,4154.857,773,2.1,1.9,1.9,?
64114,Kansas City,MO,25076,4.3,7,16.9,8.9,115.8,8.4,0.8,2740,9824,1853,7441,6214,11003,13123,7456.857,4416,2,1,1.4,?
64116,Kansas City,MO,14573,9.5,12.8,20.6,11.2,88.8,13,-0.8,10271,19102,4770,10286,14346,8494,15747,11859.43,11429,1.3,2.9,2,?
64118,Kansas City,MO,41198,9.8,6.3,23.7,12.8,105.7,7.5,7.1,10724,8344,8043,12202,8630,11581,7478,9571.714,7634,2.7,5.6,1.8,?
64119,Kansas City,MO,26997,9,7.7,20.8,8,129.5,46.3,0.9,9531,11340,4937,6332,4044,1857,12977,7288.286,4151,1.6,1.2,3.5,?
64120,Kansas City,MO,256,20.1,29,42.3,11.7,64.2,1.4,2.2,20207,24406,22007,10956,22171,15541,11790,18154,21617,0.6,0,0.3,?
64123,Kansas City,MO,8747,29.5,25.5,35.8,33.1,64.4,28.2,98.6,23389,24175,18927,23416,22149,3748,70,16553.43,19483,0,0.1,1.1,?
64124,Kansas City,MO,9321,42,30,39.5,33.1,50.3,0.7,51,24374,24447,20953,23421,23892,15953,334,19053.43,22578,0,1.7,3.5,?
64125,Kansas City,MO,1570,41,32.4,52.3,52.5,36,18.4,10,24342,24511,23805,24547,24509,6182,5549,19063.57,22587,1.9,0.3,2.1,?
64126,Kansas City,MO,6289,39.2,22.8,36,44,46.1,12.3,22.3,24280,23879,19029,24343,24156,8873,1889,18064.14,21509,0,0,0.1,?
64127,Kansas City,MO,14793,30.4,29.3,43.7,41.7,43.4,2.1,30.8,23542,24420,22419,24239,24289,15106,1101,19302.29,22780,1.1,0,0.1,?
64129,Kansas City,MO,9137,21.7,13.6,32.4,30.2,68.7,9.4,-9.1,21035,19992,16567,22891,21192,10451,21154,19040.29,22564,0.4,0.4,1.9,?
64130,Kansas City,MO,20590,21,26.6,38.8,33.1,57.3,20.4,103.2,20683,24262,20615,23419,23245,5565,38,16832.43,19901,0.1,0,0.5,?
64131,Kansas City,MO,22663,9.3,12,26.8,17.4,86.9,-21.9,20,9980,18222,11447,16789,15077,22667,2316,13785.43,14960,3.2,0,1.1,?
64132,Kansas City,MO,14216,17.5,20.5,40.4,38.3,55.8,21.6,46.8,18590,23476,21334,23974,23431,5236,443,16640.57,19618,0.8,0.1,0.9,?
64133,Kansas City,MO,34712,9.1,8.6,24.3,14.2,97.5,8.6,1,9670,13024,8738,13699,11166,10884,12929,11444.29,10751,0.3,1.1,3.5,?
64134,Kansas City,MO,22789,10.5,13.4,32.1,24,84,9.7,32,11660,19751,16336,20982,16239,10271,1022,13751.57,14897,0,0.4,2.2,?
64136,Kansas City,MO,2498,5.9,5.2,52.4,19.9,84.7,-22.5,4.5,4853,5809,23807,18705,15961,22732,9633,14500,16147,22.5,3.3,7.8,?
64137,Kansas City,MO,12073,11.6,8.9,28.8,19,97,-18.4,-6.3,13010,13622,13434,18046,11371,22214,19883,15940,18529,0,0.2,0.1,?
64138,Kansas City,MO,25793,9,9,24.9,17.9,93.5,-9.3,10.5,9532,13786,9395,17213,12626,20345,5322,12602.71,12819,4.4,3.3,3.6,?
64145,Kansas City,MO,5046,4.9,6.4,36.3,7.1,117.7,3.3,2.9,3487,8500,19152,5265,5825,14267,11117,9659,7759,2.6,3.4,3.6,?
64146,Kansas City,MO,1261,16.5,14.4,19.7,10.2,113.5,10.4,17.6,17855,20658,3919,9069,6695,9856,2784,10119.43,8515,0.1,1.9,0.1,?
64150,Riverside,MO,3192,11.5,11.4,32.7,19.5,68.6,8.6,0,12906,17461,16787,18401,21201,10919,14272,15992.43,18626,0,0,0.1,?
64151,Kansas City,MO,25739,4.3,4.7,20.6,11,133.7,14.4,18,2741,4741,4705,10048,3534,7777,2705,5178.714,1595,0,0.1,2.2,?
64152,Kansas City,MO,27454,3.7,3.5,19,5.9,160.9,-11.6,1.6,2074,2421,3254,3784,1514,20958,12432,6633.857,3250,0.2,0,0.3,?
64153,Kansas City,MO,4912,4.2,7.8,15.7,3.3,126.8,-1.5,4.1,2625,11485,1321,1184,4377,17103,9976,6867.286,3541,0,0.2,0.7,?
64154,Kansas City,MO,9866,7,5.7,16.3,6.5,129.8,1.2,15.9,6470,6961,1551,4460,4002,15617,3215,6039.429,2490,1,0,0.2,?
64155,Kansas City,MO,22621,5.2,3.7,18.6,5.8,156.4,21.1,11.1,3875,2790,2930,3684,1749,5346,4972,3620.857,509,0.3,0.2,2.3,?
64156,Kansas City,MO,6509,5,10.5,18.1,6.9,190.7,17.9,-2.7,3621,16201,2612,4958,649,6315,17307,7380.429,4296,1.6,0,2.7,?
64157,Kansas City,MO,18548,2.4,1.7,13,1.5,214.2,30,40,942,432,574,298,329,3399,598,938.8571,7,0,1.1,0.5,?
64158,Kansas City,MO,5310,6.9,3.3,19.4,10.3,138.1,27.9,35.3,6334,2160,3597,9201,3067,3780,784,4131.857,761,0,0.1,0.1,?
64161,Kansas City,MO,325,20.6,8.6,6.5,6.2,137.1,22.6,11.5,20492,13138,64,4107,3174,4965,4782,7246,4082,0,0.1,1.6,?
64401,Agency,MO,1723,7.4,7.7,25.2,11.7,140.1,12.7,-11.1,7095,11313,9720,10903,2894,8611,21823,10337,8870,0.5,0.1,1.4,?
64402,Albany,MO,2674,14.4,11.9,32.7,17,83.9,14.2,-12.5,16099,18122,16790,16493,16268,7898,22196,16266.57,19068,0,0.1,0.6,?
64422,Amity,MO,222,4.9,22.1,21,23.5,76.7,8.3,20,3488,23768,5186,20751,18915,11106,2282,12213.71,12089,13.8,0.5,13.9,?
64423,Barnard,MO,854,5.2,6.2,13.4,8.9,103.8,16.7,10,3876,8031,668,7432,9173,6838,5553,5938.714,2370,9.3,0.9,5.7,?
64424,Bethany,MO,4494,19.3,12,26.9,18.1,89.3,-3.3,-10.8,19741,18281,11556,17370,14181,18029,21747,17272.14,20515,17.7,0.4,11.2,?
64426,Blythedale,MO,305,11.3,16.1,43,16.7,73.7,23.5,-42.9,12654,21823,22217,16243,19817,4739,24561,17436.29,20698,7.2,0.9,5.6,?
64428,Burlington Junction,MO,769,15.3,20.2,20,20.7,86.1,-4.8,-14.3,16876,23395,4189,19172,15416,18708,22622,17196.86,20402,28.3,0.3,24.7,?
64429,Cameron,MO,13229,14.2,10.1,52.9,16.4,94.1,-7.3,-2.8,15910,15658,23851,15993,12411,19717,17434,17282,20532,2.4,0.3,5,?
64430,Clarksdale,MO,647,7.9,6.3,22,6.1,110.2,54.5,-10,7872,8310,6226,4051,7425,1411,21447,8106,5337,8.2,0.9,5.9,?
64431,Clearmont,MO,364,8.4,13,17.9,14.3,91.7,11.1,20,8628,19312,2494,13792,13267,9494,2276,9894.714,8170,3.6,2.2,0.7,?
64434,Conception Junction,MO,487,4.6,9,17.8,9.2,105.9,-28.9,-22.2,3116,13745,2403,7800,8557,23322,23745,11812.57,11348,9.8,0.3,3.9,?
64436,Cosby,MO,746,9.5,8.1,27.1,3.5,189.9,-38.3,50,10272,12122,11745,1393,660,23911,420,8646.143,6145,26.9,0.2,11.1,?
64439,Dearborn,MO,1701,4.7,11,38.3,7,151.6,10.4,-2.9,3254,16880,20324,5156,2015,9840,17468,10705.29,9514,4.3,1.9,4.2,?
64440,De Kalb,MO,676,14.6,6.6,29.3,3.7,136.6,-27.3,20,16267,9043,13905,1564,3227,23195,2319,9931.429,8231,8.9,0,2.2,?
64442,Eagleville,MO,783,16.9,13.6,25.4,9.4,78.4,17.3,-16.7,18172,19972,9976,8098,18280,6602,23025,14875,16770,1.3,0,23.9,?
64446,Fairfax,MO,1001,10.2,15.7,22.6,15.3,85.5,1.1,-5.3,11236,21567,6887,14893,15639,15706,19247,15025,17002,0.2,0,3.2,?
64448,Faucett,MO,920,9.6,12.3,27.7,8.3,141.5,21.4,-5.3,10423,18576,12417,6771,2760,5268,19218,10776.14,9627,1.4,0.2,3.1,?
64451,Forest City,MO,463,13.2,16.4,14.8,10.2,77.8,13.8,12.5,14849,21982,1027,9049,18506,8093,4356,11123.14,10198,10.5,0.9,4.9,?
