"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz"
"Z24292","Whitetop","VA",464,27.3,"16.4",25.7,15.9,56.1,0,-33.3
"Z24293","Wise","VA",9768,19.8," 5.7",40.6,14.1,68,5.8,-11.5
"Z24301","Pulaski","VA",13432,19.2,"15.9",36.2,17.5,62.7,-15.7,-3.7
"Z24311","Atkins","VA",2019,18.6,"13.4",32.8,17.1,47.2,13,-7.90000000000001
"Z24312","Austinville","VA",2143,12.4," 9.8",47.3,16.9,52.4,18.8,-5.90000000000001
"Z24313","Barren Springs","VA",896,22.7," 4.9",32.1,41,38.6,-2.59999999999999,-16.7
"Z24314","Bastian","VA",1640,8.09999999999999," 1.5",34.8,3,88.9,28.8,13.6
"Z24317","Cana","VA",4208,29.3,"13.1",32.2,19.7,47.1,-27.6,2.59999999999999
"Z24319","Chilhowie","VA",7474,15.9,"14.3",27.7,17.7,66.8,9.8,-5.8
"Z24323","Crockett","VA",668,14.2," 9.7",36.2,6.6,51.8,30,0
"Z24324","Draper","VA",1979,14.5," 8.2",24.2,6.2,85.6,56.6,14.3
"Z24325","Dugspur","VA",873,25.5,"18.5",52.3,22.3,56.6,-39.6,0
"Z24328","Fancy Gap","VA",1458,14.4,"14.3",26.1,6.9,70.4,3.2,5.59999999999999
"Z24330","Fries","VA",3333,26.3,"15.0",44.2,24,40.3,-39.6,-26.9
"Z24333","Galax","VA",17759,23.2,"13.7",36.3,22.4,48.2,12.1,-4.59999999999999
"Z24340","Glade Spring","VA",5506,14.8,"12.5",26.1,13.1,63.4,19.1,1.3
"Z24343","Hillsville","VA",9021,18.4,"14.4",27.6,17.1,51.8,-6.7,1
"Z24348","Independence","VA",3806,19.2,"14.0",34.8,24.6,48.2,12,-16.1
"Z24350","Ivanhoe","VA",1064,26.7,"29.0",20.1,19.2,54.9,108.3,-14.3
"Z24352","Laurel Fork","VA",954,36.6,"11.3",22.3,16.5,62.1,-27.4,-18.2
"Z24354","Marion","VA",15107,17.5,"12.0",35.9,18.7,57.7,4.90000000000001,-5.09999999999999
"Z24360","Max Meadows","VA",6099,16.7,"12.9",26.7,9.4,72,-1.59999999999999,-18.2
"Z24361","Meadowview","VA",5267,20.1," 8.0",29.8,16.4,59.5,0,-7.09999999999999
"Z24363","Mouth Of Wilson","VA",1521,16.3,"11.9",51.4,21.5,45,-4.7,37.5
"Z24366","Rocky Gap","VA",537,6,"21.4",33.6,14.3,70.3,-23.2,-5.59999999999999
"Z24368","Rural Retreat","VA",5306,17.1," 9.6",31.1,11.3,73.9,1.3,-5
"Z24370","Saltville","VA",6104,19.5,"15.6",40.8,24.9,44,-13.4,-10.1
"Z24374","Speedwell","VA",893,21.8,"27.5",36.7,18.5,64.2,53.8,20
"Z24375","Sugar Grove","VA",1256,28.3,"19.7",31.2,15.9,61.7,-48.8,-8.3
"Z24380","Willis","VA",2607,21.4,"10.4",25.6,16.3,65,-2.3,-14.3
"Z24381","Woodlawn","VA",4243,13.8,"10.7",19.2,8.7,70.4,52.8,38.7
"Z24382","Wytheville","VA",13937,19.9,"12.5",34.9,17.9,58.3,5.8,0.599999999999994
"Z24401","Staunton","VA",35427,12.9," 9.6",28.6,14.4,67.1,21.5,2
"Z24413","Blue Grass","VA",131,36.5," 5.2",15.3,17.9,65,-25,-25
"Z24416","Buena Vista","VA",8391,18.9," 6.6",35.5,25.1,46.6,18.2,-9
"Z24421","Churchville","VA",3777,13.7," 2.2",19.2,7.6,90.3,9.40000000000001,0
"Z24422","Clifton Forge","VA",6390,17.1," 9.3",37.6,24.3,60,6.2,1
"Z24426","Covington","VA",14176,14.9,"10.3",33.3,17.5,65.7,8.59999999999999,-1.5
"Z24430","Craigsville","VA",4041,27.9,"18.7",84.8,22.8,48.4,-10.8,-20
"Z24431","Crimora","VA",2148,17.7," 7.9",22.4,16.2,81.3,6.8,-4.2
"Z24437","Fort Defiance","VA",1211,9.5," 8.6",32.9,13.2,108.1,-48.9,-16.7
"Z24439","Goshen","VA",1176,22.9,"11.3",47.6,24.6,43.6,-6.7,26.7
"Z24441","Grottoes","VA",6833,20.3," 8.2",27.8,16.9,72.2,22.5,5.40000000000001
"Z24442","Head Waters","VA",147,18.5,"16.0",33.3,34,58.5,-42.9,0
"Z24445","Hot Springs","VA",2270,24,"14.9",14.1,9.7,66.1,35.5,-7.09999999999999
"Z24450","Lexington","VA",16541,13.7,"10.3",29.9,16.7,71.5,2.09999999999999,-5
"Z24458","Mc Dowell","VA",432,17," 0.0",24,3.5,61.9,-11.1,0
"Z24459","Middlebrook","VA",637,3.09999999999999," 5.9",19,24,81.6,40,-8.3
"Z24464","Montebello","VA",187,31," 0.0",14,6.4,68.2,-23.1,-16.7
"Z24465","Monterey","VA",1340,14.3," 6.0",24.7,14,75.3,6.59999999999999,15.3
"Z24471","Port Republic","VA",1166,15.7," 8.0",19.1,6.1,83.5,-10.5,14.3
"Z24472","Raphine","VA",2146,9.59999999999999,"20.3",42.4,19.7,80.3,65.3,0
"Z24474","Selma","VA",363,27.8," 0.0",34.4,10.7,69.8,26.2,14.3
"Z24477","Stuarts Draft","VA",10372,8.59999999999999," 9.0",21.3,11.9,80,-9.8,4
"Z24479","Swoope","VA",1224,1.7,"14.0",23.3,3,91.8,-69.8,-11.1
"Z24482","Verona","VA",4436,16.4," 8.9",32.8,12,74.3,-7.40000000000001,0.599999999999994
"Z24483","Vesuvius","VA",761,14.4," 0.0",13.6,3.5,78.7,13.6,-15.4
"Z24484","Warm Springs","VA",1146,3.2," 1.1",11.7,4.1,56.6,-42.8,-16.7
"Z24486","Weyers Cave","VA",4002,13.1," 1.8",18.4,9.6,92.1,5.90000000000001,8.5
"Z24501","Lynchburg","VA",26074,17.8,"12.8",29.6,29.6,47.1,2.7,2
"Z24502","Lynchburg","VA",46545,9.90000000000001," 6.7",21.9,22,70.8,4,6.90000000000001
"Z24504","Lynchburg","VA",10222,18.1,"16.0",38.5,23.3,48.3,38.1,-0.900000000000006
"Z24517","Altavista","VA",5581,18,"13.9",33.9,22.8,56.1,-0.0999999999999943,-1.5
"Z24521","Amherst","VA",10779,18.4," 7.8",34,15.6,74.2,-1,-6
"Z24522","Appomattox","VA",9558,14.8," 9.7",32.7,16.1,73.4,-1.5,2.7
"Z24523","Bedford","VA",19281,16.6," 8.0",28.4,13.9,71.1,-6.5,-1.8
"Z24527","Blairs","VA",3059,18.6,"14.5",14.7,11.1,82,2.3,-23.1
"Z24528","Brookneal","VA",3072,20.6,"17.7",34.5,15.1,55.4,3.5,-9.90000000000001
"Z24529","Buffalo Junction","VA",1613,27.1," 8.1",39.5,28.8,49.3,-41.6,-4.5
"Z24531","Chatham","VA",8719,18.1,"19.9",36.2,13.1,63.5,1.7,-3.40000000000001
"Z24534","Clover","VA",1447,25.1,"25.4",39.6,19.1,41.5,-14.3,-27.8
"Z24538","Concord","VA",4536,22.9,"14.8",28.6,10,87.6,15.3,9.7
"Z24540","Danville","VA",31267,19.5,"14.4",30.7,19.2,61.1,-1.8,-2.3
"Z24541","Danville","VA",28101,19.3,"15.5",36.4,23.4,50.9,1.90000000000001,-6.59999999999999
"Z24549","Dry Fork","VA",4421,13," 8.5",27.6,13.1,69.4,3.09999999999999,-2.59999999999999
"Z24550","Evington","VA",8208,14.2," 9.7",25.5,11.7,80.3,-1.59999999999999,-9.2
"Z24551","Forest","VA",22966,4.59999999999999," 3.3",19.8,5.9,111.3,-2.2,7
"Z24553","Gladstone","VA",2138,24.5," 8.6",30.7,14.6,49.5,-59.6,-4.5
"Z24555","Glasgow","VA",2489,17.9," 4.8",30.3,10,73.1,-2.8,8
"Z24556","Goode","VA",3543,8.59999999999999,"12.2",22.1,8.6,96.6,12.9,-5
"Z24557","Gretna","VA",7214,25.1,"13.0",29.2,15.7,52.1,11,4
"Z24558","Halifax","VA",7128,16.9,"10.2",33.4,13.6,68.1,3.59999999999999,-7.09999999999999
"Z24562","Howardsville","VA",385,12.2,"25.3",30.3,5.2,76.5,46.2,57.1
"Z24563","Hurt","VA",5645,23.2," 8.2",33,14.4,60.9,-16.5,-4.3
"Z24565","Java","VA",1190,30.3,"28.5",38.3,19.8,60.6,-3.8,-30
"Z24566","Keeling","VA",1263,23.3,"10.5",28.8,22.8,60.9,60.9,0
"Z24569","Long Island","VA",949,35,"16.5",26.9,19.4,47.6,30.9,-11.1
"Z24571","Lynch Station","VA",1889,21," 7.3",33.5,14.3,68.9,43.8,0
"Z24572","Madison Heights","VA",15461,16.9," 7.8",24.8,13.3,66,-1.2,-1.7
"Z24574","Monroe","VA",4475,13.2," 6.0",26,11.8,88.8,-5.7,-7.7
"Z24577","Nathalie","VA",5020,26.6,"19.8",28.2,23.9,47.3,-29.1,-16.2
"Z24578","Natural Bridge","VA",916,18.5," 7.2",26.5,7.1,68.6,-2.2,-2.90000000000001
"Z24579","Natural Bridge Station","VA",1613,26.1," 2.3",25.5,13.4,73.4,45.2,-8.7
"Z24586","Ringgold","VA",5845,21.9,"15.0",31.8,20.4,64.2,18.9,11.8
"Z24588","Rustburg","VA",8575,15.9,"16.5",27.4,12.7,73.6,12.4,4.8
"Z24589","Scottsburg","VA",1958,20.5,"15.6",27,6.5,58.7,54.9,9.09999999999999
"Z24590","Scottsville","VA",8346,19.4," 7.6",27,15.1,77.7,24.7,-0.799999999999997
"Z24592","South Boston","VA",14516,19.2,"14.5",34.4,23.1,52.3,-7.09999999999999,-7.2
"Z24593","Spout Spring","VA",2044,21.4,"29.7",25,23.6,85.1,3.40000000000001,0
"Z24594","Sutherlin","VA",1494,17.5,"19.5",41.7,40.5,46.7,28.9,16.7
"Z24597","Vernon Hill","VA",1187,17.3," 6.4",35.7,10.3,54.3,81,120
"Z24598","Virgilina","VA",1726,9.7,"12.8",39.4,19.8,53.9,13.9,-15.4
"Z24603","Big Rock","VA",959,43.2," 9.6",67.7,25.9,33.5,-32.1,-5
"Z24605","Bluefield","VA",9315,16.7,"10.2",28.5,13.2,64.8,-9.8,-6.40000000000001
"Z24607","Breaks","VA",465,38.5," 5.3",54.9,41.5,33.8,-67.9,-63.6
"Z24609","Cedar Bluff","VA",7283,16.5,"10.2",41,15,53.9,-12.3,-3.40000000000001
"Z24614","Grundy","VA",7971,22.7,"17.8",50.1,24.2,53.9,-12.2,-12.2
"Z24620","Hurley","VA",2992,34.9,"14.4",65.7,52.3,26.6,-21.8,0
"Z24622","Jewell Ridge","VA",742,39.5,"14.3",59.5,18.5,39.5,-15.4,25
"Z24630","North Tazewell","VA",6822,21.1," 6.9",45.6,21.5,55.4,-8.3,-6.5
"Z24631","Oakwood","VA",2318,29.2,"30.0",70.4,14,42.9,-0.299999999999997,2
"Z24637","Pounding Mill","VA",3799,17.2," 9.4",36.9,11.1,74.8,8.90000000000001,1.2
"Z24639","Raven","VA",3301,42.2,"17.5",49.4,25.9,41.3,171.2,6.09999999999999
"Z24641","Richlands","VA",5899,23.7,"14.4",41.4,20.9,51,2.5,-12.6
"Z24646","Rowe","VA",644,37.1,"17.0",36.2,2.3,74.3,-14.3,50
"Z24651","Tazewell","VA",5986,16.6,"12.0",37.7,15.3,61.7,-2.40000000000001,-1.59999999999999
"Z24656","Vansant","VA",3112,27.9,"15.6",46.4,19.8,56.1,-21.5,-2.59999999999999
"Z24701","Bluefield","WV",20891,19.5,"15.8",43.8,25.3,77.7,-19.3,-8.7
"Z24712","Athens","WV",2007,11,"16.1",32.4,21.6,99,0.799999999999997,-9.09999999999999
"Z24715","Bramwell","WV",366,19.6,"33.7",62.7,26.8,65.9,7.90000000000001,-22.2
"Z24731","Kegley","WV",302,13.9,"27.1",10,19.9,106.4,-25,-20
"Z24733","Lashmeet","WV",870,14.3,"11.8",43.9,41,51.5,-43.5,-28.6
"Z24740","Princeton","WV",30588,15.1," 8.6",36.3,18.6,93.8,-2,-12.8
"Z24801","Welch","WV",4849,23,"15.2",70.8,32.2,70,-0.700000000000003,-1
"Z24817","Bradshaw","WV",771,47.6,"18.6",73.4,43.8,44.3,7.5,12.5
"Z24818","Brenton","WV",1045,31.1,"22.4",73.2,57.7,39.8,158.3,-11.1
"Z24827","Cyclone","WV",1717,32.6," 7.7",49.1,11.4,116.6,-80.6,-44.4
"Z24828","Davy","WV",815,53.4,"24.1",71.5,34.3,47.2,-18.8,-33.3
"Z24836","Gary","WV",549,13,"39.3",54.8,14.7,76.9,51.6,-14.3
"Z24839","Hanover","WV",1497,32," 5.3",72,27.9,72,-6.5,50
"Z24844","Iaeger","WV",2029,40.4,"15.1",63,26.9,63.3,-36.6,-26.3
"Z24845","Ikes Fork","WV",295,42.3,"28.6",59.1,34.2,93.5,7.7,0
"Z24849","Jesse","WV",356,8.09999999999999,"19.6",57.4,0,107.1,-37.2,-16.7
"Z24868","Northfork","WV",1156,31.8,"35.8",59.3,27.3,89.5,-51.6,-4.5
"Z24870","Oceana","WV",2590,16.6,"14.4",56.7,21,74.2,-28.3,-5.3
"Z24874","Pineville","WV",2846,27.5,"15.6",52.2,16.7,85.1,-16.3,-18.5
"Z24892","War","WV",1435,33.6,"27.8",72,47.6,52.5,-79.4,-19.2
"Z24901","Lewisburg","WV",8979,8.5," 7.5",32,16.1,109.2,-21.5,-3.3
"Z24910","Alderson","WV",5608,15.6,"14.0",56.3,17.4,80.9,-6.09999999999999,8.5
"Z24916","Asbury","WV",717,28," 4.1",38.6,19,116.1,-23.5,-22.2
"Z24918","Ballard","WV",1728,26.2,"22.4",43.2,6.4,102.6,-4.8,0
"Z24925","Caldwell","WV",637,22.1,"11.7",34.3,8.3,124,-9,-8
"Z24931","Crawley","WV",1347,19.3,"10.4",45.1,31,97.7,26.9,0
"Z24934","Dunmore","WV",394,14.6,"10.1",35.1,15.2,76.5,-29.4,-42.9
"Z24938","Frankford","WV",1652,18.4," 6.8",21.1,4.8,118.1,-58.4,-21.7
"Z24941","Gap Mills","WV",1365,18.4,"13.3",39.7,25.4,93.3,11.1,13.3
"Z24944","Green Bank","WV",525,4.59999999999999," 3.7",23,26.3,121.5,1.90000000000001,25
"Z24945","Greenville","WV",403,17.6," 6.7",35.4,5,106.8,28.6,50
"Z24946","Hillsboro","WV",1642,15.9,"13.2",51.1,8.8,92.8,2.90000000000001,-27.3
"Z24951","Lindside","WV",1520,22.8,"13.6",42.7,21.4,105.3,-11.8,-27.3
"Z24954","Marlinton","WV",3763,16.3," 8.9",36,20,88.2,4,1.09999999999999
"Z24957","Maxwelton","WV",340,0," 0.0",36.8,0,220.8,98.1,55.6
"Z24963","Peterstown","WV",4037,14.1," 9.9",36.4,19.1,88.6,-7,-12.8
"Z24966","Renick","WV",1469,13.8," 6.8",52.6,15.2,58.1,-27,-42.1
"Z24970","Ronceverte","WV",4371,13.8,"10.2",32.8,24.9,79.4,11,4.09999999999999
"Z24976","Sinks Grove","WV",1129,16," 5.3",17.7,22.7,71.4,87.2,10
"Z24981","Talcott","WV",664,3.5," 6.0",25.2,7.4,87.3,-36.7,-50
"Z24983","Union","WV",2251,17.7,"16.8",30.5,12.5,88,8.2,-18.2
"Z24986","White Sulphur Springs","WV",5819,16.1,"10.2",36.6,21.6,94,-1.3,-8.3
"Z25003","Alum Creek","WV",2890,17.8,"11.4",41.8,22.6,78.2,-55.2,0
"Z25009","Ashford","WV",1224,31.4,"21.1",39.2,19,136.5,-30.8,-30
"Z25015","Belle","WV",4550,19.7," 4.7",37.9,14.8,95.7,177.7,0
"Z25031","Boomer","WV",923,11.9,"11.2",22.6,1,104,-33.3,-11.1
"Z25035","Cabin Creek","WV",1230,15.3,"11.2",52.7,20.1,70.3,-37,0
"Z25039","Cedar Grove","WV",1021,36.8,"15.0",42.1,16.7,108.6,-17.6,-7.7
"Z25043","Clay","WV",1723,23.3," 8.0",58.9,27.4,60.8,-9.59999999999999,-18
"Z25045","Clendenin","WV",5450,19.4,"11.2",43.2,16.4,92.4,17,-12.8
"Z25053","Danville","WV",4417,25.7," 8.2",54.8,28.5,87.2,-30.9,-13
"Z25064","Dunbar","WV",9502,9.40000000000001,"10.4",28.8,15,98.1,-4.8,-6.2
"Z25070","Eleanor","WV",1873,5.09999999999999,"11.3",25.3,6.7,122.6,33.1,-3.90000000000001
"Z25071","Elkview","WV",11927,14.1," 7.4",36.4,11.1,113.9,6.8,2
"Z25082","Fraziers Bottom","WV",1686,8.2,"19.1",32.7,28.6,109.6,62,0
"Z25085","Gauley Bridge","WV",949,24.7,"21.9",51,23.1,87.9,-5.7,-26.3
"Z25086","Glasgow","WV",735,22.3,"11.8",44.4,14.4,98.3,2.09999999999999,0
"Z25113","Ivydale","WV",858,21.9,"14.0",42.6,12.6,118.5,-6.09999999999999,-22.2
"Z25118","Kimberly","WV",832,12.7,"17.6",49.8,17.2,87.9,0,25
"Z25123","Leon","WV",3408,14.8," 9.1",48.6,15.1,100.1,50,71.4
"Z25136","Montgomery","WV",1863,17.5,"24.6",34.6,25.5,66.2,-12.8,-16.4
"Z25143","Nitro","WV",7937,9.40000000000001,"12.2",30,11.1,106.3,11.1,-6
"Z25156","Pinch","WV",106,25.5,"23.5",37.5,22.6,61.3,-22.6,-40
"Z25159","Poca","WV",5711,15," 5.2",27.5,20.3,118.6,0.700000000000003,-11.1
"Z25165","Racine","WV",477,9.3,"11.6",35.8,15.5,96.1,-3.40000000000001,-14.3
"Z25168","Red House","WV",2182,15.4," 6.1",29,9.1,95,8.8,5.59999999999999
"Z25177","Saint Albans","WV",24605,11.4," 7.9",30.3,17.6,102.8,1.09999999999999,-3.90000000000001
"Z25181","Seth","WV",1450,29.9,"18.4",59.2,29.5,87.5,-86,-20
"Z25186","Smithers","WV",1041,11.9,"19.0",35.6,33.1,66.2,-18.4,-15
"Z25208","Wharton","WV",1058,23.4," 9.2",51,14.9,109.3,-59.6,-16.7
"Z25209","Whitesville","WV",1207,22.2,"13.0",52,24.7,60.5,26.9,3.40000000000001
"Z25213","Winfield","WV",5999,6," 2.4",29.3,9.5,139.4,-3.8,3.8
"Z25214","Winifrede","WV",654,14.4,"10.0",31,38.7,171.4,252,66.7
"Z25234","Arnoldsburg","WV",1567,23.1,"18.2",41.2,9.9,128.9,-18.2,-33.3
"Z25248","Kenna","WV",2984,12,"15.4",39.1,12.1,93.4,42.2,53.8
"Z25252","Le Roy","WV",1205,14.9,"17.4",35.1,6.8,119.8,-4.2,11.1
"Z25262","Millwood","WV",1107,16.2," 5.7",22.4,1.1,170.3,108.3,55.6
"Z25267","Normantown","WV",737,16,"13.1",38.9,19.5,91.5,42.4,0
"Z25270","Reedy","WV",1091,16.2," 5.5",30.6,11.9,105.3,-33.3,-36.4
"Z25271","Ripley","WV",9673,13," 7.9",38.4,17.9,96.5,2.09999999999999,-4.59999999999999
"Z25275","Sandyville","WV",1933,19.6,"15.4",38.3,31.6,74.9,7.8,-7.09999999999999
"Z25276","Spencer","WV",7718,20.2,"13.6",44.5,22.3,71.6,-3.40000000000001,-1.5
"Z25285","Wallback","WV",574,9.5,"12.0",32.7,1.4,135,540,100
"Z25286","Walton","WV",1544,22,"16.8",54.4,15,86.1,-12.3,-10
"Z25301","Charleston","WV",2417,10.8,"10.6",41.4,30.8,63.1,-8.90000000000001,-8.2
"Z25302","Charleston","WV",14795,8,"14.5",29.9,18.1,109.9,-4.8,-4.2
"Z25303","South Charleston","WV",7101,4.90000000000001," 6.6",21.7,8.6,125.1,13,-5
"Z25304","Charleston","WV",8705,6,"10.2",25.2,12.4,131.7,-11,-2
"Z25306","Charleston","WV",6428,16,"14.9",32.2,20.1,96.9,-27.7,-16.9
"Z25309","South Charleston","WV",13409,11.6," 7.3",32.8,16.3,101.5,-8.59999999999999,-3.7
"Z25311","Charleston","WV",10523,13.7,"12.8",34.2,25.9,86.6,-4.59999999999999,-3
"Z25312","Charleston","WV",14543,15.6,"12.4",34.5,17.7,94.3,-25.1,-19.9
"Z25313","Charleston","WV",13027,9.3," 9.4",25.7,11.6,136.5,-9.40000000000001,-7.40000000000001
"Z25314","Charleston","WV",16101,4.09999999999999," 5.8",22.3,11.4,187.9,-4.09999999999999,-6
"Z25315","Charleston","WV",3361,16.7,"15.0",40,18.3,94,6.09999999999999,-7.8
"Z25320","Charleston","WV",6324,17.8," 5.9",37.4,16,93.9,15.5,3.3
"Z25401","Martinsburg","WV",14675,18.1,"13.9",39.7,29.6,83.8,-6.3,-15
"Z25403","Martinsburg","WV",13586,8.40000000000001," 2.1",22.7,7.1,180.9,46.7,33
"Z25404","Martinsburg","WV",21859,16.1," 7.3",32.2,14.5,120.1,51.6,29.4
"Z25405","Martinsburg","WV",13551,9.3," 2.6",28.4,11.5,128.9,28.7,16.5
"Z25411","Berkeley Springs","WV",12850,16.3," 9.0",32.8,12.7,98.4,-7.09999999999999,-2.8
"Z25413","Bunker Hill","WV",8514,15.2," 7.7",23.8,11.5,151,68.9,-5.59999999999999
"Z25414","Charles Town","WV",17254,9.90000000000001," 4.6",26.4,12.5,177.2,5.59999999999999,-2.5
"Z25419","Falling Waters","WV",9998,12.3," 4.9",30.8,13.1,151.7,21.9,1.2
"Z25425","Harpers Ferry","WV",13505,11.2," 6.1",26,7.4,161.9,-15.7,-1.09999999999999
"Z25427","Hedgesville","WV",11823,13.8," 6.4",28,10.3,132.5,-8.2,7
"Z25428","Inwood","WV",11078,9.5," 5.6",35.8,14.7,131.7,13.8,4.59999999999999
"Z25430","Kearneysville","WV",8214,16.1," 4.4",33,11.3,142.9,-7.8,-3.2
"Z25431","Levels","WV",267,24.4," 2.7",12.9,11.2,75.1,-6.2,33.3
"Z25434","Paw Paw","WV",2883,20.4," 9.8",44.8,23.9,75.8,-25.4,-10.5
"Z25438","Ranson","WV",6932,16.6," 8.6",25.8,17,107.1,7.2,-10.8
"Z25442","Shenandoah Junction","WV",1519,13.6,"11.2",27,4.7,195.2,70.7,12.5
"Z25443","Shepherdstown","WV",7442,6.3," 9.7",26.7,9.1,162.6,12.4,-5.90000000000001
"Z25444","Slanesville","WV",180,21.1,"21.3",11.6,7.2,72.6,174.2,-25
"Z25504","Barboursville","WV",13001,14.1," 8.6",39.1,11.2,110,-2.90000000000001,-4.5
"Z25506","Branchland","WV",4744,31.2,"12.8",57.4,40.9,56.3,-25.5,-22
"Z25507","Ceredo","WV",894,14.7,"20.8",37.7,17.2,108.6,17.1,-16.4
"Z25508","Chapmanville","WV",9968,22,"10.6",50.4,20.1,86,-11.5,-10.1
"Z25510","Culloden","WV",5394,9.40000000000001,"12.1",27,13.3,144.2,16.8,-2.2
"Z25514","Fort Gay","WV",3497,25.1,"18.2",50.6,31.4,76,-28.9,-33.3
"Z25515","Gallipolis Ferry","WV",2455,14.4,"20.4",45.7,15.4,79.8,0.400000000000006,-25
"Z25520","Glenwood","WV",1388,15.6,"15.4",36.9,12.5,85.1,-85.7,-57.1
"Z25523","Hamlin","WV",2866,14.3,"12.4",43.5,18.9,95.6,-13.3,-8.2
"Z25524","Harts","WV",3388,23.9,"23.7",53.9,18.1,108,-9.09999999999999,-9.5
"Z25526","Hurricane","WV",22711,8.3," 7.4",29.4,8.2,141.6,15,9
"Z25529","Julian","WV",1149,25.7," 5.4",58.3,30,93.1,937.5,25
"Z25530","Kenova","WV",4959,17,"11.7",29.8,11.8,86.6,19.7,-10.3
"Z25535","Lavalette","WV",3041,11," 8.0",38.4,3.9,123.9,2.40000000000001,-8.2
"Z25537","Lesage","WV",1533,21," 5.8",23.5,12.9,95.4,-15.5,-24.1
"Z25541","Milton","WV",8482,10.5," 7.8",33.5,12.9,111.5,17.5,2
"Z25545","Ona","WV",5289,13," 6.6",30.5,6.4,145.7,64.8,20.5
"Z25550","Point Pleasant","WV",8893,14.3,"12.4",36.4,15.1,92.4,-4.90000000000001,-8.09999999999999
"Z25555","Prichard","WV",1910,23.1,"22.5",46.2,4.6,102.1,35,0
"Z25559","Salt Rock","WV",1979,16.6,"20.8",41.3,3.2,115.5,1.5,22.2
"Z25560","Scott Depot","WV",8228,5.40000000000001," 8.1",23.8,5.6,169.4,13.2,-9
"Z25570","Wayne","WV",6576,26.2," 8.7",57.9,34,63.7,-0.299999999999997,-5.8
"Z25571","West Hamlin","WV",1886,19.9,"21.7",42.4,35.5,82.5,26.2,17.4
"Z25573","Yawkey","WV",1014,18.8," 8.2",45.8,33.8,57.8,-16.7,0
"Z25601","Logan","WV",5008,20.7,"17.8",44,18.8,106.9,-7.8,-6.5
"Z25617","Davin","WV",744,26.6,"16.7",37.3,17.5,94.6,88.2,-18.2
"Z25621","Gilbert","WV",2079,26.8," 8.2",52.8,19.9,77.8,-58.4,-15.9
"Z25625","Holden","WV",1411,24.2,"13.3",61,11.6,78.3,83.2,3
"Z25635","Man","WV",1403,21.5," 5.9",44.4,18.9,127.3,-58.4,-15.9
"Z25637","Mount Gay","WV",809,19.1,"19.1",55,15.5,91.8,-15.8,-26.1
"Z25646","Stollings","WV",1023,17.2,"12.1",32.2,22.6,77.3,11.7,0
"Z25652","Whitman","WV",1220,21.4,"16.1",38.7,20.6,80.4,-71.1,-12.5
"Z25653","Wilkinson","WV",545,8.8,"24.4",27.1,9.5,131.2,-32.5,0
"Z25661","Williamson","WV",6258,20.9,"15.9",49.1,27.2,90.2,-26.6,-6.8
"Z25670","Delbarton","WV",6074,20.8,"12.3",50.1,25,95,-62.8,-9.40000000000001
"Z25671","Dingess","WV",1240,21.4," 8.3",51.3,18.3,104.2,-37,-37.5
"Z25674","Kermit","WV",2893,26.3,"10.6",56.5,20.8,82.7,-27.8,-13.2
"Z25676","Lenore","WV",1125,35.5,"19.1",54.6,19.1,59.5,-43.6,-16.7
"Z25701","Huntington","WV",23267,10.6,"15.2",35.5,26,86.4,9.3,-5.8
"Z25702","Huntington","WV",7823,21.9,"15.7",39.1,25.5,69.9,-11.5,-5.8
"Z25703","Huntington","WV",6980,19.4,"20.2",49.4,56.2,37.9,48.2,-8.3
"Z25704","Huntington","WV",17070,13.9,"13.3",39.7,21.9,87.5,-8.09999999999999,0.400000000000006
"Z25705","Huntington","WV",20920,9.5,"11.3",33.9,20.7,97.8,-3.09999999999999,-2.2
"Z25801","Beckley","WV",34166,14.6," 8.9",38,19.7,92.4,-10.5,-0.0999999999999943
"Z25812","Ansted","WV",1893,17,"22.8",38.3,11.5,98.2,-23.1,-10.7
"Z25813","Beaver","WV",7685,23.8,"14.4",59.9,11,103.1,0.0999999999999943,-1.7
"Z25818","Bradley","WV",278,20.3,"27.0",0,6.8,162.2,-24.5,-11.1
"Z25825","Cool Ridge","WV",2653,18.9," 9.0",41.8,16.1,134.5,-14.5,26.7
"Z25827","Crab Orchard","WV",2531,18," 9.3",37.9,17.7,96.9,0.700000000000003,-6.90000000000001
"Z25832","Daniels","WV",4462,8.8," 2.3",36.3,4.5,146.9,2.8,-6.8
"Z25839","Fairdale","WV",563,39.1," 7.8",27.5,9.6,163.4,-51.4,0
"Z25840","Fayetteville","WV",7472,13.9,"13.0",36,16.4,90.8,3.90000000000001,-2.8
"Z25841","Flat Top","WV",699,11.8,"15.0",39.7,16.9,89.1,81.2,0
"Z25843","Ghent","WV",787,3.7," 6.6",53,38.5,99.9,2.90000000000001,20
"Z25844","Glen Daniel","WV",1601,22.7,"12.9",63.1,18.2,96.6,-16.1,-17.4
"Z25854","Hico","WV",1215,15.3,"13.3",31.3,8.8,102.9,-26.7,9.09999999999999
"Z25871","Mabscott","WV",582,17.6,"14.2",54.8,25.6,88.1,-11.1,5.3
"Z25878","Midway","WV",945,13.1," 8.3",47.5,14.9,65.7,-52.8,-33.3
"Z25880","Mount Hope","WV",6262,20.6,"14.0",44.1,28.3,81.4,-22.9,-1.5
"Z25882","Mullens","WV",2652,9.3,"17.2",36.5,17.5,96.8,-14.3,-14.8
