"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz"
"Z56266","Morgan","MN",1612,9.7,"14.4",10.9,8.7,78.3,8.3,-7
"Z56267","Morris","MN",7082,9.59999999999999," 9.3",14.4,22.5,85,23.9,-4.7
"Z56273","New London","MN",4966,9.09999999999999," 3.3",18.4,5,97.1,5.5,13.8
"Z56276","Odessa","MN",345,6.59999999999999," 9.8",17.4,9.4,86.4,-9.09999999999999,0
"Z56277","Olivia","MN",3018,8.2," 8.1",17.9,11.8,89.1,-0.400000000000006,-3.09999999999999
"Z56278","Ortonville","MN",2780,9.3," 6.8",16.1,15.2,74.5,-1.59999999999999,3.8
"Z56279","Pennock","MN",1402,9.2," 4.4",19.3,7.8,95,34.1,0
"Z56280","Porter","MN",520,4.7," 8.6",8.40000000000001,5,105.7,33.9,7.09999999999999
"Z56281","Prinsburg","MN",632,8.5," 4.7",11.1,6.3,105.7,32,6.90000000000001
"Z56282","Raymond","MN",1438,8.2," 7.9",17.4,10.8,80.7,-10,2.90000000000001
"Z56283","Redwood Falls","MN",6406,10.8,"10.4",16,11.3,74,8,1.5
"Z56284","Renville","MN",2336,12,"12.0",17.1,7.4,89.6,-13.8,4.7
"Z56285","Sacred Heart","MN",1184,8.59999999999999,"13.5",25.2,8.2,78.8,20.5,-3.40000000000001
"Z56288","Spicer","MN",4704,4.3," 7.7",16.9,3.3,104,11.8,-7.7
"Z56289","Sunburg","MN",612,8.5," 6.0",16.8,4.2,98.3,0,5.90000000000001
"Z56291","Taunton","MN",563,9.2," 6.1",11.6,8.7,99.9,13.7,0
"Z56292","Vesta","MN",577,10.8,"11.9",24.1,11,77.2,61.2,-6.7
"Z56293","Wabasso","MN",1151,9.09999999999999," 9.8",12.3,4.4,77.2,-11.7,6.7
"Z56295","Watson","MN",300,15,"10.7",19.9,6,74.5,-7.7,-27.3
"Z56296","Wheaton","MN",2073,10.7,"17.7",24.2,10.1,81.7,7.3,-5.8
"Z56297","Wood Lake","MN",866,5.09999999999999," 5.0",15.5,9.7,84.5,5.7,21.4
"Z56301","Saint Cloud","MN",32943,7.3," 6.9",21.5,24.4,86.3,7.09999999999999,3.7
"Z56303","Saint Cloud","MN",25775,8.59999999999999," 5.0",24,16.1,74.7,6.59999999999999,0.200000000000003
"Z56304","Saint Cloud","MN",15962,9.2," 9.6",33.9,24.7,67.5,17.9,3.7
"Z56307","Albany","MN",5260,12.6," 3.3",14.2,8.8,95.1,15.2,5
"Z56308","Alexandria","MN",24606,5.5," 5.3",18.9,9.8,87.3,9,1.59999999999999
"Z56309","Ashby","MN",1240,4.2," 3.9",14.3,6.3,91.6,25,-9.09999999999999
"Z56310","Avon","MN",5347,6.5," 3.4",14.7,4.8,112.6,9.09999999999999,-3.3
"Z56311","Barrett","MN",683,10.9,"17.3",18.2,7.5,77.5,19.9,-4.2
"Z56312","Belgrade","MN",2246,8.3,"12.4",16.5,8.7,86,7.5,-3.2
"Z56314","Bowlus","MN",1330,10.8," 2.1",10.9,12.2,92.2,-6.09999999999999,20
"Z56315","Brandon","MN",1651,6.90000000000001," 3.6",14.7,7.3,100,23.9,0
"Z56316","Brooten","MN",1432,10.7," 9.3",23,8.6,76.7,13.7,9.8
"Z56319","Carlos","MN",1458,5.8," 4.8",16.4,4,105.9,41.3,0
"Z56320","Cold Spring","MN",8069,6.5," 0.8",14.9,7.7,109.4,12.2,0.5
"Z56324","Dalton","MN",1215,7.2," 8.2",16.4,6.6,106,28.7,16.7
"Z56325","Elrosa","MN",174,24," 2.3",9,10.7,62.1,17.1,-16.7
"Z56326","Evansville","MN",1518,7.7," 9.5",17.5,11.7,81,-7.2,-2.7
"Z56329","Foley","MN",7357,11.2," 4.5",18.7,7.3,102.7,23.1,7.5
"Z56330","Foreston","MN",1860,7.59999999999999," 5.7",21,5.1,105.8,35.5,37.5
"Z56331","Freeport","MN",1832,10.8," 4.8",10.6,4.1,107.9,10.7,1.5
"Z56332","Garfield","MN",1243,6.7," 2.9",9.7,4,109.9,20.6,2.59999999999999
"Z56334","Glenwood","MN",5641,4.3," 6.4",24.1,11,83.5,9.5,-4.7
"Z56335","Greenwald","MN",221,7.90000000000001," 8.8",8.59999999999999,6.3,81.6,55.9,9.09999999999999
"Z56336","Grey Eagle","MN",1510,10.3," 3.7",21.4,6.3,89.8,-18.1,-13.9
"Z56338","Hillman","MN",1667,11.5," 4.9",22.8,9.1,83.3,5.5,7.40000000000001
"Z56339","Hoffman","MN",1254,8.8," 7.0",19,14.5,80.8,-21.6,3.09999999999999
"Z56340","Holdingford","MN",2203,6.8," 5.4",12.7,5.9,97.2,10.5,12.2
"Z56342","Isle","MN",2651,9.3," 5.4",35.6,12.1,67.8,0.299999999999997,4
"Z56343","Kensington","MN",894,7," 8.9",19.4,10,80,11.1,19.2
"Z56345","Little Falls","MN",14596,10.2," 4.2",19.9,12.3,77.2,-3.09999999999999,-0.900000000000006
"Z56347","Long Prairie","MN",6856,16.7," 5.7",20,14.8,78.9,5.09999999999999,-2.3
"Z56349","Lowry","MN",814,5," 3.6",14,5.8,102.2,10.1,-13
"Z56350","Mc Grath","MN",578,13.7," 0.9",38.5,13.5,67.9,96.3,0
"Z56352","Melrose","MN",6001,16.1," 6.1",14.9,11.5,81.9,5.7,-3.7
"Z56353","Milaca","MN",8952,11," 8.9",22.7,11,84.9,5.3,5
"Z56354","Miltona","MN",1404,8.5," 2.8",23,12,93.8,25,9.7
"Z56355","Nelson","MN",469,7.3," 5.9",18.1,7.7,92.3,7.8,-5.90000000000001
"Z56356","New Munich","MN",339,13," 0.8",15.4,20.1,81.3,51.6,7.7
"Z56357","Oak Park","MN",954,8.40000000000001,"10.4",24.9,5.5,94,-13.8,0
"Z56358","Ogilvie","MN",3221,10.8," 7.1",29.2,13.7,84.8,-16.3,-2.5
"Z56359","Onamia","MN",3791,13.6," 8.1",37.5,23,63.1,1,2.40000000000001
"Z56360","Osakis","MN",4022,6.8," 4.3",21.3,10.8,76,12.6,-4.3
"Z56361","Parkers Prairie","MN",2259,11.5," 9.0",21.6,13,73.1,-6.40000000000001,-10.3
"Z56362","Paynesville","MN",5630,11," 4.0",16.2,7.3,89.2,25.5,1.40000000000001
"Z56363","Pease","MN",203,14.9," 6.7",27,25.1,81.3,12.5,18.2
"Z56364","Pierz","MN",5385,12.1," 4.7",19.7,9.7,84.8,-6.7,6.8
"Z56367","Rice","MN",6658,4.8," 3.6",15.4,4.1,109.9,16,6.5
"Z56368","Richmond","MN",4551,8.8," 1.4",11.7,9,100.2,-10.2,-5.7
"Z56369","Rockville","MN",653,19.9,"10.1",9.59999999999999,31.5,60.2,90.8,10
"Z56373","Royalton","MN",3038,9.59999999999999," 3.8",17.3,10.7,97.3,-15.1,-3.40000000000001
"Z56374","Saint Joseph","MN",10089,4.40000000000001," 3.9",15,20,104.1,11,6.8
"Z56375","Saint Stephen","MN",966,4.3," 2.6",17.3,1.8,122.1,31,27.8
"Z56376","Saint Martin","MN",420,9.2," 2.6",9.7,8.8,105.4,37,0
"Z56377","Sartell","MN",17953,4.90000000000001," 3.7",12.6,3.8,125.3,12.1,14
"Z56378","Sauk Centre","MN",7931,9.7," 2.1",14.6,9.2,89.5,13.5,-2.09999999999999
"Z56379","Sauk Rapids","MN",16639,7.90000000000001," 1.7",18.8,18.1,85.7,10.3,0
"Z56381","Starbuck","MN",2288,6.5," 7.8",19.2,7.6,84.9,14.9,15.7
"Z56382","Swanville","MN",1502,14.1," 9.6",17.4,11.9,79.3,4.40000000000001,8.3
"Z56384","Upsala","MN",348,14.7," 3.2",18.4,15.3,71.8,-7.40000000000001,-4.2
"Z56385","Villard","MN",857,7.2," 5.1",21,9.5,91.9,8.90000000000001,10
"Z56386","Wahkon","MN",622,10.2," 6.6",39.1,20.7,58,70.3,13.3
"Z56387","Waite Park","MN",6750,12.4," 1.7",19.8,17.5,66.3,-1.09999999999999,0
"Z56389","West Union","MN",144,4.59999999999999,"14.0",13.8,6.3,103.3,18.2,-40
"Z56401","Brainerd","MN",29342,7.2," 5.9",25.3,13.9,77,0.5,-1.40000000000001
"Z56425","Baxter","MN",7789,4.59999999999999," 2.6",20.4,7.6,94.2,-8.7,10
"Z56431","Aitkin","MN",9042,8.3," 2.8",25.8,12,73.8,-0.299999999999997,-0.400000000000006
"Z56433","Akeley","MN",1758,7.59999999999999," 4.4",27.1,13.1,72,5.40000000000001,3.59999999999999
"Z56434","Aldrich","MN",309,23.2," 2.4",26.8,25.3,85,7.7,-20
"Z56435","Backus","MN",2570,11.2," 4.8",26.8,13.2,75.3,-1.5,-4.2
"Z56438","Browerville","MN",2926,10.1," 8.6",22.6,15.9,81.4,-24,-3.59999999999999
"Z56440","Clarissa","MN",1490,17.7," 3.5",24.6,22.6,65.8,-19,-2.90000000000001
"Z56441","Crosby","MN",3504,13.5," 6.3",30.1,15.3,62.1,5.2,-5.3
"Z56442","Crosslake","MN",2273,1.09999999999999," 2.7",21.8,4.8,105,21.8,0
"Z56443","Cushing","MN",1385,8.5," 3.4",29.4,8,72.3,-23.5,0
"Z56444","Deerwood","MN",3031,8.40000000000001," 3.2",33.3,11.3,77.8,-1.40000000000001,1.3
"Z56446","Eagle Bend","MN",1493,11," 6.9",26.8,15.9,71.6,0,-5.2
"Z56447","Emily","MN",1051,9.59999999999999," 4.6",29.6,6.4,64.2,-7.8,-16.3
"Z56448","Fifty Lakes","MN",289,8.59999999999999," 0.8",49.6,11.4,68.1,-29.6,30
"Z56449","Fort Ripley","MN",1975,7.09999999999999," 4.2",18.6,6,91.8,22.4,23.8
"Z56450","Garrison","MN",933,17.4," 5.7",40.8,13.7,59.1,21.5,31.2
"Z56452","Hackensack","MN",1912,7.09999999999999," 3.7",31,11.3,81.9,25.4,-3.8
"Z56455","Ironton","MN",1745,10.4," 8.9",27.5,20,80.4,11.3,15
"Z56458","Lake George","MN",262,9.40000000000001," 4.2",30.5,6.5,71.5,77.8,28.6
"Z56461","Laporte","MN",3431,8.3," 6.5",22.9,11.8,86.5,-3.40000000000001,10.9
"Z56464","Menahga","MN",4509,11.8," 3.9",31.1,14.9,69.2,50.7,19.5
"Z56465","Merrifield","MN",1986,5.2," 2.3",25.2,6.1,86.3,17.6,8.2
"Z56466","Motley","MN",3124,9.09999999999999," 3.9",28.6,17,68.6,11.1,-7.7
"Z56467","Nevis","MN",2371,5.8," 2.9",22.9,7.6,80.1,8.59999999999999,-17
"Z56468","Nisswa","MN",4733,3.40000000000001," 3.8",23.8,4.2,99.9,46.6,1.09999999999999
"Z56469","Palisade","MN",969,10.9," 6.2",35,7.4,81.8,-32.3,-8.3
"Z56470","Park Rapids","MN",10602,7.5," 4.0",27,11.9,75.4,3.40000000000001,-0.5
"Z56472","Pequot Lakes","MN",7613,5.2," 3.5",22.7,10,83.1,33.1,14.3
"Z56473","Pillager","MN",3441,9.5," 3.1",22.8,10.1,88.2,9.2,31.9
"Z56474","Pine River","MN",3663,9.7," 6.5",29.4,13.3,73.5,3.09999999999999,4.5
"Z56475","Randall","MN",1742,8.7," 5.5",25.6,9.8,80,-11.1,0
"Z56477","Sebeka","MN",2472,10.6," 7.1",25.8,15.1,69.3,6.3,-8.90000000000001
"Z56479","Staples","MN",5079,9.7," 8.4",21.7,12.9,65.6,-1.7,5
"Z56481","Verndale","MN",2203,8," 4.7",24.4,13.5,72.8,28.7,12.9
"Z56482","Wadena","MN",6610,11.5," 5.3",27.3,19.3,67.4,-13.4,0.400000000000006
"Z56484","Walker","MN",3501,7.3," 3.9",33.4,24.6,71.1,-13.7,0
"Z56501","Detroit Lakes","MN",16745,7," 5.3",19.9,12.8,83.6,-6.5,-1
"Z56510","Ada","MN",2231,9.40000000000001,"15.8",25.1,14,74.3,-1.2,-5.40000000000001
"Z56514","Barnesville","MN",3774,9.09999999999999," 8.5",16.2,3.7,100.8,24,-1.09999999999999
"Z56515","Battle Lake","MN",3176,4.8," 4.3",27.2,6,85.9,-0.599999999999994,2.2
"Z56516","Bejou","MN",290,10.9,"15.0",30.2,17.6,70.5,32.3,50
"Z56520","Breckenridge","MN",4079,9.59999999999999," 5.8",14.1,12.2,78.2,-18.8,-8
"Z56521","Callaway","MN",793,10.2," 9.8",21.9,13.2,80.8,16.9,18.8
"Z56525","Comstock","MN",141,7.09999999999999,"13.1",9.09999999999999,9.9,90.5,-34.8,-33.3
"Z56527","Deer Creek","MN",759,12,"10.7",29.4,13,68.8,-20.9,-9.09999999999999
"Z56528","Dent","MN",1708,6.59999999999999," 3.5",30.1,8.2,85.8,12.5,9.40000000000001
"Z56529","Dilworth","MN",4166,6.40000000000001," 5.0",11.7,14.6,81.1,13.3,16.1
"Z56531","Elbow Lake","MN",1927,7.59999999999999,"10.8",18.1,7,81.5,-7.59999999999999,-3.7
"Z56533","Elizabeth","MN",287,3.09999999999999," 9.2",18.1,13.9,86.9,25.8,10
"Z56534","Erhard","MN",1241,10.8," 3.7",19.4,8.8,81.8,-9.3,-5.3
"Z56535","Erskine","MN",1285,13.3," 3.6",28,14.3,77.2,-14.3,-3.2
"Z56536","Felton","MN",401,4.7,"13.7",19.1,9.5,98.9,0,18.8
"Z56537","Fergus Falls","MN",18650,7.8," 7.4",19.3,9.8,83.6,-2.8,-3.59999999999999
"Z56540","Fertile","MN",1993,11.7," 8.9",20.1,11.6,76.1,4.90000000000001,-1.7
"Z56542","Fosston","MN",2943,11," 7.3",23.4,17,70.1,11.3,1.09999999999999
"Z56543","Foxhome","MN",270,11.2,"16.3",26.3,16.3,89.4,92.9,16.7
"Z56544","Frazee","MN",5479,10.4," 5.1",20.4,11.2,93.2,5.40000000000001,4.7
"Z56545","Gary","MN",706,11.8,"15.5",15.4,8.7,92.2,72.2,-16.7
"Z56546","Georgetown","MN",271,8.3,"36.0",21.7,2.2,97.6,48,0
"Z56547","Glyndon","MN",2850,4.59999999999999," 7.5",14.8,7.2,131.3,39.3,16.9
"Z56548","Halstad","MN",760,20.2,"10.4",22.6,14.3,72.3,-9.59999999999999,4.2
"Z56549","Hawley","MN",4412,5.90000000000001," 7.7",14.4,4.2,113.4,30.8,10.9
"Z56550","Hendrum","MN",463,7.7,"16.3",25.5,12.3,83.9,-29.9,16.7
"Z56551","Henning","MN",2187,10.5," 9.0",28.5,17.2,69.1,-0.400000000000006,4.2
"Z56552","Hitterdal","MN",384,6,"16.3",24.9,4.7,99.1,-10.7,0
"Z56553","Kent","MN",271,5.2," 3.3",12,3.7,93,47.1,-14.3
"Z56554","Lake Park","MN",2643,8.90000000000001," 6.1",19,6.3,99.9,-2.59999999999999,1.5
"Z56556","Mcintosh","MN",994,9.59999999999999,"14.4",17.8,16.7,62.4,-7.2,-6.09999999999999
"Z56557","Mahnomen","MN",2712,14.3," 9.8",28.1,24.5,65.8,10.5,-1.40000000000001
"Z56560","Moorhead","MN",42361,5.90000000000001," 5.9",17.7,15.2,89.9,8.40000000000001,-0.200000000000003
"Z56566","Naytahwaush","MN",604,21.2,"17.5",44,50,49.2,-10.5,33.3
"Z56567","New York Mills","MN",3436,9.7," 4.3",18.4,10.1,78.4,33.2,-1.2
"Z56569","Ogema","MN",1384,15," 6.8",33.4,25.6,58.5,-3.3,0
"Z56570","Osage","MN",1170,7.90000000000001," 6.3",26,9.4,83.1,-11.4,16.7
"Z56571","Ottertail","MN",1642,7.90000000000001," 3.2",32.5,10.6,81.4,18.8,-10.5
"Z56572","Pelican Rapids","MN",5312,15," 4.4",23.2,14.5,83.6,3.2,2
"Z56573","Perham","MN",6344,8.40000000000001," 3.7",21.8,7.4,99.1,10.1,-2.40000000000001
"Z56575","Ponsford","MN",702,9," 9.2",44.4,29.5,59.1,-74.6,0
"Z56576","Richville","MN",712,8.7," 3.3",35.3,19,81.6,27.6,8.3
"Z56578","Rochert","MN",733,5," 1.8",20.6,3.8,100.4,42.9,28.6
"Z56579","Rothsay","MN",1038,7.7,"12.0",20.1,5.8,87.4,13.6,-7.40000000000001
"Z56580","Sabin","MN",1271,2.8," 4.5",12.4,5.3,119.7,-13.5,-10
"Z56583","Tintah","MN",116,4.5," 9.3",14.1,11.4,95.5,-60.6,-25
"Z56584","Twin Valley","MN",1511,11.2,"19.4",18.5,15.9,76.9,-3.7,3.09999999999999
"Z56585","Ulen","MN",1109,10.1," 5.1",20.2,8.2,87.4,147.7,31.8
"Z56586","Underwood","MN",1832,5.7," 2.4",17.2,5.9,97.3,8.59999999999999,-6.8
"Z56587","Vergas","MN",1297,4.59999999999999," 4.9",18.5,7.1,83.3,18.8,2.3
"Z56588","Vining","MN",574,8," 3.7",35.2,15.1,77.5,-29.4,25
"Z56589","Waubun","MN",2203,8.8," 4.8",33.6,18.7,69,-33.3,-6.09999999999999
"Z56592","Winger","MN",512,14.8," 8.6",26.3,8.4,68.9,-20.5,26.7
"Z56594","Wolverton","MN",424,5.5,"13.7",12.4,4.5,107.1,18.8,0
"Z56601","Bemidji","MN",33548,7.2," 5.4",22.5,14.9,78.2,4.5,1.8
"Z56621","Bagley","MN",4670,13.6," 7.8",33,20.9,66.8,1.59999999999999,1.90000000000001
"Z56623","Baudette","MN",2684,8.7," 9.0",20.4,11.3,65.2,-6.3,0
"Z56626","Bena","MN",361,10.8," 6.6",42,28.5,43.4,52.2,14.3
"Z56627","Big Falls","MN",265,15.2,"15.5",32.7,13.2,46.1,-48.6,-23.5
"Z56628","Bigfork","MN",1534,9.40000000000001," 7.2",34.4,13.3,65.5,-2.40000000000001,-2.59999999999999
"Z56629","Birchdale","MN",177,4.2," 1.7",14.2,1.7,111.5,7,25
"Z56630","Blackduck","MN",1998,12.3,"10.1",30.8,18,69,12.2,-17.3
"Z56633","Cass Lake","MN",4229,13.1," 6.5",36.2,29.2,61.7,21.9,-1.3
"Z56634","Clearbrook","MN",1641,8.3,"11.4",26.1,13.1,73.6,58.5,-3.8
"Z56636","Deer River","MN",4872,9.90000000000001," 4.5",33.5,15.7,69.3,13.8,0
"Z56639","Effie","MN",442,10.3," 7.2",33.3,16.7,56.7,14.3,-10
"Z56644","Gonvick","MN",850,20.6,"13.1",35,14.3,67.1,-0.900000000000006,15
"Z56646","Gully","MN",389,6.40000000000001," 8.0",23.3,15.7,71.1,-9.8,0
"Z56647","Hines","MN",803,7.59999999999999," 5.1",22.8,10.1,86.6,-50,0
"Z56649","International Falls","MN",9861,9.8," 7.2",29.1,15.4,71.7,-11.1,-0.299999999999997
"Z56653","Littlefork","MN",1272,12.3," 5.8",35.6,9.1,68.2,6.5,3.09999999999999
"Z56655","Longville","MN",1557,7.40000000000001," 4.1",39.5,18,71.4,-8.7,-10.9
"Z56662","Outing","MN",535,7.90000000000001," 1.6",50.4,13.6,73.6,82.8,-11.8
"Z56668","Ranier","MN",149,2.40000000000001,"11.1",30,6.1,84.4,-74.1,-42.9
"Z56669","Kabetogama","MN",309,21.9,"14.6",57.4,15.2,56,-2.2,4.3
"Z56671","Redlake","MN",3159,22.7,"13.5",31.7,28.6,56.6,59,66.7
"Z56672","Remer","MN",1997,9.7," 5.5",38.3,20,64.6,-36.1,-3.8
"Z56673","Roosevelt","MN",674,18.4," 7.4",19.6,1.9,87.4,4.2,-14.3
"Z56681","Squaw Lake","MN",283,14.6," 7.5",36.8,24.5,71.1,-6.09999999999999,-22.2
"Z56683","Tenstrike","MN",733,2.09999999999999," 9.1",22.3,10.5,98.5,20.4,0
"Z56684","Trail","MN",329,11.2," 7.5",23.8,22.2,56.7,-37.5,-40
"Z56685","Waskish","MN",98,11.2," 6.6",25.6,22.4,89.4,10.7,0
"Z56686","Williams","MN",1071,6.59999999999999,"15.7",14.5,5.4,87.6,22.7,5.59999999999999
"Z56701","Thief River Falls","MN",12837,8.40000000000001," 4.5",15,8.8,76.9,19.3,2.8
"Z56713","Argyle","MN",895,11.5," 9.2",16.4,9.5,86.7,-3.40000000000001,23.5
"Z56715","Brooks","MN",331,18," 6.0",24,13.3,75,28.4,0
"Z56716","Crookston","MN",9389,10.4," 6.4",21.3,17.5,85.7,-5.5,3.40000000000001
"Z56721","East Grand Forks","MN",10071,7.09999999999999," 3.7",17.1,9.6,94.4,1.3,4.09999999999999
"Z56722","Euclid","MN",379,12.1," 4.1",18.7,5.6,95.9,100,20
"Z56725","Goodridge","MN",997,10.2,"12.4",19.9,10.6,84.9,46.5,-25
"Z56726","Greenbush","MN",1765,7.2,"10.7",15,9.4,92.8,-2.8,14.6
"Z56727","Grygla","MN",719,8.3,"11.2",24.1,12.9,82.9,27.3,-33.3
"Z56728","Hallock","MN",1411,6.2,"20.3",19.3,10.6,106.8,16.5,14.8
"Z56731","Humboldt","MN",78,5.2,"17.0",36,0,77.2,50,0
"Z56733","Kennedy","MN",451,7,"12.0",10.6,3.5,108,185.1,0
"Z56735","Lancaster","MN",774,9.90000000000001,"15.5",19.1,8.4,81,8.59999999999999,-23.5
"Z56736","Mentor","MN",1034,10," 4.9",25.6,8.7,86.6,-45.8,8
"Z56737","Middle River","MN",820,9.09999999999999,"10.5",27.5,7.8,77.7,-29.1,-13.3
"Z56742","Oklee","MN",887,10.2," 9.9",20.7,11.6,72,25.4,0
"Z56744","Oslo","MN",506,10.8," 9.1",17.9,4.5,104.7,-30.5,-28.6
"Z56750","Red Lake Falls","MN",2371,6.2,"14.1",17.3,9,93.3,-29.9,-10.4
"Z56751","Roseau","MN",5563,7.90000000000001," 7.4",13.9,10.2,92.2,8.2,1.59999999999999
"Z56755","Saint Vincent","MN",78,7.40000000000001,"28.8",35.7,6.4,84.4,-34.8,-50
"Z56756","Salol","MN",643,4.7,"17.0",14.1,9.6,88.4,-3.2,44.4
"Z56757","Stephen","MN",1038,17.9,"10.9",23.4,6.4,87.4,3.5,-13.9
"Z56762","Warren","MN",2488,11.4,"10.4",18.5,7.7,95,5.40000000000001,5.7
"Z57001","Alcester","SD",1725,11.2," 3.2",19.5,7.3,98.1,-6.5,-14.3
"Z57002","Aurora","SD",978,4.5," 7.6",6.5,6.6,122.7,-6.8,0
"Z57004","Beresford","SD",3406,8.59999999999999," 9.8",7.59999999999999,3.1,115.4,3.8,-6.40000000000001
"Z57005","Brandon","SD",11285,2," 3.5",10.6,5.9,148.1,33,12
"Z57006","Brookings","SD",25259,5.40000000000001," 6.9",17.4,18.7,90.8,8.7,4.3
"Z57010","Burbank","SD",398,6.2," 2.7",30.5,0,89.5,94.4,-9.09999999999999
"Z57012","Canistota","SD",1098,9," 9.6",16.8,8,120.2,14.7,30.8
"Z57013","Canton","SD",4863,6.7," 5.1",14.4,5.8,114.1,-3.2,1.59999999999999
"Z57014","Centerville","SD",1337,6.59999999999999,"14.5",15.4,9.7,108.9,7.90000000000001,11.4
"Z57015","Chancellor","SD",793,4.59999999999999," 5.7",13.4,5.7,141.8,-17.5,18.8
"Z57016","Chester","SD",691,5.8," 4.6",17.9,4.2,127.6,2.90000000000001,-15
"Z57017","Colman","SD",1515,3.40000000000001," 5.5",12.5,10,122.9,-7.59999999999999,18.2
"Z57018","Colton","SD",1357,5.7," 4.7",15.8,9.4,117.9,-23.4,-3.2
"Z57020","Crooks","SD",1608,8.8," 8.9",6.40000000000001,2.4,158.3,24.4,16
"Z57022","Dell Rapids","SD",4712,6," 4.1",11.8,9.7,121.2,5.2,0
"Z57025","Elk Point","SD",3008,11.3,"12.9",23.6,7.1,100.3,25.5,1.3
"Z57026","Elkton","SD",1334,7," 5.8",9.90000000000001,9.9,120.9,-6.90000000000001,-10.9
"Z57028","Flandreau","SD",3319,12.2," 4.9",19.2,18.4,89.7,2.3,0.900000000000006
"Z57029","Freeman","SD",2037,10.8,"12.0",14.8,11.7,93.3,7.09999999999999,-3.59999999999999
"Z57030","Garretson","SD",3026,3.5," 6.7",10,4.9,145.7,5,-9.7
"Z57031","Gayville","SD",733,6," 3.7",17.9,8.8,113.2,-13.3,-10
"Z57032","Harrisburg","SD",7157,2.7," 2.8",11.1,7.4,152.8,17.2,14.6
"Z57033","Hartford","SD",5418,5.8," 2.9",9.90000000000001,3.2,150.7,29.8,13.4
"Z57034","Hudson","SD",909,16.3,"11.1",20.6,2.4,120.4,7.59999999999999,-9.5
"Z57035","Humboldt","SD",1171,4," 1.5",8.5,1.6,114.6,-6.8,7.7
"Z57036","Hurley","SD",638,4," 8.8",18.9,9.5,105.9,29.6,19
"Z57037","Irene","SD",952,11.8," 6.9",17.7,11.9,103.9,-7.7,9.7
"Z57038","Jefferson","SD",1581,7.09999999999999,"15.5",19.6,4.6,146.6,10.8,0
"Z57039","Lennox","SD",3470,6.3,"10.1",18.5,7.7,107,12.7,11.6
"Z57042","Madison","SD",9342,7.09999999999999," 3.9",17.6,17.3,98,3.90000000000001,3.40000000000001
"Z57043","Marion","SD",1362,8.09999999999999," 5.7",19.9,12.2,92.9,2.8,-6.2
"Z57045","Menno","SD",956,20.3," 6.7",15.3,11.9,71.1,14.2,0
"Z57046","Mission Hill","SD",714,4.3,"15.9",13.5,9,122.7,-55.6,-9.09999999999999
"Z57048","Montrose","SD",1139,4.2," 2.6",14.4,7.8,132.6,18.2,8.3
"Z57049","North Sioux City","SD",6058,7.2," 6.4",18.6,5.4,142.1,18.4,9.09999999999999
"Z57051","Oldham","SD",262,3.8,"15.3",12.4,3.4,101.4,-54.5,-40
"Z57053","Parker","SD",1932,6.7,"10.7",15.1,4.8,105.2,-7.90000000000001,0
"Z57054","Ramona","SD",486,10.3," 6.9",19.5,11.1,103.5,-44.8,-36.4
"Z57055","Renner","SD",986,5.2," 3.5",13.8,3.5,155.4,50,25
"Z57058","Salem","SD",2090,9.90000000000001," 5.9",14.4,8,113.5,24.7,4.8
"Z57059","Scotland","SD",1416,14.3,"16.3",14.2,9,96.5,-12,-8.90000000000001
"Z57064","Tea","SD",5579,4.40000000000001," 0.0",10.3,3,157.5,38.1,30.8
"Z57065","Trent","SD",434,5.5," 3.3",27.8,9.9,111.5,-4.5,0
"Z57066","Tyndall","SD",1538,10.5," 5.6",14.2,12.8,89,-4.2,-2.3
"Z57067","Utica","SD",471,11.5," 6.0",37.4,16.8,142.4,-42.9,-50
"Z57068","Valley Springs","SD",1408,5.59999999999999," 0.5",16.9,5.2,136.6,-7.59999999999999,9.09999999999999
"Z57069","Vermillion","SD",12013,3.59999999999999," 4.9",25,31.7,63.4,-1.8,-0.400000000000006
"Z57070","Viborg","SD",1398,17," 7.5",21.2,15.2,72.9,-7.3,-3.8
"Z57071","Volga","SD",3160,3.7," 1.5",14.1,5.5,120.1,12.6,18.5
"Z57072","Volin","SD",565,5.2," 7.5",11.5,6.7,112.8,92.9,10
"Z57073","Wakonda","SD",802,7.09999999999999,"12.5",31.3,8.7,82.8,-30.4,-22.2
"Z57075","Wentworth","SD",1046,3.8," 3.3",25.3,13.5,157.9,-3.7,20
"Z57078","Yankton","SD",19220,8.2," 5.8",27.3,15.3,91,8,2.7
"Z57103","Sioux Falls","SD",35689,12.9," 4.6",19,13.4,104,11.5,3.59999999999999
"Z57104","Sioux Falls","SD",25860,17.5," 9.6",27.7,21.5,69.7,9.8,1.40000000000001
"Z57105","Sioux Falls","SD",22710,4," 6.7",17,9.6,106,7.3,3
"Z57106","Sioux Falls","SD",43122,6.2," 5.1",14.8,10.2,113.3,9.40000000000001,9.09999999999999
"Z57107","Sioux Falls","SD",8915,10.7," 3.7",15.5,11.9,109,37.8,18.5
"Z57108","Sioux Falls","SD",19471,3," 3.5",14.3,3.1,172.7,45.4,20.5
"Z57110","Sioux Falls","SD",14662,7.40000000000001," 4.1",14.2,9.9,126.2,0.0999999999999943,17.4
"Z57201","Watertown","SD",25197,9," 3.2",13.2,10.6,94.6,0.700000000000003,1.59999999999999
"Z57212","Arlington","SD",1908,8.40000000000001,"13.1",16.4,9.3,114.9,24.7,14.9
