Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z95571,94,94,0
Z95573,1111,740,371
Z95585,318,226,92
Z95587,102,87,15
Z95589,884,464,420
Z95595,105,54,51
Z95601,82,75,7
Z95602,7487,6836,651
Z95603,12299,11598,701
Z95604,88,32,56
Z95605,5210,4939,271
Z95606,26,8,18
Z95607,216,216,0
Z95608,27460,25450,2010
Z95610,17970,17133,837
Z95612,470,440,30
Z95614,1743,1486,257
Z95615,332,260,72
Z95616,17775,17057,718
Z95618,10064,9643,421
Z95619,1991,1856,135
Z95620,6960,6556,404
Z95621,16785,16075,710
Z95623,1642,1519,123
Z95624,20222,19184,1038
Z95625,56,56,0
Z95626,2130,2057,73
Z95627,1329,1133,196
Z95628,17323,16254,1069
Z95629,429,321,108
Z95630,26852,25856,996
Z95631,2715,2392,323
Z95632,9640,9154,486
Z95633,1382,1097,285
Z95634,1511,1196,315
Z95635,538,388,150
Z95636,563,302,261
Z95637,249,189,60
Z95638,737,712,25
Z95639,78,78,0
Z95640,4440,3884,556
Z95641,1064,828,236
Z95642,3439,2724,715
Z95645,851,780,71
Z95646,741,21,720
Z95648,20074,18989,1085
Z95650,4800,4459,341
Z95651,345,297,48
Z95652,184,184,0
Z95653,166,166,0
Z95655,1514,1337,177
Z95658,2671,2520,151
Z95659,362,342,20
Z95660,11419,10699,720
Z95661,12400,11877,523
Z95662,12665,12000,665
Z95663,915,857,58
Z95664,474,443,31
Z95665,1979,1699,280
Z95666,3449,2043,1406
Z95667,16058,14400,1658
Z95668,341,320,21
Z95669,1067,812,255
Z95670,21550,20293,1257
Z95672,1901,1735,166
Z95673,5180,4847,333
Z95674,345,307,38
Z95675,201,126,75
Z95677,9384,8889,495
Z95678,16940,15892,1048
Z95679,44,44,0
Z95680,63,63,0
Z95681,499,426,73
Z95682,11693,10894,799
Z95683,2678,2594,84
Z95684,1767,1381,386
Z95685,2054,1739,315
Z95686,405,357,48
Z95687,23008,21702,1306
Z95688,13557,12779,778
Z95689,819,461,358
Z95690,953,768,185
Z95691,13666,13013,653
Z95692,1727,1596,131
Z95693,2639,2334,305
Z95694,3498,3392,106
Z95695,15138,14252,886
Z95697,150,150,0
Z95698,81,81,0
Z95699,108,64,44
Z95701,503,329,174
Z95703,470,461,9
Z95709,1992,1807,185
Z95713,4285,3826,459
Z95714,340,171,169
Z95715,120,53,67
Z95717,124,90,34
Z95720,385,33,352
Z95721,385,13,372
Z95722,2036,1869,167
Z95724,22,0,22
Z95726,4609,3361,1248
Z95728,1232,230,1002
Z95735,385,7,378
Z95736,84,67,17
Z95742,2998,2909,89
Z95746,8290,8078,212
Z95747,21329,20332,997
Z95757,12721,12097,624
Z95758,21537,20585,952
Z95762,13677,13271,406
Z95765,12622,12344,278
Z95776,7395,6799,596
Z95811,4567,4055,512
Z95814,6473,5179,1294
Z95815,10050,8844,1206
Z95816,10754,9855,899
Z95817,6563,5909,654
Z95818,10092,9527,565
Z95819,8095,7745,350
Z95820,13440,12419,1021
Z95821,16081,14367,1714
Z95822,16890,15695,1195
Z95823,24395,22782,1613
Z95824,9720,8981,739
Z95825,17067,15274,1793
Z95826,16261,14967,1294
Z95827,7677,7170,507
Z95828,18850,17841,1009
Z95829,8106,7774,332
Z95830,326,275,51
Z95831,19429,18084,1345
Z95832,3105,2886,219
Z95833,15341,14369,972
Z95834,10142,9270,872
Z95835,13891,13019,872
Z95837,171,153,18
Z95838,11724,10722,1002
Z95841,8634,7640,994
Z95842,11931,11211,720
Z95843,14670,14205,465
Z95864,9956,9368,588
Z95901,12691,11428,1263
Z95903,546,432,114
Z95910,93,38,55
Z95912,1533,1388,145
Z95914,358,278,80
Z95915,10,10,0
Z95916,933,541,392
Z95917,1129,1068,61
Z95918,993,934,59
Z95919,715,607,108
Z95920,123,67,56
Z95922,394,312,82
Z95923,112,5,107
Z95925,147,95,52
Z95926,16929,15013,1916
Z95928,16023,13839,2184
Z95930,73,47,26
Z95932,3121,2768,353
Z95934,220,157,63
Z95935,298,237,61
Z95936,274,111,163
Z95937,530,443,87
Z95938,1710,1513,197
Z95939,337,187,150
Z95941,182,134,48
Z95942,1009,476,533
Z95943,399,326,73
Z95944,56,14,42
Z95945,12568,11300,1268
Z95946,4647,4109,538
Z95947,906,749,157
Z95948,4237,3717,520
Z95949,8977,8133,844
Z95950,153,153,0
Z95951,808,721,87
Z95953,3287,3002,285
Z95954,5888,5017,871
Z95955,544,495,49
Z95956,477,172,305
Z95957,361,341,20
Z95959,8235,7270,965
Z95960,362,342,20
Z95961,9154,8428,726
Z95962,782,646,136
Z95963,5889,5230,659
Z95965,7888,6967,921
Z95966,13044,11552,1492
Z95968,547,510,37
Z95969,12950,11349,1601
Z95970,262,183,79
Z95971,2878,2526,352
Z95973,14405,13474,931
Z95974,15,15,0
Z95975,809,702,107
Z95977,687,604,83
Z95978,36,36,0
Z95979,438,278,160
Z95981,364,45,319
Z95982,1308,1236,72
Z95983,381,233,148
Z95984,42,31,11
Z95986,76,24,52
Z95987,1968,1797,171
Z95988,3519,3137,382
Z95991,15252,14376,876
Z95993,12416,11628,788
Z96001,14761,13397,1364
Z96002,13508,12468,1040
Z96003,19462,17716,1746
Z96006,210,122,88
Z96007,9729,8969,760
Z96008,490,393,97
Z96009,242,146,96
Z96010,140,74,66
Z96011,163,72,91
Z96013,2115,1718,397
Z96014,160,71,89
Z96015,132,110,22
Z96016,328,222,106
Z96017,190,79,111
Z96019,4200,3859,341
Z96020,1961,936,1025
Z96021,6428,5612,816
Z96022,6709,6332,377
Z96023,568,462,106
Z96024,651,425,226
Z96025,1532,1034,498
Z96027,1211,1046,165
Z96028,836,581,255
Z96029,66,58,8
Z96031,128,54,74
Z96032,1130,890,240
Z96033,279,248,31
Z96034,190,142,48
Z96035,1288,1140,148
Z96037,95,66,29
Z96038,301,262,39
Z96039,701,529,172
Z96040,277,174,103
Z96041,1792,1231,561
Z96044,601,420,181
Z96046,193,81,112
Z96047,440,348,92
Z96048,397,283,114
Z96049,48,20,28
Z96050,301,208,93
Z96051,835,552,283
Z96052,958,607,351
Z96054,158,119,39
Z96055,1785,1570,215
Z96056,814,647,167
Z96057,1044,611,433
Z96058,411,276,135
Z96059,340,281,59
Z96061,194,13,181
Z96062,476,438,38
Z96063,390,102,288
Z96064,2425,1975,450
Z96065,277,177,100
Z96067,4036,3361,675
Z96068,79,44,35
Z96069,452,353,99
Z96071,144,45,99
Z96073,1543,1489,54
Z96074,70,56,14
Z96075,215,119,96
Z96076,137,45,92
Z96080,12150,10772,1378
Z96084,340,235,105
Z96085,53,30,23
Z96086,214,163,51
Z96087,317,283,34
Z96088,2541,1814,727
Z96090,202,176,26
Z96091,872,270,602
Z96092,183,160,23
Z96093,1905,1587,318
Z96094,3200,2620,580
Z96096,346,297,49
Z96097,4937,4401,536
Z96101,2887,2334,553
Z96103,2154,743,1411
Z96104,410,265,145
Z96105,214,25,189
Z96106,415,116,299
Z96107,774,523,251
Z96108,94,5,89
Z96109,725,475,250
Z96110,90,69,21
Z96111,85,27,58
Z96112,183,89,94
Z96113,469,377,92
Z96114,1505,1401,104
Z96115,116,63,53
Z96116,199,71,128
Z96117,138,96,42
Z96118,752,630,122
Z96119,88,51,37
Z96120,663,341,322
Z96121,141,129,12
Z96122,2492,1548,944
Z96123,46,13,33
Z96124,378,187,191
Z96125,488,127,361
Z96126,113,33,80
Z96128,405,354,51
Z96129,193,62,131
Z96130,6813,5378,1435
Z96132,115,41,74
Z96133,120,90,30
Z96134,1251,914,337
Z96135,36,15,21
Z96136,64,44,20
Z96137,4213,1741,2472
Z96140,1600,379,1221
Z96141,1658,263,1395
Z96142,2117,318,1799
Z96143,3163,1541,1622
Z96145,4855,1231,3624
Z96146,1810,386,1424
Z96148,714,272,442
Z96150,23401,11282,12119
Z96155,147,0,147
Z96161,17338,7207,10131
Z96701,13903,13001,902
Z96703,865,615,250
Z96704,3114,2541,573
Z96705,808,721,87
Z96706,19279,18042,1237
Z96707,13531,12340,1191
Z96708,4252,3699,553
Z96710,221,127,94
Z96712,3152,2584,568
Z96713,771,508,263
Z96714,914,305,609
Z96716,956,867,89
Z96717,1805,1379,426
Z96719,678,595,83
Z96720,18851,16392,2459
Z96722,2651,1041,1610
Z96725,1440,1116,324
Z96726,248,196,52
Z96727,1747,1452,295
Z96728,240,196,44
Z96729,373,343,30
Z96730,574,470,104
Z96731,1146,720,426
Z96732,7767,6959,808
Z96734,16901,16187,714
Z96737,2650,1587,1063
Z96738,4664,2439,2225
Z96740,17973,12521,5452
Z96741,2439,1972,467
Z96742,98,54,44
Z96743,5943,4072,1871
Z96744,17190,16438,752
Z96746,8150,6585,1565
Z96747,225,225,0
Z96748,2055,1574,481
Z96749,6744,6113,631
Z96750,1417,1231,186
Z96751,47,24,23
Z96752,1367,1020,347
Z96753,18655,10977,7678
Z96754,1593,1272,321
Z96755,1241,964,277
Z96756,3389,1993,1396
Z96757,308,243,65
Z96759,91,91,0
Z96760,1253,1072,181
Z96761,11919,7491,4428
Z96762,1159,976,183
Z96763,1524,1197,327
Z96764,351,228,123
Z96765,241,241,0
Z96766,5552,4799,753
Z96768,6923,6214,709
Z96769,140,101,39
Z96770,721,240,481
Z96771,3262,2541,721
Z96772,1028,761,267
Z96773,71,59,12
Z96774,102,79,23
Z96776,579,483,96
Z96777,574,481,93
Z96778,6832,5293,1539
Z96779,1264,944,320
Z96780,345,242,103
Z96781,581,523,58
Z96782,11892,11530,362
Z96783,816,631,185
Z96785,1691,1113,578
Z96786,14416,13428,988
Z96789,18475,17974,501
Z96790,3801,3420,381
Z96791,2629,2305,324
Z96792,13349,11385,1964
Z96793,10782,9612,1170
Z96795,2494,2407,87
Z96796,901,624,277
Z96797,19788,19052,736
Z96813,10624,9549,1075
Z96814,11759,9719,2040
Z96815,22350,14233,8117
Z96816,18952,17169,1783
Z96817,20323,19071,1252
Z96818,19148,18087,1061
Z96819,12553,11959,594
Z96821,6988,6427,561
Z96822,19636,18077,1559
Z96825,11202,10517,685
Z96826,15930,14485,1445
Z96850,0,0,0
Z96853,0,0,0
Z96857,0,0,0
Z96859,0,0,0
Z96860,0,0,0
Z96863,0,0,0
Z97001,143,52,91
Z97002,2318,2136,182
Z97004,1634,1615,19
Z97005,11120,10454,666
Z97006,25874,24536,1338
Z97007,25894,25043,851
Z97008,12307,11512,795
Z97009,3094,2847,247
Z97011,470,287,183
Z97013,8484,8217,267
Z97014,693,514,179
Z97015,8333,7917,416
Z97016,3016,2607,409
Z97017,1048,938,110
Z97018,954,913,41
Z97019,1335,1255,80
Z97020,363,342,21
Z97021,576,439,137
Z97022,1213,1112,101
Z97023,4084,3732,352
Z97024,4499,4259,240
Z97026,1275,1196,79
Z97027,5142,4886,256
Z97028,571,60,511
Z97029,144,120,24
Z97030,15197,14481,716
Z97031,7786,6887,899
Z97032,1622,1588,34
Z97033,66,44,22
Z97034,8504,8058,446
Z97035,11240,10603,637
Z97037,623,436,187
Z97038,5869,5688,181
Z97039,260,230,30
Z97040,656,444,212
Z97041,1011,820,191
Z97042,1213,1160,53
Z97045,20426,19419,1007
Z97048,2893,2561,332
Z97049,2090,782,1308
Z97050,134,119,15
Z97051,6187,5580,607
Z97053,1323,1236,87
Z97054,678,622,56
Z97055,7170,6588,582
Z97056,4761,4560,201
Z97057,6,4,2
Z97058,8301,7610,691
Z97060,7797,7587,210
Z97062,11649,11209,440
Z97063,901,525,376
Z97064,1549,1268,281
Z97065,334,291,43
Z97067,1595,1104,491
Z97068,11283,10875,408
Z97070,9499,8970,529
Z97071,10084,9118,966
Z97080,15386,14687,699
Z97086,10434,9983,451
Z97089,4569,4338,231
Z97101,1401,1248,153
Z97102,366,78,288
Z97103,8294,7349,945
Z97106,1678,1536,142
Z97107,804,615,189
Z97108,181,174,7
Z97109,205,200,5
Z97110,1235,514,721
Z97111,1344,1204,140
Z97112,1216,757,459
Z97113,4364,4104,260
Z97114,1743,1560,183
Z97115,1296,1296,0
Z97116,9583,9002,581
Z97117,241,222,19
Z97118,532,350,182
Z97119,1739,1612,127
Z97121,675,592,83
Z97122,304,198,106
Z97123,15806,15094,712
Z97124,20936,19491,1445
Z97125,58,38,20
Z97127,1299,1103,196
Z97128,14460,13330,1130
Z97130,1370,202,1168
Z97131,2164,1080,1084
Z97132,10616,9921,695
Z97133,1598,1453,145
Z97134,447,139,308
Z97135,1215,390,825
Z97136,2924,798,2126
Z97137,455,426,29
Z97138,7254,4292,2962
Z97140,9039,8807,232
Z97141,6123,4946,1177
Z97144,46,46,0
Z97145,640,224,416
Z97146,2712,2270,442
Z97147,234,159,75
Z97148,1335,1186,149
Z97149,853,253,600
Z97201,9468,8564,904
Z97202,18704,18011,693
Z97203,12251,11630,621
Z97204,425,404,21
Z97205,5453,4935,518
Z97206,20613,19632,981
Z97208,0,0,0
Z97209,12240,10744,1496
Z97210,6954,6369,585
Z97211,13216,12575,641
Z97212,10934,10451,483
Z97213,14060,13600,460
Z97214,12533,11740,793
Z97215,7791,7489,302
Z97216,6545,6212,333
Z97217,14795,13812,983
Z97218,5968,5591,377
Z97219,17308,16628,680
Z97220,11831,11291,540
Z97221,5302,5082,220
Z97222,16208,15259,949
Z97223,19621,18580,1041
Z97224,14719,14237,482
Z97225,11689,11173,516
Z97227,2075,1968,107
Z97229,24016,23046,970
Z97230,16224,15198,1026
Z97231,1851,1649,202
Z97232,6491,6219,272
Z97233,13988,12983,1005
Z97236,13498,12637,861
Z97239,8867,8023,844
Z97266,12803,12085,718
Z97267,13097,12526,571
Z97301,19273,17799,1474
Z97302,16595,15617,978
Z97303,14949,14254,695
Z97304,12211,11360,851
Z97305,14807,13648,1159
Z97306,11835,11511,324
Z97317,8106,7835,271
Z97321,10721,9908,813
Z97322,14176,13389,787
Z97324,575,472,103
Z97325,2565,2487,78
Z97326,495,429,66
Z97327,1281,1120,161
Z97329,73,56,17
Z97330,18691,17021,1670
Z97331,12,12,0
Z97333,9761,8808,953
Z97338,7839,7475,364
Z97341,2435,1274,1161
Z97342,540,95,445
Z97343,126,80,46
Z97344,460,424,36
Z97345,246,178,68
Z97346,415,380,35
Z97347,822,731,91
Z97348,670,631,39
Z97350,178,104,74
Z97351,3743,3332,411
Z97352,2345,2149,196
Z97355,12078,11076,1002
Z97357,134,92,42
Z97358,1243,1004,239
Z97360,993,928,65
Z97361,4578,4314,264
Z97362,1609,1433,176
Z97364,371,344,27
Z97365,6041,4921,1120
Z97366,955,631,324
Z97367,7323,4311,3012
Z97368,1968,1483,485
Z97369,410,85,325
Z97370,3558,3261,297
Z97371,291,184,107
Z97373,0,0,0
Z97374,2151,2049,102
Z97375,546,473,73
Z97376,802,633,169
Z97377,300,229,71
Z97378,2763,2448,315
Z97380,1212,1158,54
Z97381,5848,5381,467
Z97383,3701,3422,279
Z97384,0,0,0
Z97385,1546,1405,141
Z97386,5537,5159,378
Z97388,1165,368,797
Z97389,645,622,23
Z97390,426,289,137
Z97391,2228,1891,337
Z97392,2283,2182,101
Z97394,3383,1993,1390
Z97396,1253,1112,141
Z97401,20703,18783,1920
Z97402,21559,20747,812
Z97403,4232,3795,437
Z97404,13395,12879,516
Z97405,20128,19249,879
Z97406,91,26,65
Z97408,5191,5069,122
Z97410,397,374,23
Z97411,4220,3363,857
Z97412,324,186,138
Z97413,779,443,336
Z97414,146,126,20
Z97415,7691,6627,1064
Z97416,447,413,34
Z97417,1204,1052,152
Z97419,586,568,18
Z97420,12581,11008,1573
Z97423,3057,2705,352
Z97424,7598,7117,481
Z97426,4174,3853,321
Z97429,405,338,67
Z97430,224,181,43
Z97431,963,869,94
Z97434,340,317,23
Z97435,1003,923,80
Z97436,483,387,96
Z97437,1038,1007,31
Z97438,481,367,114
Z97439,8818,7064,1754
Z97441,184,113,71
Z97442,954,872,82
Z97443,843,762,81
Z97444,2989,2276,713
Z97446,1747,1629,118
Z97447,482,355,127
Z97448,5241,4910,331
Z97449,1578,889,689
Z97450,328,240,88
Z97451,152,147,5
Z97452,697,663,34
Z97453,485,401,84
Z97454,628,579,49
Z97455,1017,1001,16
Z97456,1202,1066,136
Z97457,4346,3833,513
Z97458,2323,1928,395
Z97459,6138,5527,611
Z97461,253,245,8
Z97462,1761,1540,221
Z97463,2074,1730,344
Z97465,1448,1228,220
Z97466,442,371,71
Z97467,2689,2253,436
Z97469,1131,1036,95
Z97470,9239,8545,694
Z97471,13374,12187,1187
Z97473,222,137,85
Z97476,103,57,46
Z97477,16236,15523,713
Z97478,15126,14109,1017
Z97479,4350,3787,563
Z97480,213,140,73
Z97481,297,256,41
Z97484,132,114,18
Z97486,407,259,148
Z97487,3133,3037,96
Z97488,590,456,134
Z97489,472,383,89
Z97490,155,120,35
Z97492,317,285,32
Z97493,203,147,56
Z97494,14,14,0
Z97495,642,611,31
Z97496,2892,2700,192
Z97497,714,669,45
Z97498,1764,849,915
Z97499,880,760,120
Z97501,18226,16887,1339
Z97502,11570,10710,860
Z97503,4075,3672,403
Z97504,19534,17922,1612
Z97520,12650,11368,1282
Z97522,297,221,76
Z97523,3114,2685,429
Z97524,5737,5157,580
Z97525,2132,1903,229
Z97526,15697,14608,1089
Z97527,15371,13871,1500
Z97530,3613,3077,536
Z97531,239,239,0
Z97532,1043,1002,41
Z97534,420,188,232
Z97535,2614,2444,170
Z97536,578,437,141
Z97537,3715,3376,339
Z97538,1020,825,195
Z97539,1720,1551,169
Z97540,3662,3480,182
Z97541,678,514,164
Z97543,387,301,86
Z97544,1004,907,97
Z97601,11243,9305,1938
Z97603,12810,11778,1032
Z97604,16,16,0
Z97620,120,75,45
Z97621,92,64,28
Z97622,225,214,11
Z97623,1191,1026,165
Z97624,2310,1517,793
Z97625,106,97,9
Z97626,169,87,82
Z97627,378,351,27
Z97630,2467,2199,268
Z97632,555,479,76
Z97633,633,546,87
Z97634,88,88,0
Z97635,236,155,81
Z97636,239,212,27
Z97637,74,39,35
Z97638,355,237,118
Z97639,328,307,21
Z97640,114,58,56
Z97641,810,544,266
Z97701,28411,25948,2463
Z97702,18777,16790,1987
Z97707,7791,2656,5135
Z97710,103,75,28
Z97711,43,34,9
Z97712,9,9,0
Z97720,2354,1852,502
Z97721,190,143,47
Z97722,41,24,17
Z97730,523,140,383
Z97731,170,126,44
Z97732,59,53,6
Z97733,1114,198,916
Z97734,1676,1011,665
Z97735,132,65,67
Z97736,98,48,50
Z97737,376,248,128
Z97738,759,692,67
Z97739,6438,4778,1660
Z97741,4655,4127,528
Z97750,259,181,78
Z97751,136,29,107
Z97752,63,32,31
Z97753,1061,861,200
Z97754,8913,8036,877
Z97756,15386,13342,2044
Z97758,75,53,22
Z97759,4706,2489,2217
Z97760,3438,2769,669
Z97761,1124,1015,109
Z97801,8523,7963,560
Z97810,416,324,92
Z97812,437,333,104
Z97813,543,446,97
Z97814,6187,5516,671
Z97817,44,16,28
Z97818,1327,1253,74
Z97819,28,16,12
Z97820,629,439,190
Z97823,599,481,118
Z97824,736,693,43
Z97825,174,140,34
Z97826,417,366,51
Z97827,1292,1014,278
Z97828,1575,1309,266
Z97830,469,359,110
Z97833,460,398,62
Z97834,727,402,325
Z97835,140,130,10
Z97836,1134,814,320
Z97837,53,32,21
Z97838,9630,9042,588
Z97839,163,99,64
Z97840,94,66,28
Z97841,199,198,1
Z97842,120,68,52
Z97843,306,243,63
Z97844,1489,1346,143
Z97845,1347,1134,213
Z97846,1427,941,486
Z97848,114,88,26
Z97850,7422,6651,771
Z97856,279,162,117
Z97857,269,222,47
Z97859,151,31,120
Z97862,4814,4321,493
Z97864,173,101,72
Z97865,643,540,103
Z97867,374,300,74
Z97868,860,758,102
Z97869,549,405,144
Z97870,342,254,88
Z97873,155,83,72
Z97874,232,143,89
Z97875,1030,974,56
Z97876,386,348,38
Z97877,584,148,436
Z97880,262,111,151
Z97882,2148,1878,270
Z97883,1071,928,143
Z97884,148,68,80
Z97885,681,542,139
Z97886,777,477,300
Z97901,332,247,85
Z97903,104,76,28
Z97904,119,90,29
Z97905,110,85,25
Z97906,147,110,37
Z97907,314,215,99
Z97908,80,29,51
Z97909,29,29,0
Z97910,366,227,139
Z97911,68,34,34
Z97913,2055,1802,253
Z97914,6470,5985,485
Z97918,1805,1624,181
Z97920,114,104,10
Z98001,11853,11109,744
Z98002,13738,12687,1051
Z98003,19289,17791,1498
Z98004,17462,15518,1944
Z98005,8146,7507,639
Z98006,13727,13188,539
Z98007,11154,10501,653
Z98008,9357,9016,341
Z98010,2023,1913,110
Z98011,13329,12725,604
Z98012,21804,20799,1005
Z98014,2760,2611,149
Z98019,4391,4118,273
Z98020,9211,8728,483
Z98021,10666,10399,267
Z98022,9214,8533,681
Z98023,18530,17560,970
Z98024,2174,1986,188
Z98026,15406,14335,1071
Z98027,11360,10847,513
Z98028,8536,8027,509
Z98029,11144,10549,595
Z98030,12484,11726,758
Z98031,12676,12125,551
Z98032,14675,13411,1264
Z98033,16640,15592,1048
Z98034,18001,17282,719
Z98036,14694,14258,436
Z98037,10815,10204,611
Z98038,12545,12012,533
Z98039,1266,1087,179
Z98040,10179,9583,596
Z98042,16573,15784,789
Z98043,8557,8155,402
Z98045,5848,5600,248
Z98047,2475,2253,222
Z98050,33,33,0
Z98051,1323,1312,11
Z98052,26354,24782,1572
Z98053,8377,7876,501
Z98055,9457,8884,573
Z98056,13893,13415,478
Z98057,6440,5852,588
Z98058,16692,15893,799
Z98059,13637,13217,420
Z98065,4953,4713,240
Z98068,906,110,796
Z98070,5798,4757,1041
Z98072,9217,8723,494
Z98074,9070,8778,292
Z98075,7595,7369,226
Z98077,4923,4806,117
Z98087,12911,12175,736
Z98092,16100,15241,859
Z98101,9173,7911,1262
Z98102,15038,14390,648
Z98103,24340,22936,1404
Z98104,7999,7277,722
Z98105,16374,15274,1100
Z98106,10747,10119,628
Z98107,12707,12128,579
Z98108,8612,8057,555
Z98109,15202,14006,1196
Z98110,10374,9475,899
Z98112,10930,10382,548
Z98115,22085,21079,1006
Z98116,12313,11541,772
Z98117,14220,13813,407
Z98118,17060,16043,1017
Z98119,12166,11643,523
Z98121,10259,9245,1014
Z98122,17551,16673,878
Z98125,18882,17836,1046
Z98126,10242,9544,698
Z98133,22049,20759,1290
Z98134,189,161,28
Z98136,7483,7194,289
Z98144,13211,12303,908
Z98146,10239,9434,805
Z98148,4634,4260,374
Z98154,0,0,0
Z98155,13838,13363,475
Z98158,0,0,0
Z98164,140,81,59
Z98166,8765,8379,386
Z98168,12139,11522,617
Z98174,0,0,0
Z98177,8212,7797,415
Z98178,9752,8922,830
Z98188,10041,9610,431
Z98195,0,0,0
Z98198,14123,13126,997
Z98199,9920,9173,747
Z98201,13979,12550,1429
Z98203,14282,13335,947
Z98204,17799,16380,1419
Z98205,4959,4494,465
Z98207,0,0,0
Z98208,20769,19747,1022
Z98220,235,235,0
Z98221,11010,9050,1960
Z98222,165,29,136
Z98223,16123,14887,1236
Z98224,340,153,187
Z98225,20826,19376,1450
Z98226,17900,16114,1786
Z98229,13868,12236,1632
Z98230,8665,6582,2083
Z98232,1839,1624,215
Z98233,6111,5747,364
Z98235,35,35,0
Z98236,3330,2606,724
Z98237,2130,1640,490
Z98238,5,5,0
Z98239,3740,3065,675
Z98240,1171,1087,84
Z98241,1081,854,227
Z98243,544,251,293
Z98244,2359,1229,1130
Z98245,2759,1892,867
Z98247,3439,3278,161
Z98248,8808,8284,524
Z98249,3174,2051,1123
Z98250,5713,3535,2178
Z98251,2221,1796,425
Z98252,3949,3409,540
Z98253,1511,913,598
Z98255,98,66,32
Z98256,422,201,221
Z98257,2081,1713,368
Z98258,11414,10847,567
Z98260,3172,2499,673
Z98261,2301,1247,1054
Z98262,962,469,493
Z98263,29,29,0
Z98264,7697,6970,727
Z98266,1490,1354,136
Z98267,436,257,179
Z98270,17693,16970,723
Z98271,11046,10133,913
Z98272,9245,8535,710
Z98273,11346,10549,797
Z98274,7635,6401,1234
Z98275,8377,7900,477
Z98276,214,204,10
Z98277,17043,15632,1411
Z98278,0,0,0
Z98279,645,324,321
Z98280,512,235,277
Z98281,2152,646,1506
Z98282,8624,6359,2265
Z98283,311,172,139
