Zip_Code,Housing_Units,Occupied_Units,Vacant_Units
Z42369,134,104,30
Z42370,19,0,19
Z42371,258,207,51
Z42372,822,694,128
Z42374,119,111,8
Z42376,2453,2266,187
Z42378,1065,1028,37
Z42404,1206,1076,130
Z42406,1462,1261,201
Z42408,3141,2617,524
Z42409,1036,939,97
Z42410,770,600,170
Z42411,852,654,198
Z42413,1357,1278,79
Z42420,17160,15800,1360
Z42431,12431,10891,1540
Z42436,454,418,36
Z42437,3380,3104,276
Z42440,381,349,32
Z42441,750,623,127
Z42442,1417,1193,224
Z42445,5310,4522,788
Z42450,2005,1604,401
Z42451,421,341,80
Z42452,886,861,25
Z42453,266,229,37
Z42455,1261,1132,129
Z42456,615,563,52
Z42458,389,376,13
Z42459,1891,1665,226
Z42461,622,543,79
Z42462,402,344,58
Z42463,51,48,3
Z42464,857,739,118
Z42501,8650,7279,1371
Z42503,10438,9401,1037
Z42516,244,204,40
Z42518,2096,1190,906
Z42519,2604,1200,1404
Z42528,647,561,86
Z42533,346,331,15
Z42539,4675,4025,650
Z42541,293,265,28
Z42544,4060,2446,1614
Z42553,2244,1924,320
Z42565,327,223,104
Z42566,265,249,16
Z42567,2640,2394,246
Z42602,5524,3835,1689
Z42603,35,35,0
Z42629,3068,2081,987
Z42631,45,45,0
Z42633,9874,7583,2291
Z42634,672,530,142
Z42635,1441,1281,160
Z42638,72,72,0
Z42642,6267,4967,1300
Z42647,1850,1519,331
Z42649,1298,1165,133
Z42653,1999,1601,398
Z42701,21628,19699,1929
Z42712,679,554,125
Z42713,779,637,142
Z42715,182,94,88
Z42716,807,625,182
Z42717,3613,2713,900
Z42718,10676,9517,1159
Z42721,1737,1313,424
Z42722,241,230,11
Z42724,1830,1585,245
Z42726,3417,1969,1448
Z42728,7317,6080,1237
Z42729,1400,603,797
Z42731,68,53,15
Z42732,894,753,141
Z42733,580,486,94
Z42740,884,720,164
Z42741,237,212,25
Z42743,4370,3705,665
Z42746,866,798,68
Z42748,3787,3267,520
Z42749,2150,1973,177
Z42753,336,238,98
Z42754,7458,5997,1461
Z42757,1224,1053,171
Z42758,40,40,0
Z42762,210,139,71
Z42764,280,232,48
Z42765,2918,2486,432
Z42776,1164,1022,142
Z42782,491,414,77
Z42784,1185,964,221
Z42788,159,138,21
Z43001,1086,1035,51
Z43002,1659,1567,92
Z43003,1071,930,141
Z43004,9314,9074,240
Z43005,69,43,26
Z43006,300,223,77
Z43008,1364,1042,322
Z43009,747,713,34
Z43010,137,130,7
Z43011,2852,2651,201
Z43013,478,469,9
Z43014,1460,1295,165
Z43015,20326,19238,1088
Z43016,14399,13978,421
Z43017,14865,14255,610
Z43019,3485,3358,127
Z43021,3763,3643,120
Z43022,1295,1089,206
Z43023,4157,3997,160
Z43025,2681,2325,356
Z43026,22715,21992,723
Z43028,3974,3079,895
Z43029,195,161,34
Z43030,89,49,40
Z43031,5379,4755,624
Z43032,60,60,0
Z43033,168,155,13
Z43035,9028,8695,333
Z43036,113,107,6
Z43037,183,173,10
Z43040,11819,11133,686
Z43044,2121,1959,162
Z43045,738,633,105
Z43046,1847,1482,365
Z43050,12291,11309,982
Z43054,8871,8467,404
Z43055,26803,24665,2138
Z43056,7354,6915,439
Z43060,1034,961,73
Z43061,1535,1489,46
Z43062,10886,10143,743
Z43064,5147,4921,226
Z43065,14738,14113,625
Z43066,560,560,0
Z43067,459,422,37
Z43068,22356,21206,1150
Z43070,39,39,0
Z43071,953,805,148
Z43072,2259,2092,167
Z43074,4495,4253,242
Z43076,4189,3623,566
Z43077,121,115,6
Z43078,9274,8407,867
Z43080,2104,1866,238
Z43081,24515,23195,1320
Z43082,11607,11316,291
Z43084,307,298,9
Z43085,10504,10211,293
Z43101,162,141,21
Z43102,1811,1664,147
Z43103,4294,4014,280
Z43105,3045,2922,123
Z43106,709,640,69
Z43107,1271,1165,106
Z43109,40,40,0
Z43110,14378,13253,1125
Z43111,131,131,0
Z43112,1629,1486,143
Z43113,9806,8980,826
Z43115,583,522,61
Z43116,493,466,27
Z43117,35,35,0
Z43119,10416,9943,473
Z43123,25373,23044,2329
Z43125,5947,5403,544
Z43126,181,159,22
Z43127,84,56,28
Z43128,972,873,99
Z43130,25292,23375,1917
Z43135,1938,1729,209
Z43136,219,195,24
Z43137,844,637,207
Z43138,8457,7480,977
Z43140,8299,7645,654
Z43142,76,69,7
Z43143,2375,2213,162
Z43144,203,166,37
Z43145,691,607,84
Z43146,3455,3243,212
Z43147,14351,13664,687
Z43148,852,795,57
Z43149,1356,1067,289
Z43150,874,811,63
Z43151,82,68,14
Z43152,439,291,148
Z43153,405,341,64
Z43154,1267,1139,128
Z43155,1287,991,296
Z43156,96,82,14
Z43157,227,217,10
Z43158,102,102,0
Z43160,10016,9143,873
Z43162,2679,2595,84
Z43164,806,730,76
Z43201,15115,11508,3607
Z43202,10551,9707,844
Z43203,4912,3429,1483
Z43204,19255,15560,3695
Z43205,7271,5205,2066
Z43206,12275,9783,2492
Z43207,20172,17185,2987
Z43209,12594,11566,1028
Z43210,387,279,108
Z43211,10527,8079,2448
Z43212,11156,9693,1463
Z43213,15665,13916,1749
Z43214,13162,12323,839
Z43215,9281,8170,1111
Z43217,864,767,97
Z43219,12401,10867,1534
Z43220,12754,11857,897
Z43221,13903,13150,753
Z43222,1838,1307,531
Z43223,11017,8524,2493
Z43224,18876,16274,2602
Z43227,10291,8841,1450
Z43228,23752,21228,2524
Z43229,22243,20011,2232
Z43230,22879,22120,759
Z43231,8627,7812,815
Z43232,20267,17430,2837
Z43235,18929,17941,988
Z43240,1994,1826,168
Z43302,22811,20046,2765
Z43310,1495,1297,198
Z43311,8410,7721,689
Z43314,1399,1128,271
Z43315,2700,2517,183
Z43316,2558,2416,142
Z43317,49,44,5
Z43318,1897,1758,139
Z43319,421,421,0
Z43320,719,695,24
Z43321,132,124,8
Z43322,166,157,9
Z43323,313,304,9
Z43324,2257,1182,1075
Z43326,5771,5161,610
Z43330,41,41,0
Z43331,3596,2247,1349
Z43332,818,715,103
Z43333,417,293,124
Z43334,2570,2334,236
Z43336,0,0,0
Z43337,421,398,23
Z43338,4405,3790,615
Z43340,649,588,61
Z43341,484,472,12
Z43342,1340,1216,124
Z43343,536,464,72
Z43344,2381,2116,265
Z43345,298,264,34
Z43347,583,553,30
Z43348,1493,758,735
Z43351,4799,4578,221
Z43356,482,449,33
Z43357,1717,1589,128
Z43358,1085,1025,60
Z43359,297,286,11
Z43360,758,673,85
Z43402,14954,13512,1442
Z43403,0,0,0
Z43406,771,698,73
Z43407,285,263,22
Z43408,143,126,17
Z43410,4461,4058,403
Z43412,1962,1895,67
Z43413,614,562,52
Z43416,1208,1075,133
Z43420,13794,12535,1259
Z43430,1990,1884,106
Z43431,1784,1610,174
Z43432,421,421,0
Z43433,31,10,21
Z43434,46,41,5
Z43435,512,500,12
Z43437,194,183,11
Z43438,845,76,769
Z43439,52,27,25
Z43440,6460,2403,4057
Z43442,493,455,38
Z43443,740,734,6
Z43445,507,442,65
Z43446,430,69,361
Z43447,1433,1422,11
Z43449,4196,3286,910
Z43450,1429,1341,88
Z43451,430,371,59
Z43452,10297,6138,4159
Z43456,1003,254,749
Z43457,538,502,36
Z43458,211,164,47
Z43460,3001,2817,184
Z43462,443,425,18
Z43463,32,9,23
Z43464,647,412,235
Z43465,2449,2366,83
Z43466,974,891,83
Z43467,32,32,0
Z43468,116,116,0
Z43469,1275,1141,134
Z43501,378,319,59
Z43502,2626,2407,219
Z43504,536,500,36
Z43505,49,38,11
Z43506,7001,6312,689
Z43511,436,400,36
Z43512,12529,11269,1260
Z43515,3439,3213,226
Z43516,1186,1046,140
Z43517,1514,1485,29
Z43518,1104,1047,57
Z43519,80,80,0
Z43521,1310,1205,105
Z43522,1280,1142,138
Z43523,15,0,15
Z43524,530,459,71
Z43525,467,437,30
Z43526,2439,2234,205
Z43527,965,811,154
Z43528,6525,6284,241
Z43529,102,87,15
Z43531,57,57,0
Z43532,1627,1499,128
Z43533,657,637,20
Z43534,726,625,101
Z43535,338,326,12
Z43536,205,181,24
Z43537,11532,10951,581
Z43540,679,638,41
Z43541,76,66,10
Z43542,1421,1283,138
Z43543,3528,3185,343
Z43545,6107,5795,312
Z43547,182,133,49
Z43548,290,258,32
Z43549,505,497,8
Z43551,15775,15048,727
Z43553,74,74,0
Z43554,1143,1102,41
Z43555,103,103,0
Z43556,754,725,29
Z43557,1022,907,115
Z43558,5293,5011,282
Z43560,12468,11931,537
Z43565,208,184,24
Z43566,3106,2910,196
Z43567,5316,4916,400
Z43569,1318,1184,134
Z43570,1366,1278,88
Z43571,2711,2573,138
Z43604,5354,4282,1072
Z43605,12479,10120,2359
Z43606,11677,9959,1718
Z43607,12222,9595,2627
Z43608,7244,5213,2031
Z43609,11347,9045,2302
Z43610,2523,1758,765
Z43611,9007,7855,1152
Z43612,13964,11888,2076
Z43613,15020,13461,1559
Z43614,14743,13737,1006
Z43615,19537,17856,1681
Z43616,9065,8553,512
Z43617,2922,2688,234
Z43619,3385,3187,198
Z43620,3358,2562,796
Z43623,9836,9242,594
Z43701,25192,22880,2312
Z43711,15,15,0
Z43713,3351,2932,419
Z43716,1099,755,344
Z43717,94,69,25
Z43718,1412,1288,124
Z43719,1204,983,221
Z43720,630,463,167
Z43721,20,20,0
Z43722,175,136,39
Z43723,2080,1901,179
Z43724,3215,2888,327
Z43725,9549,8085,1464
Z43727,503,452,51
Z43728,653,423,230
Z43730,1120,897,223
Z43731,2333,2195,138
Z43732,881,723,158
Z43733,23,23,0
Z43734,610,590,20
Z43735,205,205,0
Z43736,49,29,20
Z43738,59,55,4
Z43739,772,772,0
Z43740,175,164,11
Z43746,587,587,0
Z43747,445,374,71
Z43748,1053,1000,53
Z43749,1333,1033,300
Z43750,87,76,11
Z43754,867,694,173
Z43755,713,534,179
Z43756,2767,2363,404
Z43758,1786,1263,523
Z43759,41,34,7
Z43760,895,784,111
Z43761,52,24,28
Z43762,2024,1891,133
Z43764,3452,3142,310
Z43766,776,711,65
Z43767,590,516,74
Z43768,145,135,10
Z43771,881,706,175
Z43772,852,692,160
Z43773,1570,1179,391
Z43777,1935,1688,247
Z43778,607,511,96
Z43779,524,418,106
Z43780,1568,720,848
Z43782,365,299,66
Z43783,1865,1743,122
Z43786,15,13,2
Z43787,1621,1113,508
Z43788,442,316,126
Z43793,2576,2245,331
Z43802,397,349,48
Z43804,910,856,54
Z43805,24,24,0
Z43811,371,309,62
Z43812,8937,7791,1146
Z43821,1915,1602,313
Z43822,1905,1776,129
Z43824,1349,1273,76
Z43830,2638,2494,144
Z43832,3321,2894,427
Z43836,72,64,8
Z43837,780,721,59
Z43840,617,489,128
Z43842,104,104,0
Z43843,494,437,57
Z43844,1624,1384,240
Z43845,2100,1882,218
Z43901,1134,999,135
Z43902,76,24,52
Z43903,1030,916,114
Z43905,153,95,58
Z43906,4324,3548,776
Z43907,2936,2422,514
Z43908,696,549,147
Z43910,1407,1302,105
Z43912,3316,2927,389
Z43913,744,668,76
Z43914,27,27,0
Z43915,753,593,160
Z43917,1570,1297,273
Z43920,10680,9374,1306
Z43925,108,108,0
Z43926,149,119,30
Z43927,48,48,0
Z43928,54,33,21
Z43930,486,367,119
Z43931,89,89,0
Z43932,352,289,63
Z43933,949,807,142
Z43934,179,179,0
Z43935,4289,3778,511
Z43938,2733,2285,448
Z43939,256,227,29
Z43940,156,125,31
Z43942,1215,1061,154
Z43943,1586,1321,265
Z43944,1067,983,84
Z43945,1377,1196,181
Z43946,1128,943,185
Z43947,2522,2296,226
Z43948,315,247,68
Z43950,6342,5786,556
Z43951,59,59,0
Z43952,9238,7375,1863
Z43953,5361,4906,455
Z43961,152,147,5
Z43962,29,29,0
Z43963,653,588,65
Z43964,4241,3879,362
Z43967,12,0,12
Z43968,3013,2641,372
Z43970,23,23,0
Z43971,590,522,68
Z43972,71,71,0
Z43973,1346,859,487
Z43974,54,32,22
Z43976,817,740,77
Z43977,1234,1010,224
Z43983,492,190,302
Z43985,59,50,9
Z43986,839,746,93
Z43988,1401,933,468
Z44001,8613,8124,489
Z44003,2270,1743,527
Z44004,16144,13638,2506
Z44010,729,658,71
Z44011,8207,7955,252
Z44012,9568,8962,606
Z44017,8149,7380,769
Z44021,2394,2253,141
Z44022,7204,6890,314
Z44023,6896,6432,464
Z44024,9631,9091,540
Z44026,4542,4403,139
Z44028,3361,3216,145
Z44030,7219,6132,1087
Z44032,601,573,28
Z44035,29091,26728,2363
Z44039,12895,12230,665
Z44040,1238,1166,72
Z44041,7040,5876,1164
Z44044,4577,4254,323
Z44045,161,144,17
Z44046,701,658,43
Z44047,3801,3395,406
Z44048,1037,970,67
Z44049,102,98,4
Z44050,2595,2419,176
Z44052,13825,11402,2423
Z44053,8841,7686,1155
Z44054,5491,5093,398
Z44055,8762,7768,994
Z44056,4532,4424,108
Z44057,8143,7379,764
Z44060,26706,25319,1387
Z44062,4299,4131,168
Z44064,707,648,59
Z44065,1783,1696,87
Z44067,8669,8278,391
Z44070,14269,13282,987
Z44072,1917,1832,85
Z44074,4011,3754,257
Z44076,1924,1760,164
Z44077,23574,21769,1805
Z44080,48,48,0
Z44081,2686,2541,145
Z44082,570,469,101
Z44084,1851,1454,397
Z44085,1537,1224,313
Z44086,1030,977,53
Z44087,8308,7951,357
Z44089,7947,6643,1304
Z44090,4384,4177,207
Z44092,8110,7592,518
Z44093,764,594,170
Z44094,17161,15837,1324
Z44095,15021,14146,875
Z44099,725,679,46
Z44101,0,0,0
Z44102,22870,18238,4632
Z44103,10649,6973,3676
Z44104,12073,9204,2869
Z44105,21131,15546,5585
Z44106,13578,11129,2449
Z44107,27462,24641,2821
Z44108,15060,9644,5416
Z44109,19809,16999,2810
Z44110,12072,8989,3083
Z44111,19376,16927,2449
Z44112,15328,10077,5251
Z44113,10707,9057,1650
Z44114,4193,3456,737
Z44115,3917,3402,515
Z44116,9795,8999,796
Z44117,5849,4865,984
Z44118,18268,15694,2574
Z44119,6430,5297,1133
Z44120,21709,16314,5395
Z44121,15157,13717,1440
Z44122,15012,13553,1459
Z44123,9188,7727,1461
Z44124,18499,16986,1513
Z44125,13371,11674,1697
Z44126,7622,7256,366
Z44127,3022,2042,980
Z44128,15041,12759,2282
Z44129,12743,11709,1034
Z44130,23073,21765,1308
Z44131,8540,8181,359
Z44132,7697,6650,1047
Z44133,13064,12685,379
Z44134,17192,15935,1257
Z44135,12996,11992,1004
Z44136,10850,10255,595
Z44137,11056,9508,1548
Z44138,9504,8850,654
Z44139,9205,8608,597
Z44140,6313,6016,297
Z44141,5757,5419,338
Z44142,7798,7565,233
Z44143,12039,10957,1082
Z44144,10139,9426,713
Z44145,14856,13766,1090
Z44146,15415,13232,2183
Z44147,7820,7486,334
Z44149,7596,7198,398
Z44201,2804,2611,193
Z44202,8159,7660,499
Z44203,17821,16010,1811
Z44212,17825,17047,778
Z44214,747,705,42
Z44215,1149,917,232
Z44216,3995,3568,427
Z44217,1658,1568,90
Z44221,14431,13489,942
Z44223,8220,7502,718
Z44224,16684,15653,1031
Z44230,3503,3319,184
Z44231,3438,3227,211
Z44233,3074,2812,262
Z44234,1416,1361,55
Z44235,709,629,80
Z44236,9307,9048,259
Z44240,18346,15779,2567
Z44241,7362,6681,681
Z44243,0,0,0
Z44250,477,404,73
Z44251,420,377,43
Z44253,1200,1139,61
Z44254,2074,1931,143
Z44255,3275,3121,154
Z44256,24821,23322,1499
Z44260,5288,5095,193
Z44262,2133,2055,78
Z44264,1139,1057,82
Z44265,0,0,0
Z44266,14465,13101,1364
Z44270,3604,3298,306
Z44272,2024,1824,200
Z44273,2790,2701,89
Z44274,76,76,0
Z44275,1292,1146,146
Z44276,729,665,64
Z44278,7306,6881,425
Z44280,1849,1739,110
Z44281,12499,11692,807
Z44285,28,14,14
Z44286,2443,2372,71
Z44287,2903,2726,177
Z44288,1682,1359,323
Z44301,7125,6049,1076
Z44302,3131,2667,464
Z44303,4290,3554,736
Z44304,1887,1481,406
Z44305,10693,9619,1074
Z44306,10860,8892,1968
Z44307,4009,3217,792
Z44308,367,298,69
Z44310,11252,9691,1561
Z44311,3787,3119,668
Z44312,15046,13266,1780
Z44313,13595,11587,2008
Z44314,9190,8220,970
Z44319,10627,9664,963
Z44320,10012,8649,1363
Z44321,6414,5942,472
Z44333,8091,7459,632
Z44401,1222,1135,87
Z44402,1255,1140,115
Z44403,1820,1699,121
Z44404,756,668,88
Z44405,4041,3452,589
Z44406,9430,8686,744
Z44408,4738,4512,226
Z44410,7900,7514,386
Z44411,944,777,167
Z44412,1021,996,25
Z44413,3342,3091,251
Z44417,660,629,31
Z44418,594,556,38
Z44420,7434,6704,730
Z44423,1147,910,237
Z44425,6963,6527,436
Z44427,692,671,21
Z44428,1305,1173,132
Z44429,1426,1094,332
Z44430,1615,1437,178
Z44431,2032,1927,105
Z44432,4946,4359,587
Z44436,1622,1438,184
Z44437,1791,1732,59
Z44438,2116,1799,317
Z44439,20,20,0
Z44440,2087,1869,218
Z44441,693,663,30
Z44442,1678,1640,38
Z44443,845,757,88
Z44444,4675,4350,325
Z44445,1435,1297,138
Z44446,9706,8846,860
Z44449,828,441,387
Z44450,887,758,129
Z44451,1365,1218,147
Z44452,1325,1124,201
Z44454,392,392,0
Z44455,670,607,63
Z44460,11867,10912,955
Z44470,1620,1521,99
Z44471,5036,4384,652
Z44473,1763,1575,188
Z44481,4807,4462,345
Z44483,12504,11064,1440
Z44484,10964,9932,1032
Z44485,8255,7086,1169
Z44490,391,361,30
Z44491,1037,951,86
Z44493,24,24,0
Z44502,5139,4095,1044
Z44503,461,401,60
Z44504,2440,1810,630
Z44505,9292,7606,1686
Z44506,1271,901,370
Z44507,3002,1982,1020
Z44509,5983,5185,798
Z44510,1220,1026,194
Z44511,9769,8433,1336
Z44512,16498,15047,1451
Z44514,10061,9455,606
Z44515,13152,11899,1253
Z44601,15181,13546,1635
Z44606,2262,2169,93
Z44607,88,64,24
Z44608,1090,1005,85
Z44609,1878,1668,210
Z44610,86,86,0
Z44611,739,666,73
Z44612,2191,2152,39
Z44613,893,846,47
Z44614,5189,4977,212
Z44615,5288,4235,1053
Z44618,2467,2341,126
Z44620,694,574,120
Z44621,2169,1867,302
Z44622,8080,7538,542
Z44624,1626,1538,88
Z44625,642,594,48
Z44626,1311,1249,62
Z44627,1697,1663,34
Z44628,578,396,182
Z44629,989,933,56
Z44632,3791,3619,172
Z44633,1072,977,95
Z44634,900,837,63
Z44637,1223,1163,60
Z44638,707,594,113
Z44640,79,69,10
Z44641,8362,7912,450
Z44643,1344,1183,161
Z44644,2292,1816,476
Z44645,905,873,32
Z44646,20269,18372,1897
Z44647,8024,7403,621
Z44651,308,245,63
Z44652,15,15,0
Z44653,230,225,5
Z44654,6057,5675,382
Z44656,1480,1247,233
Z44657,4422,4030,392
Z44659,58,55,3
Z44661,83,82,1
Z44662,3907,3657,250
Z44663,11012,10235,777
Z44666,1202,1045,157
Z44667,5752,5434,318
Z44669,546,511,35
Z44670,187,158,29
Z44671,172,131,41
Z44672,2388,2065,323
Z44675,1192,934,258
Z44676,1954,1795,159
Z44677,981,917,64
Z44678,50,50,0
Z44680,2004,1863,141
Z44681,2648,2503,145
Z44682,377,366,11
Z44683,3871,3376,495
Z44685,10782,10145,637
Z44687,9,9,0
Z44688,1347,1300,47
Z44689,214,187,27
Z44690,46,46,0
Z44691,18923,17596,1327
Z44693,54,28,26
Z44695,830,650,180
Z44697,99,98,1
Z44699,344,299,45
Z44702,676,550,126
Z44703,4804,3793,1011
Z44704,2084,1535,549
Z44705,8248,7210,1038
Z44706,7642,6984,658
Z44707,4507,3816,691
Z44708,12037,10670,1367
Z44709,9514,8225,1289
Z44710,4477,4166,311
Z44714,4209,3803,406
Z44718,5678,5216,462
Z44720,17157,16184,973
Z44721,5402,5353,49
Z44730,2462,2298,164
Z44802,362,339,23
Z44804,519,480,39
Z44805,13820,12793,1027
Z44807,1123,963,160
Z44809,149,149,0
Z44811,5484,4972,512
Z44813,3191,2937,254
Z44814,1114,1033,81
Z44815,275,253,22
Z44816,36,36,0
Z44817,700,611,89
Z44818,1056,959,97
Z44820,8462,7563,899
Z44822,1113,1061,52
Z44824,1622,1547,75
Z44825,19,19,0
Z44826,718,616,102
Z44827,3236,2804,432
Z44828,47,12,35
Z44830,8714,7798,916
Z44833,8138,7147,991
Z44836,951,872,79
Z44837,1771,1630,141
Z44838,102,98,4
Z44839,6396,5258,1138
Z44840,1255,1195,60
Z44841,265,234,31
Z44842,2360,2173,187
Z44843,993,944,49
Z44844,258,216,42
Z44846,1178,1067,111
Z44847,1657,1554,103
Z44849,968,881,87
Z44850,7,7,0
Z44851,2076,1830,246
Z44853,501,490,11
Z44854,732,672,60
Z44855,501,450,51
Z44856,88,83,5
Z44857,10120,9194,926
Z44859,612,500,112
Z44861,30,30,0
Z44864,1537,1349,188
Z44865,1481,1309,172
Z44866,794,726,68
Z44867,998,866,132
Z44870,20254,17279,2975
Z44874,131,115,16
Z44875,6393,5678,715
Z44878,1145,1097,48
Z44880,996,976,20
Z44881,9,9,0
Z44882,1226,1119,107
Z44883,12291,11013,1278
Z44887,470,415,55
Z44889,2749,2602,147
Z44890,4833,4274,559
Z44901,0,0,0
Z44902,2591,1695,896
Z44903,11387,9982,1405
Z44904,6137,5760,377
Z44905,5247,4685,562
Z44906,7941,7198,743
Z44907,7499,6445,1054
Z45001,301,218,83
Z45002,5299,4910,389
Z45003,342,283,59
Z45005,12746,11927,819
Z45011,26249,23393,2856
Z45013,22508,20374,2134
Z45014,19644,17757,1887
Z45015,5219,4675,544
Z45030,7681,7056,625
Z45032,145,134,11
Z45033,157,145,12
Z45034,396,396,0
Z45036,13256,12321,935
Z45039,8904,8432,472
Z45040,19402,18578,824
Z45041,51,21,30
Z45042,11971,10478,1493
Z45044,21904,19356,2548
Z45050,3443,3165,278
Z45051,6,6,0
Z45052,1579,1546,33
Z45053,1239,1199,40
Z45054,1098,1020,78
Z45056,9233,7823,1410
Z45062,349,309,40
Z45064,1044,972,72
Z45065,2082,1895,187
Z45066,8526,8222,304
Z45067,5245,4980,265
Z45068,4356,4188,168
Z45069,18955,18248,707
Z45070,98,83,15
Z45101,1186,965,221
Z45102,9547,8807,740
Z45103,13249,12097,1152
Z45106,4931,4518,413
Z45107,3910,3358,552
Z45111,132,117,15
Z45112,43,20,23
Z45113,1494,1346,148
Z45115,51,51,0
Z45118,1561,1343,218
Z45120,1432,1178,254
Z45121,4004,3483,521
Z45122,4327,3899,428
Z45123,3701,3340,361
Z45130,1492,1348,144
Z45131,131,108,23
Z45132,120,92,28
Z45133,11095,9449,1646
Z45135,1931,1778,153
Z45140,20595,19422,1173
Z45142,1519,1379,140
Z45144,2306,1862,444
Z45145,0,0,0
Z45146,584,524,60
Z45147,48,29,19
Z45148,592,516,76
Z45150,13739,12606,1133
Z45152,4310,4029,281
Z45153,757,629,128
Z45154,3438,3159,279
Z45155,118,105,13
Z45156,32,26,6
Z45157,3900,3546,354
Z45158,133,123,10
Z45159,1319,1165,154
Z45160,477,404,73
Z45162,1061,959,102
Z45164,101,87,14
Z45166,49,49,0
Z45167,1998,1514,484
Z45168,679,540,139
Z45169,1952,1783,169
Z45171,2798,2442,356
Z45172,57,42,15
Z45174,794,760,34
Z45176,3490,3140,350
Z45177,9998,8945,1053
Z45202,10199,7233,2966
Z45203,1603,1434,169
Z45204,3772,2814,958
Z45205,9313,7191,2122
Z45206,7559,5934,1625
Z45207,3092,2217,875
Z45208,9633,8908,725
Z45209,6275,5508,767
Z45211,18665,16177,2488
Z45212,11753,10015,1738
Z45213,6212,5462,750
Z45214,4874,3313,1561
Z45215,14093,12429,1664
Z45216,4994,4113,881
Z45217,3341,2761,580
Z45218,1679,1452,227
Z45219,7579,5727,1852
Z45220,7687,6587,1100
Z45223,7146,5561,1585
Z45224,9823,8889,934
Z45225,4570,3650,920
Z45226,2914,2423,491
Z45227,9434,8181,1253
Z45229,8107,5715,2392
Z45230,12685,11538,1147
Z45231,17941,16425,1516
Z45232,2712,2458,254
Z45233,5712,5448,264
Z45236,11735,10864,871
Z45237,10248,8787,1461
Z45238,20205,18593,1612
Z45239,13058,11464,1594
Z45240,11139,10320,819
Z45241,9923,9556,367
Z45242,9390,8802,588
Z45243,5721,5510,211
Z45244,10697,10161,536
Z45245,8694,8095,599
Z45246,6333,5706,627
Z45247,9473,8961,512
Z45248,10069,9607,462
Z45249,5418,5284,134
Z45251,8917,8316,601
Z45252,1992,1863,129
Z45255,8885,8411,474
Z45301,56,56,0
Z45302,1431,1365,66
Z45303,861,854,7
Z45304,3002,2747,255
Z45305,4355,4208,147
Z45306,967,946,21
Z45307,128,105,23
Z45308,1812,1588,224
Z45309,5523,5251,272
Z45310,108,100,8
Z45311,2787,2380,407
Z45312,623,543,80
Z45314,1648,1468,180
Z45315,1801,1658,143
Z45316,72,55,17
Z45317,375,316,59
Z45318,2382,2140,242
Z45319,148,138,10
Z45320,6543,5976,567
Z45321,392,365,27
Z45322,9257,8631,626
Z45323,2366,2329,37
Z45324,18601,16873,1728
Z45325,1036,909,127
Z45326,404,356,48
Z45327,4011,3632,379
Z45328,225,206,19
Z45330,385,352,33
Z45331,10762,9874,888
Z45332,337,282,55
Z45333,400,400,0
Z45334,947,850,97
Z45335,2686,2498,188
Z45336,52,52,0
Z45337,694,667,27
Z45338,2097,1921,176
Z45339,589,565,24
Z45340,198,198,0
Z45341,1757,1554,203
Z45342,17052,15734,1318
Z45344,6663,6108,555
Z45345,2789,2569,220
Z45346,913,840,73
Z45347,1948,1789,159
Z45348,325,320,5
Z45349,129,118,11
Z45350,44,35,9
Z45351,109,99,10
Z45352,83,75,8
Z45353,89,89,0
Z45354,290,248,42
Z45356,11126,10318,808
Z45358,138,132,6
Z45359,747,666,81
Z45360,198,173,25
Z45361,124,124,0
Z45362,551,524,27
Z45363,631,612,19
Z45365,13178,11872,1306
Z45368,1931,1834,97
Z45369,1415,1310,105
Z45370,1008,922,86
Z45371,7918,7457,461
Z45372,188,168,20
Z45373,15207,14130,1077
Z45377,6646,6202,444
Z45378,138,119,19
Z45380,2028,1813,215
Z45381,2384,2108,276
Z45382,509,449,60
Z45383,3243,3058,185
Z45384,109,48,61
Z45385,16474,15359,1115
Z45387,2560,2424,136
Z45388,272,267,5
Z45389,242,222,20
Z45390,1411,1298,113
Z45402,6618,4716,1902
Z45403,7747,6117,1630
Z45404,4998,4025,973
Z45405,12003,8010,3993
Z45406,12434,9069,3365
Z45409,3493,3078,415
Z45410,8478,6795,1683
Z45414,9675,8758,917
Z45415,5907,5335,572
Z45416,2504,2252,252
Z45417,16514,12742,3772
Z45418,696,661,35
Z45419,6995,6480,515
Z45420,12787,11687,1100
Z45424,20613,19453,1160
Z45426,7910,6648,1262
Z45428,0,0,0
Z45429,12561,11541,1020
Z45430,3052,2912,140
Z45431,12277,11419,858
Z45432,6652,6162,490
Z45433,656,640,16
Z45434,4579,4416,163
Z45439,4509,4092,417
Z45440,9693,9186,507
Z45449,8934,8238,696
Z45458,13404,12710,694
Z45459,13000,12408,592
Z45502,6613,6152,461
Z45503,15536,14179,1357
Z45504,7733,6921,812
Z45505,9520,8073,1447
Z45506,6782,5484,1298
Z45601,23284,20538,2746
Z45612,2439,2196,243
Z45613,1414,1222,192
Z45614,2239,1776,463
Z45616,780,530,250
Z45617,77,77,0
Z45618,5,5,0
Z45619,3581,2967,614
Z45620,557,522,35
Z45621,185,151,34
Z45622,81,70,11
Z45623,1611,1222,389
Z45624,0,0,0
Z45628,2110,1723,387
Z45629,1207,1149,58
Z45630,72,50,22
Z45631,6829,5938,891
Z45634,882,745,137
Z45636,60,60,0
Z45638,9784,8357,1427
Z45640,6984,6380,604
