"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI"
"Z28670","Ronda","NC",3223,23.2,8.7,34.9,19.4,81.4,-8.3,-7.5,21689,13312,18320,18353,17209,20066,20461,18487.1428571429,22007
"Z28673","Sherrills Ford","NC",5696,10.7,9.7,25.1,3.8,139.1,17.2,20,11849,14982,9624,1638,2976,6617,2257,7134.71428571429,3914
"Z28675","Sparta","NC",6618,19.4,12.9,31.3,18.4,73.1,-5,-5.3,19779,19259,15688,17614,19988,18799,19260,18626.7142857143,22145
"Z28676","State Road","NC",3578,22.2,6.8,27.8,10.3,84.9,7.2,0,21265,9530,12475,9265,15867,11795,14326,13503.2857142857,14460
"Z28677","Statesville","NC",33789,20.7,15.2,32.3,25.6,81.4,-7.2,-7.7,20518,21243,16495,21617,17217,19689,20559,19619.7142857143,23048
"Z28678","Stony Point","NC",5470,14.9,3.9,30.4,14.3,84.3,45.4,-8.5,16507,3264,14830,13850,16101,1910,20927,12484.1428571429,12596
"Z28679","Sugar Grove","NC",1879,19.6,13.8,16.9,15.2,78,-4.3,-10.7,19906,20156,1870,14769,18439,18494,21721,16479.2857142857,19368
"Z28681","Taylorsville","NC",27302,20.4,12.3,35,17.7,85.3,7.40000000000001,-5.2,20364,18634,18417,17094,15732,11664,19176,17297.2857142857,20547
"Z28682","Terrell","NC",1074,12.9,4.6,35.8,5.1,126.5,-8.5,-6.5,14473,4653,18881,2962,4419,20109,19967,12209.1428571429,12075
"Z28683","Thurmond","NC",1736,16.7,22.6,43.2,21.3,74.9,-9.5,-22.2,17985,23849,22272,19608,19442,20412,23729,21042.4285714286,24017
"Z28685","Traphill","NC",1661,19.9,24,45.7,13.9,81.7,357.1,25,20068,24007,22851,13484,17082,53,1488,14147.5714285714,15555
"Z28689","Union Grove","NC",1290,10.4,2.6,39.5,7.8,101.4,-0.799999999999997,2.59999999999999,11471,1252,20908,6152,9871,16787,11424,11123.5714285714,10200
"Z28690","Valdese","NC",8858,16.8,9.9,32.4,18.7,77.1,-5,-5.2,18048,15359,16551,17838,18791,18795,19194,17796.5714285714,21157
"Z28692","Vilas","NC",3978,12.1,6.4,24.3,11.9,105.8,-19.7,15.9,13549,8613,8711,11134,8598,22388,3217,10887.1428571429,9803
"Z28693","Warrensville","NC",1450,38.6,14.1,30.8,18.9,74.7,-39,-13.6,24245,20435,15267,17982,19503,23942,22497,20553,23721
"Z28694","West Jefferson","NC",7298,16.3,9,28,19.2,77.2,-18.3,-4.3,17662,13865,12692,18187,18762,22206,18658,17433.1428571429,20696
"Z28697","Wilkesboro","NC",12916,21.5,10.5,30.3,21.4,87.6,6.8,-4.8,20926,16297,14800,19644,14819,12051,18935,16781.7142857143,19830
"Z28698","Zionville","NC",2015,16,12.3,27.5,12.2,95.5,-18.4,10.3,17430,18618,12193,11539,11882,22215,5422,14185.5714285714,15619
"Z28702","Almond","NC",669,9.59999999999999,4.1,34.9,19.4,109.9,-72.5,-42.9,10340,3627,18296,18352,7521,24579,24573,15326.8571428571,17523
"Z28704","Arden","NC",20391,7.09999999999999,5.8,24.3,11.1,130.7,34.1,9.40000000000001,6547,7176,8704,10210,3886,2861,5872,6465.14285714286,3050
"Z28705","Bakersville","NC",6915,22.4,15.8,41.5,19.5,79.6,9.3,-4.3,21364,21662,21723,18418,17861,10499,18594,18588.7142857143,22100
"Z28708","Balsam Grove","NC",701,3.90000000000001,8.2,34.6,17.8,82.5,383.3,42.9,2240,12227,18099,17167,16770,44,517,9580.57142857143,7650
"Z28709","Barnardsville","NC",2416,19.6,10,43.6,21.9,68.7,-0.599999999999994,9.09999999999999,19907,15539,22372,19990,21187,16706,6119,17402.8571428571,20660
"Z28711","Black Mountain","NC",13121,10.5,6.6,29.8,12.9,89.2,21.3,5.40000000000001,11597,9001,14343,12346,14207,5315,8783,10798.8571428571,9658
"Z28712","Brevard","NC",18802,11.5,9.4,33.6,13.5,91.4,3,6.09999999999999,12855,14497,17457,13013,13364,14463,8261,13415.7142857143,14278
"Z28713","Bryson City","NC",8698,19.6,8.8,35.7,17.4,83.6,7.7,0.400000000000006,19908,13494,18840,16829,16373,11481,13407,15761.7142857143,18240
"Z28714","Burnsville","NC",16350,17.2,14.2,36.2,21.4,79.2,-4.2,-11.2,18329,20492,19125,19666,18010,18453,21926,19428.7142857143,22889
"Z28715","Candler","NC",25243,13.8,8.7,29.9,17.2,96.8,17.6,7.7,15449,13274,14431,16640,11435,6460,7008,12099.5714285714,11866
"Z28716","Canton","NC",17025,14.2,10.7,31.4,13.9,90.5,12.4,-4.59999999999999,15869,16552,15744,13445,13708,8798,18816,14704.5714285714,16500
"Z28717","Cashiers","NC",1965,4.2,4.5,34.7,19.2,105.4,12.9,3.09999999999999,2582,4309,18146,18214,8723,8532,10901,10201,8649
"Z28719","Cherokee","NC",8335,16.3,13.4,36.3,32.4,58.3,30.3,-10.5,17663,19786,19181,23284,23119,3364,21652,18292.7142857143,21786
"Z28721","Clyde","NC",10352,17.5,12.2,39.5,23.2,64.9,-12.1,-1.2,18565,18503,20930,20639,22041,21086,16148,19701.7142857143,23113
"Z28722","Columbus","NC",6624,15.1,9.6,39.1,12.7,101.7,6,7.2,16678,14874,20734,12154,9803,12540,7393,13453.7142857143,14350
"Z28723","Cullowhee","NC",10151,11.5,11.4,31.4,37.6,52.3,28.7,-3.7,12856,17460,15753,23920,23727,3659,18098,16496.1428571429,19391
"Z28729","Etowah","NC",3182,7,7,32.6,3.6,89.2,15.8,8.3,6409,9865,16693,1488,14192,7193,6582,8917.42857142857,6589
"Z28730","Fairview","NC",9211,6.2,9.3,21.1,6.3,120.4,21.3,11.4,5218,14279,5273,4278,5346,5304,4830,6361.14285714286,2914
"Z28731","Flat Rock","NC",7910,11,8.3,31.3,15.9,103.4,6.3,1.2,12233,12503,15663,15489,9319,12332,12758,12899.5714285714,13341
"Z28732","Fletcher","NC",16848,9.2,6.5,21.9,8.7,101.8,13.3,6.3,9766,8771,6125,7215,9767,8323,8033,8285.71428571429,5599
"Z28734","Franklin","NC",26513,14.6,10.2,36.2,20.3,79.3,-6.7,-2.3,16228,15806,19102,18961,17964,19506,17025,17798.8571428571,21158
"Z28736","Glenville","NC",957,14.2,5.9,25,20.8,107.7,51.8,26.1,15870,7498,9472,19239,8075,1521,1431,9015.14285714286,6745
"Z28739","Hendersonville","NC",20041,9.3,8.2,35.1,13.7,103.7,9.8,3.5,9925,12281,18457,13252,9212,10187,10523,11976.7142857143,11648
"Z28740","Green Mountain","NC",1415,19.8,10.6,37.2,21.8,87.7,-42.9,9.09999999999999,20014,16438,19728,19906,14790,24083,6145,17300.5714285714,20552
"Z28741","Highlands","NC",3713,6.3,4.6,30.9,8.5,116.5,17,-2.2,5379,4547,15287,7032,6067,6706,16850,8838.28571428571,6454
"Z28742","Horse Shoe","NC",2746,3.3,6,29.9,4.1,124.6,-6.90000000000001,-7.8,1673,7563,14412,1922,4679,19555,20613,10059.5714285714,8417
"Z28743","Hot Springs","NC",2027,36.2,13.5,39.8,25.8,52,12.5,2.2,24108,19917,21086,21694,23747,8771,11755,18725.4285714286,22260
"Z28745","Lake Junaluska","NC",732,3.09999999999999,18.9,7.90000000000001,1.9,172.2,-25.8,-20,1478,22991,92,401,1067,23079,23522,10375.7142857143,8947
"Z28746","Lake Lure","NC",2210,9.2,4,46.3,9.1,107.3,13.6,-2.7,9767,3427,22958,7782,8167,8172,17310,11083.2857142857,10134
"Z28747","Lake Toxaway","NC",2174,14,11.9,32.8,12.4,81.9,7.7,-8.7,15641,18120,16882,11810,16989,11485,21000,15989.5714285714,18621
"Z28748","Leicester","NC",12551,15.5,10.3,35.1,18.7,93.1,17.5,2.8,17004,15959,18469,17844,12781,6512,11176,14249.2857142857,15737
"Z28751","Maggie Valley","NC",3204,6.5,10.8,37.8,19.8,92.5,-3.59999999999999,-14,5660,16627,20049,18609,12993,18180,22527,16377.8571428571,19234
"Z28752","Marion","NC",30743,18.1,9,41.5,21.1,71.5,8.7,0,18984,13881,21708,19467,20450,10857,14268,17087.8571428571,20253
"Z28753","Marshall","NC",11675,20.9,11.7,32.5,19,79.5,-4.8,-1.40000000000001,20617,17903,16635,18060,17890,18712,16275,18013.1428571429,21436
"Z28754","Mars Hill","NC",8358,12.9,10.1,34.1,16.7,89.5,13.5,-5,14474,15642,17794,16228,14097,8241,19064,15077.1428571429,17086
"Z28756","Mill Spring","NC",4670,12.2,4.6,26.5,22.8,88.8,20.2,8.3,13650,4648,11084,20428,14363,5605,6567,10906.4285714286,9832
"Z28757","Montreat","NC",326,10.8,5.1,40,16.3,131.1,15.7,54.5,11982,5676,21140,15886,3843,7217,307,9435.85714285714,7456
"Z28759","Mills River","NC",7175,6.8,2.6,19.3,4.7,134,85,29.5,6102,1224,3501,2466,3488,723,1162,2666.57142857143,197
"Z28761","Nebo","NC",7748,18.3,6.8,42.9,16.9,86.2,27.5,-1.5,19106,9516,22166,16427,15373,3864,16290,14677.4285714286,16440
"Z28762","Old Fort","NC",6878,19.4,10.8,36.2,20.3,79.5,3.09999999999999,-9.8,19780,16710,19104,18962,17892,14411,21405,18323.4285714286,21822
"Z28763","Otto","NC",2571,7.2,8.9,38.6,21.4,85.3,3.59999999999999,-14.3,6719,13570,20489,19671,15734,14103,22604,16127.1428571429,18852
"Z28768","Pisgah Forest","NC",7619,10.2,10.1,26.8,11.9,103.8,-7.90000000000001,-7.2,11190,15613,11436,11157,9181,19937,20355,14124.1428571429,15519
"Z28771","Robbinsville","NC",8108,22.3,10.3,44.7,22.6,72.1,-15.9,1.3,21308,15997,22632,20365,20283,21861,12713,19308.4285714286,22786
"Z28773","Saluda","NC",2999,8.59999999999999,12.7,31.5,7.9,106.2,-1.7,-1.40000000000001,8853,18997,15836,6260,8477,17205,16265,13127.5714285714,13732
"Z28774","Sapphire","NC",1315,2.7,4.2,32.9,3.5,120.3,78.6,24.4,1146,3722,16911,1400,5358,824,1686,4435.28571428571,972
"Z28777","Spruce Pine","NC",10401,18.6,11.4,50.2,19.1,79.3,2.40000000000001,-0.700000000000003,19275,17507,23562,18165,17961,14900,15700,18152.8571428571,21613
"Z28778","Swannanoa","NC",10988,15.7,4.8,27,19.7,82.2,6.90000000000001,4.90000000000001,17170,5070,11590,18497,16889,11993,9238,12921,13383
"Z28779","Sylva","NC",17071,12.8,10.6,32,16.7,98.1,17,2.8,14364,16395,16252,16221,10964,6716,11178,13155.7142857143,13781
"Z28781","Topton","NC",938,9.40000000000001,12.4,31.1,20.5,74.2,-28.6,-29.4,10070,18691,15497,19083,19657,23309,24247,18650.5714285714,22170
"Z28782","Tryon","NC",6439,10.7,12.2,32.8,10.5,97.9,-3,-2.59999999999999,11850,18472,16885,9517,11017,17889,17273,14700.4285714286,16492
"Z28783","Tuckasegee","NC",1552,15.7,7.8,32.7,23.4,66.4,9.8,-16.7,17171,11625,16759,20727,21726,10215,23033,17322.2857142857,20571
"Z28785","Waynesville","NC",7617,7.7,8.6,32.3,22.8,112.6,7.09999999999999,12.3,7512,13010,16461,20443,6888,11834,4467,11516.4285714286,10873
"Z28786","Waynesville","NC",20320,13.3,7.5,31.9,14.8,94.1,11.2,1.7,14907,11026,16138,14404,12409,9439,12266,12941.2857142857,13421
"Z28787","Weaverville","NC",19780,9.8,7.4,29.8,12,105.9,13.5,11.5,10660,10768,14350,11313,8567,8228,4790,9810.85714285714,8044
"Z28789","Whittier","NC",5013,12.9,12.4,30.4,19.7,77,8.09999999999999,-6.2,14475,18711,14898,18512,18823,11231,19789,16634.1428571429,19604
"Z28790","Zirconia","NC",3324,14.1,8.6,28.5,10.3,113.5,-34.6,17.1,15749,13091,13158,9273,6696,23730,2882,12082.7142857143,11825
"Z28791","Hendersonville","NC",15393,8.5,6.9,33.6,9.9,108.8,11,1.8,8701,9665,17445,8789,7776,9539,12157,10581.7142857143,9299
"Z28792","Hendersonville","NC",33622,17.6,10.5,29.7,21,81.9,2.09999999999999,-0.400000000000006,18639,16288,14284,19385,17009,15088,15464,16593.8571428571,19533
"Z28801","Asheville","NC",14300,10.6,6.8,34.6,27.6,66.9,11.4,8.7,11723,9445,18093,22277,21616,9350,6343,14121,15509
"Z28803","Asheville","NC",31478,7.2,6.1,26.7,14,101.3,10.7,13.3,6720,7818,11281,13520,9926,9709,4068,9006,6730
"Z28804","Asheville","NC",21047,8.09999999999999,8.3,31.8,14.2,107.1,32.6,11.1,8117,12456,16071,13745,8229,3071,4953,9520.28571428571,7564
"Z28805","Asheville","NC",18010,7.7,3,26.1,13.7,96.7,1.5,7.59999999999999,7513,1727,10653,13202,11468,15446,7139,9592.57142857143,7664
"Z28806","Asheville","NC",40326,11.4,8.3,24.3,19.4,87.9,16,21.1,12725,12508,8734,18314,14708,7125,2081,10885,9797
"Z28901","Andrews","NC",5462,21.6,12.1,43.3,18.1,62.1,15.1,-6,20970,18416,22290,17408,22564,7530,19642,18402.8571428571,21915
"Z28902","Brasstown","NC",1476,7.5,14.1,50.3,21.7,86.2,-3.40000000000001,-11.1,7165,20363,23573,19870,15383,18084,21853,18041.5714285714,21480
"Z28904","Hayesville","NC",8351,10.6,8.6,30.6,23.1,73.4,13.5,4.8,11724,13040,15053,20574,19912,8252,9301,13979.4285714286,15281
"Z28905","Marble","NC",2724,20.1,10.6,48,27.8,77.3,-25,-14.3,20191,16440,23266,22353,18733,23006,22665,20950.5714285714,23972
"Z28906","Murphy","NC",18542,15.9,11.6,43.9,19.5,77,0.400000000000006,5.2,17343,17749,22450,18422,18822,16075,9007,17124,20311
"Z28909","Warne","NC",1155,22.5,13.5,51.8,3.5,113.9,-9.09999999999999,0,21400,19903,23743,1407,6591,20274,14862,15454.2857142857,17753
"Z29001","Alcolu","SC",1959,26.7,6.4,49.8,22.7,77.5,85,40,22827,8664,23498,20418,18647,724,592,13624.2857142857,14669
"Z29003","Bamberg","SC",7152,19.5,12.2,36.1,21.2,79.6,-24.5,-16.8,19845,18513,19057,19525,17864,22937,23142,20126.1428571429,23451
"Z29006","Batesburg","SC",9919,22.4,12.7,33.5,30.3,74.6,-5.90000000000001,-4.5,21365,19058,17405,22909,19543,19204,18776,19751.4285714286,23158
"Z29009","Bethune","SC",2486,21.9,18.9,54.5,26.2,61,-8.59999999999999,16.7,21108,23023,23978,21860,22732,20156,3045,19414.5714285714,22874
"Z29010","Bishopville","SC",12395,24.3,14.4,48.8,29.6,67.9,-17.7,-16.9,22088,20685,23374,22796,21390,22114,23148,22227.8571428571,24445
"Z29016","Blythewood","SC",19397,7.2,2.8,21.5,4.9,176.9,-8.5,6.7,6721,1453,5658,2720,934,20107,7820,6487.57142857143,3076
"Z29018","Bowman","SC",3410,13.4,14.3,42.8,18.1,68.2,-25.8,-24,15020,20561,22153,17406,21299,23084,23859,20483.1428571429,23681
"Z29020","Camden","SC",22214,16.6,12.1,31.4,20.1,84.7,-1.40000000000001,-2.2,17909,18403,15759,18813,15962,17074,16913,17261.8571428571,20496
"Z29030","Cameron","SC",1939,16.9,16.9,19.1,19.5,92,-31.2,0,18140,22211,3400,18381,13171,23498,15156,16279.5714285714,19089
"Z29031","Carlisle","SC",1058,24.3,18.4,35.3,23.3,56.7,-11.8,0,22089,22850,18627,20681,23302,21023,14927,20499.8571428571,23692
"Z29032","Cassatt","SC",4860,23.1,10.3,36.2,21,59.4,4.2,-22.7,21641,16004,19103,19405,22975,13766,23776,19524.2857142857,22970
"Z29033","Cayce","SC",12065,10.9,6.5,23.7,20.6,96.3,-0.299999999999997,4.3,12099,8804,8048,19126,11640,16543,9786,12292.2857142857,12237
"Z29036","Chapin","SC",19577,5,5.4,23.9,6.5,172.8,21,8.3,3569,6255,8245,4519,1049,5375,6564,5082.28571428571,1513
"Z29037","Chappells","SC",828,26.2,10.1,33.5,11,75.2,-33.3,0,22696,15708,17396,10139,19346,23653,15170,17729.7142857143,21071
"Z29039","Cordova","SC",3826,17.5,14.3,31.8,19.3,73.2,-16.3,-5.90000000000001,18566,20579,16103,18274,19964,21928,19625,19291.2857142857,22771
"Z29040","Dalzell","SC",10260,13.8,10.4,37.3,15.2,105.8,54.6,2.40000000000001,15450,16106,19785,14862,8609,1404,11551,12538.1428571429,12699
"Z29042","Denmark","SC",5358,28.1,16.1,42.1,42.6,46.2,4.2,6.3,23139,21860,21935,24285,24151,13772,8050,19598.8571428571,23032
"Z29044","Eastover","SC",5445,19,20.3,36.7,13.1,89,-6.2,-20,19516,23425,19448,12598,14283,19299,23482,18864.4285714286,22387
"Z29045","Elgin","SC",22990,8.40000000000001,6.9,27,9.5,131.2,-2.8,4.7,8562,9660,11612,8247,3829,17770,9456,9876.57142857143,8145
"Z29047","Elloree","SC",3420,16.9,19.1,35.9,21.9,76.7,-3.40000000000001,15.6,18141,23087,18967,19965,18913,18102,3296,17210.1428571429,20428
"Z29048","Eutawville","SC",4796,22,17.1,56.6,24.4,78.1,11.7,-2.3,21162,22326,24113,21182,18423,9187,16973,19052.2857142857,22576
"Z29053","Gaston","SC",18966,21.5,11.6,35.2,27.7,79.6,27.4,2,20927,17774,18535,22313,17876,3887,11917,16175.5714285714,18921
"Z29054","Gilbert","SC",10105,14.9,7.3,23.6,10.9,130.7,12.7,19,16508,10614,7944,9950,3885,8615,2463,8568.42857142857,6022
"Z29055","Great Falls","SC",4418,24.2,18.6,47.9,28.2,59.9,-13,-1.59999999999999,22056,22913,23256,22445,22908,21295,16450,21617.5714285714,24261
"Z29056","Greeleyville","SC",2412,15.3,17.9,47.1,34.6,57.7,-6.5,-14.8,16835,22663,23122,23626,23196,19424,22748,21659.1428571429,24281
"Z29058","Heath Springs","SC",4759,17.2,9,32.9,20.3,77.5,30,-4.3,18330,13875,16933,18950,18641,3417,18575,15531.5714285714,17887
"Z29059","Holly Hill","SC",6303,28.9,10.6,47,32.4,55.8,-21.1,-10.5,23271,16459,23099,23290,23429,22565,21680,21970.4285714286,24386
"Z29061","Hopkins","SC",14802,13,7.1,26.8,10.8,121.1,116,3.5,14572,10142,11401,9853,5263,422,10495,8878.28571428571,6510
"Z29063","Irmo","SC",36266,4.09999999999999,6.6,18.2,8.5,151.7,4,0.400000000000006,2472,8908,2670,6950,2007,13845,13417,7181.28571428571,3990
"Z29067","Kershaw","SC",11464,24.6,12.8,50.2,26.5,79.6,-1.59999999999999,-5.7,22188,19168,23564,21955,17874,17181,19492,20203.1428571429,23513
"Z29069","Lamar","SC",5040,18.2,6.8,48.6,29.5,58.9,35.6,17.6,19048,9514,23354,22776,23045,2682,2765,14740.5714285714,16554
"Z29070","Leesville","SC",14689,17,12,30.4,15.1,102.5,-5.90000000000001,2.90000000000001,18210,18266,14896,14726,9569,19182,11141,15141.4285714286,17209
"Z29072","Lexington","SC",54539,5.7,5,23.3,7.9,163.7,12.8,9.2,4506,5386,7605,6219,1374,8566,5993,5664.14285714286,2061
"Z29073","Lexington","SC",42345,13.4,7.1,26.8,13.9,109.8,27.1,23.2,15021,10148,11402,13421,7539,3933,1796,9037.14285714286,6774
"Z29075","Little Mountain","SC",3480,26.1,5.3,20.6,13.8,156.6,29.2,-10.8,22665,6206,4713,13284,1741,3543,21739,10555.8571428571,9258
"Z29078","Lugoff","SC",16113,11.4,9,32.8,14.5,114.8,11.3,7.7,12726,13813,16861,14103,6440,9372,7027,11477.4285714286,10808
"Z29080","Lynchburg","SC",3159,30.7,16.8,44.9,24.8,77.4,-6.5,-17.4,23583,22191,22689,21321,18696,19417,23193,21584.2857142857,24248
"Z29081","Ehrhardt","SC",1430,16.6,22.8,46.4,22.2,77.5,19.5,0,17910,23870,23000,20151,18644,5850,14028,17636.1428571429,20959
"Z29101","Mc Bee","SC",3021,23.5,17,31.5,26,83.2,8.8,-6.2,21817,22269,15845,21755,16531,10784,19788,18398.4285714286,21907
"Z29102","Manning","SC",17386,18.5,11.5,42.6,25.4,73,4.40000000000001,-8.8,19231,17639,22085,21550,20036,13640,21038,19317,22798
"Z29105","Monetta","SC",1104,19.9,10.1,8.2,12,86.6,40.4,18.2,20069,15686,101,11221,15188,2252,2626,9591.85714285714,7662
"Z29107","Neeses","SC",3241,20.4,14.3,37.2,12,75.9,-45.4,-6.7,20365,20593,19738,11337,19117,24159,20088,19342.4285714286,22816
"Z29108","Newberry","SC",20138,24.1,12.6,33.3,21,81.3,-1.90000000000001,-1.2,22020,18971,17267,19398,17247,17329,16126,18336.8571428571,21835
"Z29111","New Zion","SC",1838,14.6,10.4,34.2,13.3,93,41.7,-11.1,16229,16110,17860,12813,12798,2148,21803,14251.5714285714,15740
"Z29112","North","SC",3970,24.6,24.4,46,20.6,67,-22.4,-20.7,22189,24065,22913,19167,21578,22726,23584,22317.4285714286,24475
"Z29113","Norway","SC",2069,24.2,11.2,42.1,25.2,85.7,-31.5,-26.3,22057,17253,21924,21474,15575,23528,24072,20840.4285714286,23907
"Z29114","Olanta","SC",2045,25.1,19.3,41.2,27.7,77.7,17.3,3.3,22377,23166,21624,22322,18581,6603,10701,17910.5714285714,21296
"Z29115","Orangeburg","SC",29143,18.6,17.8,38.1,30.4,61.5,1.2,-6.40000000000001,19276,22631,20235,22940,22662,15665,19903,20473.1428571429,23679
"Z29118","Orangeburg","SC",16027,8.3,6.3,30,15.4,101.2,10.2,6,8419,8318,14499,15017,9959,9970,8318,10642.8571428571,9407
"Z29123","Pelion","SC",8189,17,10.5,28.4,19.2,105.1,-10.4,-13.1,18211,16286,13083,18189,8811,20674,22389,16806.1428571429,19873
"Z29125","Pinewood","SC",2395,25.6,11.7,45.8,21.5,66.6,12,8,22523,17920,22863,19745,21669,9026,6803,17221.2857142857,20447
"Z29126","Pomaria","SC",2194,19.2,10.9,23,8.3,110.5,19.6,27.3,19644,16843,7320,6736,7357,5807,1353,9294.28571428571,7217
"Z29127","Prosperity","SC",8405,13.1,8.9,26.3,12.7,114.8,-0.900000000000006,-2.5,14686,13637,10927,12089,6436,16829,17182,13112.2857142857,13699
"Z29128","Rembert","SC",5400,28.9,15.9,51,24.6,82.8,25.4,15.8,23272,21740,23655,21259,16670,4273,3236,16300.7142857143,19130
"Z29129","Ridge Spring","SC",2896,16,22.8,36.1,21.9,83.6,2.59999999999999,0,17431,23868,19077,19968,16383,14753,14484,17994.8571428571,21404
"Z29130","Ridgeway","SC",6667,14.7,8.6,43.5,18.5,105.5,-4.40000000000001,0,16318,13096,22342,17727,8697,18528,14749,15922.4285714286,18493
"Z29133","Rowesville","SC",1399,26.7,20.3,50.6,27.6,77.8,17,-15.4,22828,23432,23616,22291,18535,6731,22833,20038,23391
"Z29135","Saint Matthews","SC",8560,18.8,13.3,26.3,20,99.8,13,-6.3,19387,19695,10947,18716,10416,8488,19858,15358.1428571429,17573
"Z29137","Salley","SC",2349,23.7,12.8,39.1,27.5,66.9,-59.1,-18.8,21886,19165,20741,22257,21615,24442,23363,21924.1428571429,24375
"Z29138","Saluda","SC",11199,26.2,13.2,36.3,26,80.7,-0.700000000000003,-10.1,22697,19604,19180,21768,17483,16754,21564,19864.2857142857,23254
"Z29142","Santee","SC",5274,19.4,11.6,43.3,23,72.1,-4,-3.09999999999999,19781,17766,22288,20566,20286,18377,17675,19534.1428571429,22982
"Z29145","Silverstreet","SC",1056,27.3,26,25.9,32.7,94.8,134.3,0,22973,24217,10546,23331,12173,341,13627,15315.4285714286,17508
"Z29148","Summerton","SC",7371,22.3,10.7,42.7,26,70.5,-16.7,4.2,21309,16593,22118,21774,20719,21985,9894,19198.8571428571,22690
"Z29150","Sumter","SC",42248,18.3,11.7,34.7,20.6,80.1,7.7,-3.7,19107,17891,18187,19149,17682,11486,18121,17374.7142857143,20630
"Z29153","Sumter","SC",15025,23.6,10.9,37.2,20,86,16.2,-5.5,21847,16858,19730,18755,15460,7046,19336,17004.5714285714,20139
"Z29154","Sumter","SC",28625,13.6,7.9,33.3,11.5,115.1,10.8,5.7,15263,11814,17243,10705,6367,9640,8555,11369.5714285714,10611
"Z29160","Swansea","SC",8192,16.3,12.2,32.4,16.1,94.9,10.8,-6.90000000000001,17664,18500,16559,15681,12129,9656,20153,15763.1428571429,18244
"Z29161","Timmonsville","SC",10933,19.5,9.9,37.1,22.9,89.8,22,8,19846,15368,19663,20509,13994,5131,6787,14471.1428571429,16100
"Z29162","Turbeville","SC",2767,18.9,10,36.6,30.7,74.4,-26.9,-13.5,19459,15532,19359,23004,19602,23168,22466,20370,23617
"Z29163","Vance","SC",1979,19.4,0.5,39,27.8,65.6,-31.3,13.3,19782,27,20663,22344,21904,23514,4093,16046.7142857143,18725
"Z29166","Ward","SC",922,15.7,29.6,38.1,9.1,98.5,-8,-20,17172,24429,20245,7780,10793,19965,23485,17695.5714285714,21034
"Z29169","West Columbia","SC",23646,15,11,26.1,20.5,86.9,5.90000000000001,-1.40000000000001,16593,16948,10716,19074,15085,12611,16250,15325.2857142857,17518
"Z29170","West Columbia","SC",20463,10.3,7,24.2,10.3,121.9,-6.8,3.59999999999999,11320,9909,8610,9236,5150,19529,10478,10604.5714285714,9344
"Z29172","West Columbia","SC",9112,9.90000000000001,6.4,25.9,18.3,100.2,95.5,11.8,10804,8577,10475,17519,10265,601,4644,8983.57142857143,6687
"Z29178","Whitmire","SC",3149,23.5,21.9,45.8,17.8,67.8,-4.59999999999999,-12.5,21818,23748,22872,17186,21409,18628,22224,21126.4285714286,24051
"Z29180","Winnsboro","SC",13943,19.6,16.1,40.4,25.3,77.6,15.2,-9.8,19909,21849,21328,21510,18612,7464,21398,18867.1428571429,22392
