"Zip_Code","City","State","Population","No_Diploma","Vacancy","No_Job","Poverty","Med_Inc","Chg_Job","Chg_Biz","No_Diploma_Rank","Vacancy_Rank","No_Job_Rank","Poverty_Rank","Med_Inc_Rank","Chg_Job_Rank","Chg_Biz_Rank","Avg_Rank","DCI"
"Z28337","Elizabethtown","NC",10713,19.4,11.5,40.4,33.8,65.5,8.8,-1.7,19777,17645,21319,23513,21931,10800,16474,18779.8571428571,22303
"Z28338","Ellerbe","NC",4590,22.7,12.8,43.9,25.6,63.3,-17.3,-14.3,21475,19163,22456,21639,22349,22066,22648,21685.1428571429,24295
"Z28339","Erwin","NC",7049,19.1,14.2,34.8,18.6,80.2,-4.7,-12.9,19573,20501,18277,17785,17643,18665,22346,19255.7142857143,22741
"Z28340","Fairmont","NC",10355,25.7,12.9,45.9,30.1,56.8,-5.3,-2.7,22552,19281,22882,22880,23291,18942,17348,21025.1428571429,24011
"Z28341","Faison","NC",3881,31.5,16.5,28.3,21.1,76.5,-2.09999999999999,8.90000000000001,23694,22056,13010,19436,18977,17454,6244,17267.2857142857,20502
"Z28342","Falcon","NC",252,11.8,3.8,18.9,1.5,94.2,-8.09999999999999,0,13201,3070,3173,307,12353,19995,14842,9563,7621
"Z28343","Gibson","NC",1556,17.2,30.5,54.6,45.4,45.2,-35.7,-37.5,18328,24467,23986,24399,24196,23791,24479,23378,24617
"Z28344","Godwin","NC",3695,26.2,18.7,33.2,31.8,68.2,-79.5,-8,22695,22943,17206,23193,21310,24609,20721,21811,24339
"Z28345","Hamlet","NC",12484,19.5,7.4,43.4,26,70.1,4.7,-2.3,19844,10851,22313,21775,20814,13434,16991,18003.1428571429,21420
"Z28347","Hoffman","NC",2094,39.2,15.5,61.9,46.6,57.5,36.9,22.2,24277,21485,24332,24437,23220,2551,1912,17459.1428571429,20725
"Z28348","Hope Mills","NC",33606,9.5,9.7,35.5,12.1,113.4,12.4,4.40000000000001,10202,14965,18714,11454,6722,8786,9666,11501.2857142857,10850
"Z28349","Kenansville","NC",4085,15.8,10.6,44.3,11.3,85.8,-2.8,0,17255,16418,22540,10487,15510,17794,14695,16385.5714285714,19245
"Z28351","Laurel Hill","NC",4078,24.7,15.3,47.8,24.5,59.2,-19.8,-17,22228,21328,23236,21218,23000,22405,23156,22367.2857142857,24486
"Z28352","Laurinburg","NC",26029,21.7,11.5,48.3,31.1,66.3,-4.3,-6.2,21014,17656,23320,23082,21751,18508,19818,20735.5714285714,23849
"Z28356","Linden","NC",4945,14.3,16.5,37.5,18,99.9,-39.5,0,15964,22030,19916,17324,10384,23964,15198,17825.7142857143,21188
"Z28358","Lumberton","NC",39398,24.9,13,41.3,32.2,71.7,-1.7,-4.2,22311,19389,21649,23263,20403,17230,18534,20397,23636
"Z28360","Lumberton","NC",14986,26.9,9.7,36.3,28.5,77.2,-7.2,0,22889,15078,19161,22525,18776,19694,14824,18992.4285714286,22525
"Z28364","Maxton","NC",15391,26.5,10.9,47.7,37.3,54.5,-2.3,-0.900000000000006,22770,16868,23214,23900,23551,17566,15882,20535.8571428571,23712
"Z28365","Mount Olive","NC",18148,34.1,11.5,31.7,33.7,73.2,9.7,5,23946,17677,16010,23486,19974,10283,9135,17215.8571428571,20436
"Z28366","Newton Grove","NC",5584,24.8,16,34.4,22.4,87.1,16.6,8.8,22265,21790,18002,20240,15013,6907,6263,15782.8571428571,18279
"Z28371","Parkton","NC",6769,15.1,15,37.8,20.8,98.4,6.3,2.7,16677,21096,20062,19284,10849,12342,11304,15944.8571428571,18539
"Z28372","Pembroke","NC",13524,20.8,10,42.7,33.8,57.3,14.3,4.90000000000001,20576,15543,22115,23517,23246,7868,9221,17440.8571428571,20706
"Z28373","Pinebluff","NC",2591,14.7,6.1,31.3,25.1,88.7,-32.2,-7,16317,7918,15644,21406,14404,23577,20231,17071,20234
"Z28374","Pinehurst","NC",16970,2.7,6.4,36.9,2.2,161.6,1.59999999999999,1.09999999999999,1145,8474,19532,552,1469,15363,12866,8485.85714285714,5902
"Z28376","Raeford","NC",41682,12.7,13.1,48.5,20.3,96.4,-1.8,4.59999999999999,14243,19447,23346,18988,11607,17251,9526,16344,19189
"Z28377","Red Springs","NC",12919,30.9,16.5,40.5,41.5,54.6,-16.3,2.2,23613,22055,21362,24226,23545,21931,11814,21220.8571428571,24101
"Z28379","Rockingham","NC",25141,16.9,11.6,36.2,24.9,69.6,2.3,-2.59999999999999,18139,17755,19107,21342,20941,14976,17256,18502.2857142857,22027
"Z28382","Roseboro","NC",6443,18.5,12.1,33.4,25.2,80.8,15.1,0,19230,18408,17332,21456,17441,7522,14098,16498.1428571429,19394
"Z28383","Rowland","NC",8612,21.8,8.8,41.6,27.9,67.2,-27.4,-18.2,21060,13504,21740,22366,21535,23216,23305,20960.8571428571,23977
"Z28384","Saint Pauls","NC",12074,25.4,9.3,43,28.3,63.6,26.6,-3.40000000000001,22462,14403,22202,22474,22299,4032,17877,17964.1428571429,21366
"Z28385","Salemburg","NC",2595,23.3,10.1,28.2,26.7,68.2,4.7,-2.8,21730,15699,12880,21991,21308,13435,17392,17776.4285714286,21133
"Z28386","Shannon","NC",6031,34.3,12.6,36.6,32.6,62.4,-56.8,-3.09999999999999,23962,18978,19373,23319,22519,24399,17695,21463.5714285714,24186
"Z28387","Southern Pines","NC",14293,8.5,11.9,34.2,15,100.3,9.7,7.59999999999999,8699,18082,17873,14629,10226,10248,7126,12411.8571428571,12459
"Z28390","Spring Lake","NC",23265,10.5,14.7,46,23.9,86.9,5,8,11596,20894,22904,20959,15094,13205,6825,15925.2857142857,18498
"Z28391","Stedman","NC",5430,17.1,12.6,31.8,13,92.5,9.09999999999999,-11.6,18271,18947,16100,12463,12975,10608,21988,15907.4285714286,18467
"Z28393","Turkey","NC",1468,35.2,12.9,30.7,25.2,72.1,28.3,30.8,24036,19294,15182,21449,20288,3733,1096,15011.1428571429,16977
"Z28394","Vass","NC",5428,14.9,17.7,31.2,34,77.5,3.09999999999999,2.5,16506,22586,15617,23542,18661,14416,11517,17549.2857142857,20850
"Z28395","Wade","NC",2524,16.4,12.4,31.2,14.4,108,-3.8,-10.5,17753,18738,15596,13977,7987,18254,21673,16282.5714285714,19095
"Z28396","Wagram","NC",2986,17.1,13.8,52.7,34.7,75.1,-68.6,-14.3,18272,20150,23834,23642,19402,24551,22700,21793,24331
"Z28398","Warsaw","NC",7379,25,12.3,28.3,33,62.8,-4.09999999999999,-3.59999999999999,22341,18642,12997,23392,22448,18422,18076,19474,22922
"Z28399","White Oak","NC",1878,20.1,10.7,41.4,24.3,77.6,-35.4,-27.3,20187,16585,21683,21131,18610,23777,24133,20872.2857142857,23928
"Z28401","Wilmington","NC",22175,16.8,14,37.8,32.5,59.5,11.8,3.2,18047,20318,20060,23305,22962,9144,10814,17807.1428571429,21170
"Z28403","Wilmington","NC",40045,11.1,9.4,25.9,31.8,72.1,0.900000000000006,3.7,12358,14491,10513,23190,20294,15823,10381,15292.8571428571,17458
"Z28405","Wilmington","NC",30675,8.90000000000001,7.8,25.1,15,113.5,18,12.8,9322,11546,9604,14587,6704,6289,4219,8895.85714285714,6548
"Z28409","Wilmington","NC",31845,5.59999999999999,5.2,22.3,7.3,158.4,28.7,16.6,4366,5805,6498,5458,1632,3645,3077,4354.42857142857,903
"Z28411","Wilmington","NC",33492,4.59999999999999,4.2,21.8,7.8,143.3,25.6,10.7,3077,3747,5999,6090,2627,4210,5174,4417.71428571429,958
"Z28412","Wilmington","NC",37550,6.8,6.7,28.4,18.4,107.3,16.3,6.7,6101,9145,13048,17600,8178,7009,7764,9835,8078
"Z28420","Ash","NC",3464,19.9,13.7,27.5,12.4,88.9,14.3,-21.4,20066,20066,12200,11779,14313,7852,23637,15701.8571428571,18151
"Z28421","Atkinson","NC",1423,17.4,20,36.8,22.4,74,-47.3,12.5,18485,23338,19513,20249,19732,24220,4411,18564,22080
"Z28422","Bolivia","NC",7725,10.7,8.6,44.5,30.4,88.7,185.7,8.59999999999999,11848,13042,22579,22944,14407,181,6372,13053.2857142857,13594
"Z28423","Bolton","NC",2560,21.2,6,36.6,20.3,91.9,13.2,22.7,20769,7740,19342,18966,13204,8392,1853,12895.1428571429,13327
"Z28425","Burgaw","NC",11842,16.2,14.2,41.4,24.7,82.8,-2.59999999999999,-3.2,17574,20482,21692,21281,16671,17702,17750,19021.7142857143,22554
"Z28428","Carolina Beach","NC",6354,5,13.3,20.8,13.3,128.8,32,11,3568,19625,4958,12731,4140,3137,5060,7602.71428571429,4607
"Z28429","Castle Hayne","NC",8697,10.3,5.9,30.5,12.3,123.7,-6.09999999999999,1.5,11318,7457,14943,11684,4826,19250,12522,11714.2857142857,11188
"Z28430","Cerro Gordo","NC",1479,25.7,7.4,37.5,27.6,75.4,15,13.3,22553,10875,19879,22283,19301,7566,4059,15216.5714285714,17335
"Z28431","Chadbourn","NC",6704,24.4,14.1,41.2,25.6,68.1,-36,-17.3,22130,20425,21612,21635,21330,23801,23182,22016.4285714286,24399
"Z28432","Clarendon","NC",2370,16.1,9.7,37.6,30.9,69.1,-45.5,0,17504,15030,19942,23044,21082,24164,15221,19426.7142857143,22886
"Z28433","Clarkton","NC",4935,24.6,7.4,34.2,19,60.9,13.6,-14.9,22187,10868,17846,18070,22742,8202,22755,17524.2857142857,20811
"Z28436","Delco","NC",1972,26.6,6.8,34.7,9.5,97.3,28.9,2.7,22799,9543,18157,8282,11243,3614,11257,12127.8571428571,11921
"Z28438","Evergreen","NC",1667,20.2,6.9,44.4,27.2,59.7,0,0,20234,9775,22556,22178,22930,16407,14608,18384,21896
"Z28439","Fair Bluff","NC",1688,17.4,14.6,38.5,25.3,80.5,-24,-11.1,18486,20842,20455,21501,17546,22887,21896,20516.1428571429,23703
"Z28443","Hampstead","NC",18539,7.40000000000001,7.8,31.3,10.2,118.9,32.7,20.4,7019,11524,15658,9157,5613,3058,2168,7742.42857142857,4828
"Z28444","Harrells","NC",1685,23.1,12,43,39,44.4,23.2,6.2,21640,18303,22208,24036,24237,4828,8095,17621,20940
"Z28445","Holly Ridge","NC",7148,7.09999999999999,10.2,31.6,12,126.6,4.09999999999999,2.3,6546,15747,15910,11323,4416,13781,11701,11346.2857142857,10574
"Z28447","Ivanhoe","NC",1932,31.2,5,27.9,15.9,102.9,73.3,-10,23648,5512,12554,15477,9460,909,21444,12714.8571428571,13017
"Z28448","Kelly","NC",1045,21.5,8,31.9,19,84.1,94.1,-12.5,20924,12022,16144,18056,16193,614,22159,15158.8571428571,17244
"Z28449","Kure Beach","NC",1902,2.90000000000001,16.5,35.5,4.6,150.4,-10.7,-21.3,1306,22017,18742,2414,2096,20749,23629,12993.2857142857,13510
"Z28450","Lake Waccamaw","NC",2548,15.8,8.2,36.6,13.4,104,-17.1,25,17256,12361,19348,12923,9132,22037,1634,13527.2857142857,14504
"Z28451","Leland","NC",30879,13.7,6.8,30.8,16.7,109.2,17.6,12.7,15373,9485,15218,16213,7678,6450,4253,10667.1428571429,9456
"Z28453","Magnolia","NC",4244,31.5,13.1,25.6,27,85.9,-28.1,-26.1,23695,19513,10200,22098,15505,23272,24062,19763.5714285714,23173
"Z28454","Maple Hill","NC",2087,17.8,20.2,46.4,20.5,76.6,-20.3,-27.3,18778,23400,22999,19117,18938,22468,24123,21403.2857142857,24168
"Z28455","Nakina","NC",1684,24.1,17,37.1,9.9,119.1,30.6,-14.3,22019,22271,19694,8796,5582,3316,22562,14891.4285714286,16800
"Z28456","Riegelwood","NC",3626,26.9,11.5,38.2,18,77.3,-11.1,-2.09999999999999,22890,17671,20276,17326,18719,20870,16836,19226.8571428571,22717
"Z28457","Rocky Point","NC",10248,21.7,7.9,31.9,25.6,82.6,7.7,24.2,21015,11850,16142,21615,16741,11484,1702,14364.1428571429,15906
"Z28458","Rose Hill","NC",6672,27.4,12.6,38.8,34.3,58.1,-7.3,0,22992,18974,20598,23583,23146,19736,14830,20551.2857142857,23719
"Z28460","Sneads Ferry","NC",9966,6.5,15.4,49.6,17.7,110.8,8.2,3.3,5659,21348,23489,17124,7312,11143,10732,13829.5714285714,15045
"Z28461","Southport","NC",17230,10.3,7,38.7,8.1,117.1,-7,14.4,11319,9908,20531,6543,5937,19600,3624,11066,10101
"Z28462","Supply","NC",11541,18.3,11.3,42.2,23,69.7,-13,-3.2,19105,17370,21963,20562,20910,21291,17770,19853,23240
"Z28463","Tabor City","NC",9351,25.9,9.8,52.4,26.5,66.8,18.4,-4.8,22610,15237,23808,21956,21636,6179,18913,18619.8571428571,22139
"Z28464","Teachey","NC",2121,33.3,12.1,29,15.6,66,-3.3,-25,23867,18434,13664,15208,21807,18045,23956,19283,22763
"Z28465","Oak Island","NC",6781,7.90000000000001,14.2,39,9.8,110.3,17.1,-4.5,7804,20448,20696,8654,7406,6666,18726,12914.2857142857,13367
"Z28466","Wallace","NC",10880,28.5,11.5,35,21.5,71.5,-0.799999999999997,-4.5,23197,17674,18412,19729,20453,16810,18754,19289.8571428571,22768
"Z28467","Calabash","NC",9519,9.59999999999999,10.1,48.6,11.6,102.9,-5.5,-12.4,10339,15610,23357,10847,9444,18996,22154,15821,18348
"Z28468","Sunset Beach","NC",4434,8.5,10.5,40.4,12.1,110.1,28.5,9.59999999999999,8700,16224,21314,11464,7460,3695,5764,10660.1428571429,9440
"Z28469","Ocean Isle Beach","NC",6129,16.6,10,47.9,16.9,124.2,28.4,8.8,17907,15518,23247,16433,4753,3709,6255,12546,12714
"Z28470","Shallotte","NC",11026,19.4,10.1,37.6,17.6,73.5,9.2,9.2,19778,15685,19945,17012,19880,10563,6001,15552,17909
"Z28472","Whiteville","NC",20026,16.6,12.4,42.6,25.3,71,-3.8,-7.3,17908,18741,22086,21515,20597,18284,20382,19930.4285714286,23301
"Z28478","Willard","NC",4360,19.3,14.1,41.8,17.1,71.5,0.900000000000006,7.40000000000001,19707,20408,21822,16596,20446,15826,7263,17438.2857142857,20702
"Z28479","Winnabow","NC",5927,12.4,4.3,34.8,17.5,105.1,21.1,52.9,13884,4017,18222,16918,8807,5355,322,9646.42857142857,7741
"Z28480","Wrightsville Beach","NC",2540,1,9.4,23.2,18.3,136.9,14.9,-3.40000000000001,252,14421,7545,17505,3202,7586,17886,9771,7975
"Z28501","Kinston","NC",19849,23.2,15.9,43.2,35.7,58,5.40000000000001,-5.09999999999999,21687,21732,22262,23743,23164,12979,19131,20671.1428571429,23812
"Z28504","Kinston","NC",21538,17.5,8.9,27.3,16,92.6,24.2,-2,18564,13680,11956,15554,12946,4548,16699,13421,14294
"Z28510","Arapahoe","NC",1285,7.7,11.8,30.8,9.3,107.1,1.8,8.7,7511,17960,15254,7998,8219,15252,6362,11222.2857142857,10353
"Z28512","Atlantic Beach","NC",3190,4.40000000000001,11.8,29.9,10.2,109.8,4.90000000000001,-5,2822,17938,14448,9154,7531,13250,19075,12031.1428571429,11732
"Z28513","Ayden","NC",10263,15.2,9.3,33,25.7,82.4,-2.40000000000001,-3,16746,14358,17017,21662,16823,17600,17603,17401.2857142857,20658
"Z28515","Bayboro","NC",2537,14.3,26.3,62.4,22.8,67.4,-16,-11.9,15965,24236,24344,20473,21489,21877,22068,21493.1428571429,24202
"Z28516","Beaufort","NC",11204,14.8,7.8,34.7,22.5,85.5,2.90000000000001,0.299999999999997,16414,11622,18165,20296,15656,14550,13485,15741.1428571429,18210
"Z28518","Beulaville","NC",8562,17.9,10.6,34,28,78.2,19,9.5,18847,16429,17743,22382,18392,5969,5818,15082.8571428571,17094
"Z28519","Bridgeton","NC",295,27.5,29.4,48.3,15.9,116.8,6.5,-11.1,23015,24423,23326,15531,6015,12198,21830,18048.2857142857,21490
"Z28521","Chinquapin","NC",2270,20.1,15.6,33.5,17.5,80.3,2.5,29.4,20188,21535,17416,16916,17608,14828,1176,15666.7142857143,18105
"Z28523","Cove City","NC",2704,17,2.6,20.4,13.2,125.6,8.40000000000001,-39.1,18209,1263,4483,12620,4555,10999,24502,10947.2857142857,9898
"Z28524","Davis","NC",352,3.7,12,16.9,0,119.4,33.3,0,2033,18192,1865,45,5511,2966,13852,6352,2898
"Z28525","Deep Run","NC",3127,31.5,4.7,40.1,31.5,88.8,-18.9,6.2,23696,4901,21179,23141,14368,22297,8196,16825.4285714286,19891
"Z28526","Dover","NC",2597,31.2,9.9,36.3,30.5,64,84,4.3,23649,15399,19163,22954,22240,739,9717,16265.8571428571,19067
"Z28527","Ernul","NC",1288,5.59999999999999,2.9,27.6,0.9,110.6,19,0,4367,1574,12214,216,7333,5959,14035,6528.28571428571,3128
"Z28528","Gloucester","NC",765,17.7,11.1,41.9,13.1,103.3,-57.1,-25,18707,17105,21851,12605,9341,24404,24040,18293.2857142857,21789
"Z28529","Grantsboro","NC",2354,17.6,14.3,35.3,21.1,112.6,57.1,-8.09999999999999,18637,20581,18620,19459,6887,1306,20722,15173.1428571429,17265
"Z28530","Grifton","NC",6588,20.1,16.2,34.3,17.4,75.4,-0.0999999999999943,-12.8,20189,21904,17954,16822,19287,16471,22316,19277.5714285714,22759
"Z28531","Harkers Island","NC",1637,16.1,8.4,53.9,8.3,106.8,-16.5,-17.4,17505,12727,23933,6800,8296,21948,23199,16344,19190
"Z28532","Havelock","NC",23840,7.8,11.4,42.4,14.7,102.3,3,-4.7,7656,17431,22028,14321,9628,14448,18875,14912.4285714286,16834
"Z28538","Hookerton","NC",2456,28.7,6.9,40.5,27.4,78.4,17.6,-16,23238,9796,21339,22232,18307,6471,22935,17759.7142857143,21108
"Z28539","Hubert","NC",15344,10,12.9,47.3,13.3,107.2,-18.2,-12,10948,19212,23159,12836,8198,22176,22090,16945.5714285714,20054
"Z28540","Jacksonville","NC",49097,8.7,14.6,39.8,16.5,100.1,3.7,1,9024,20813,21091,16074,10298,14029,12943,14896,16816
"Z28544","Midway Park","NC",5211,17.9,8.8,48.2,21.8,76.9,5.09999999999999,12.8,18848,13484,23302,19922,18855,13158,4229,15971.1428571429,18585
"Z28546","Jacksonville","NC",46041,9.8,10.7,40,12.8,99.9,13.2,7.7,10659,16513,21155,12267,10367,8384,7017,12337.4285714286,12311
"Z28547","Camp Lejeune","NC",19194,0.5,3.5,86.9,8.3,97,-11.4,-28.4,177,2395,24626,6801,11350,20922,24166,12919.5714285714,13381
"Z28551","La Grange","NC",15185,15.7,5.8,31.7,20.8,76.8,0.0999999999999943,-7.5,17168,7282,15970,19259,18881,16188,20451,16457,19335
"Z28554","Maury","NC",274,5.09999999999999,20,35.9,4,133,42,-20,3694,23324,18968,1836,3605,2122,23434,10997.5714285714,9983
"Z28555","Maysville","NC",4790,15.8,13.5,36.3,13.3,88.1,-13.7,6.09999999999999,17257,19870,19182,12822,14625,21422,8286,16209.1428571429,18981
"Z28556","Merritt","NC",1295,11.6,4.9,34.6,14.4,92.5,64.7,42.9,12964,5263,18083,13994,12978,1088,527,9271,7180
"Z28557","Morehead City","NC",14464,8.59999999999999,7.7,27.4,15.8,102.9,7.3,-0.900000000000006,8851,11326,12050,15377,9459,11709,15854,12089.4285714286,11845
"Z28560","New Bern","NC",27892,15.3,12.2,35.7,17,99.5,3.5,-3.7,16834,18495,18853,16497,10505,14152,18136,16210.2857142857,18984
"Z28562","New Bern","NC",38370,10.2,7.9,33,12.9,109.5,1.3,0.400000000000006,11189,11773,16998,12359,7607,15565,13431,12703.1428571429,12996
"Z28570","Newport","NC",22340,12.2,6.2,31.9,14.9,93.7,9.8,0,13648,8146,16132,14517,12559,10193,14241,12776.5714285714,13123
"Z28571","Oriental","NC",2781,9.2,10,27.3,4,111.4,13.8,-11,9765,15450,11966,1828,7152,8080,21783,10860.5714285714,9767
"Z28572","Pink Hill","NC",7300,25.1,13.1,32.1,15.5,88.7,-8.2,3.2,22376,19500,16334,15121,14386,20032,10860,16944.1428571429,20050
"Z28573","Pollocksville","NC",2475,11.3,13.5,30,23.6,63.9,-32.4,-13.6,12605,19855,14542,20811,22252,23590,22496,19450.1428571429,22903
"Z28574","Richlands","NC",16354,12.2,9.6,42.2,16.1,99.9,31.7,-2.7,13649,14857,21957,15707,10378,3183,17302,13861.8571428571,15102
"Z28575","Salter Path","NC",515,7.3,12.4,39.6,7.9,78.4,-37.5,-31.8,6860,18678,20984,6268,18278,23874,24331,17039,20199
"Z28578","Seven Springs","NC",5686,40.1,9.3,28.4,27.1,87.7,20,20.8,24315,14414,13072,22127,14794,5677,2115,13787.7142857143,14962
"Z28579","Smyrna","NC",548,11.7,25.1,28.2,16.8,78.1,-2.59999999999999,11.1,13077,24127,12909,16293,18404,17704,5020,15362,17579
"Z28580","Snow Hill","NC",12583,27.7,6,48.3,25.2,76.3,16.2,6,23054,7747,23319,21477,19019,7053,8305,15710.5714285714,18162
"Z28584","Swansboro","NC",11442,8.59999999999999,7.7,36.7,14.3,122.4,26.7,6.2,8852,11327,19412,13878,5051,4003,8088,10087.2857142857,8461
"Z28585","Trenton","NC",3835,20.1,8.4,37.1,25.5,69.2,0,-3.8,20190,12744,19652,21580,21051,16390,18233,18548.5714285714,22065
"Z28586","Vanceboro","NC",7942,20.4,11.5,38.6,22,77.6,18.6,-0.900000000000006,20363,17651,20500,20037,18606,6110,15834,17014.4285714286,20162
"Z28589","Williston","NC",281,4.7,19.5,36.3,3.2,123.3,0,0,3204,23189,19204,1165,4891,16219,14567,11777,11293
"Z28590","Winterville","NC",24658,4.59999999999999,6,20.3,11.1,122.6,27.9,6.3,3078,7579,4425,10180,5022,3783,8019,6012.28571428571,2464
"Z28594","Emerald Isle","NC",3708,4,13.8,36.9,10.8,133,4,-7.90000000000001,2359,20102,19567,9889,3613,13849,20644,12860.4285714286,13265
"Z28601","Hickory","NC",48910,14.5,12.6,27.1,15,99.8,-5.59999999999999,-5.09999999999999,16144,18932,11775,14597,10406,19044,19155,15721.8571428571,18177
"Z28602","Hickory","NC",29442,21.6,11,29.4,16.4,89.5,11.7,4.2,20969,16976,14032,15939,14096,9178,9843,14433.2857142857,16037
"Z28604","Banner Elk","NC",6599,11.6,15,31.9,15.9,106.3,-3.8,-6.90000000000001,12965,21080,16178,15492,8465,18256,20173,16087,18788
"Z28605","Blowing Rock","NC",3595,8.09999999999999,11.4,33.6,16.9,111.7,8.5,-3.3,8116,17434,17476,16398,7097,10940,17797,13608.2857142857,14642
"Z28606","Boomer","NC",1949,20.9,13.6,29.9,8.4,104.7,-3.40000000000001,35.7,20615,19988,14456,6907,8909,18061,776,12816,13196
"Z28607","Boone","NC",34551,9.3,10.1,24.4,41.3,64.8,11.1,0.799999999999997,9924,15607,8854,24208,22078,9518,13112,14757.2857142857,16580
"Z28610","Claremont","NC",9867,20.3,11.4,26.3,15.7,91.4,11,4.8,20302,17515,10942,15283,13372,9552,9312,13754,14903
"Z28612","Connelly Springs","NC",12485,23.9,15.3,36.8,20.3,78.8,12,10.8,21950,21325,19501,18970,18158,9018,5141,16294.7142857143,19120
"Z28613","Conover","NC",23746,17.9,8.6,29.4,17.1,91.9,12.7,1.40000000000001,18849,13126,14013,16553,13199,8639,12562,13848.7142857143,15082
"Z28615","Creston","NC",1827,27.5,11.7,36.4,27.6,68.6,-9.59999999999999,-12.5,23016,17924,19245,22282,21207,20445,22234,20907.5714285714,23949
"Z28617","Crumpler","NC",2986,17.6,5.6,32.3,22.3,87.7,41.2,-3.8,18638,6870,16443,20168,14791,2191,18182,13897.5714285714,15159
"Z28618","Deep Gap","NC",2080,15.7,7.2,29.9,15.6,84.3,8.3,0,17169,10391,14420,15210,16106,11100,14281,14096.7142857143,15472
"Z28621","Elkin","NC",10942,21.1,15,27.4,17.1,81.8,-4.59999999999999,1.8,20706,21110,12103,16543,17043,18623,12214,16906,19997
"Z28622","Elk Park","NC",1810,18.1,13.3,31.4,18.3,63.6,-30.6,-18.4,18983,19688,15765,17545,22292,23453,23321,20149.5714285714,23471
"Z28623","Ennice","NC",1645,23.2,12.3,40.3,17.5,96.4,62.5,-5.59999999999999,21688,18639,21279,16935,11602,1137,19382,15808.8571428571,18326
"Z28624","Ferguson","NC",1791,36,5.6,61.4,45.7,50.8,-15.7,-28.6,24091,6898,24318,24416,23851,21822,24193,21369.8571428571,24155
"Z28625","Statesville","NC",38422,14.6,10.1,30.4,13.6,99,17.6,5.2,16226,15663,14887,13113,10641,6458,8970,12279.7142857143,12219
"Z28628","Glen Alpine","NC",339,13,7.9,32.5,13,80.2,-4.90000000000001,-28.6,14571,11810,16609,12465,17633,18748,24184,16574.2857142857,19511
"Z28630","Granite Falls","NC",20224,24.4,10.1,32.6,20.5,86.4,1.90000000000001,-3.3,22131,15702,16715,19085,15298,15213,17826,17424.2857142857,20678
"Z28634","Harmony","NC",5690,20.9,14.9,32.7,20.2,88.4,8.59999999999999,0,20616,21050,16811,18887,14521,10900,14270,16722.1428571429,19740
"Z28635","Hays","NC",4534,30.5,12.8,45.6,27.4,65.7,-6.3,-12,23552,19175,22822,22236,21880,19350,22080,21585,24250
"Z28636","Hiddenite","NC",4829,20.3,14.6,36.5,17.4,73.3,4.40000000000001,0,20303,20854,19324,16833,19940,13639,14425,17902.5714285714,21288
"Z28637","Hildebran","NC",1770,17.7,9.7,34.7,26.7,86.1,22.5,-3.8,18708,15041,18174,22001,15424,5002,18194,16077.7142857143,18772
"Z28638","Hudson","NC",11324,21.1,13,39.2,17,77.5,18.6,-4.90000000000001,20707,19374,20791,16506,18632,6111,18997,17302.5714285714,20555
"Z28640","Jefferson","NC",4712,21.3,12.1,27.9,28.9,65.6,-13,0,20814,18414,12612,22610,21905,21293,14956,18943.4285714286,22482
"Z28642","Jonesville","NC",5887,23,11.9,35.8,25.1,62,6.7,-5.5,21605,18167,18907,21414,22591,12124,19344,19164.5714285714,22660
"Z28644","Laurel Springs","NC",906,11.1,12,30.4,14.8,62.5,-14.3,27.3,12359,18236,14894,14392,22491,21544,1370,15040.8571428571,17037
"Z28645","Lenoir","NC",46312,24.2,13.3,38,20.1,71.4,-5.09999999999999,-2.59999999999999,22055,19711,20170,18840,20482,18843,17276,19625.2857142857,23053
"Z28646","Linville","NC",534,14.6,1.6,48.4,7.3,85.7,-0.0999999999999943,4.3,16227,409,23327,5525,15542,16464,9785,12468.4285714286,12569
"Z28650","Maiden","NC",11475,19,11.8,31.2,14.1,101.7,-8.90000000000001,-2.90000000000001,19514,18019,15593,13642,9804,20229,17527,16332.5714285714,19171
"Z28651","Millers Creek","NC",7037,21.3,13.1,37.3,25.6,72.3,-9.59999999999999,-10.1,20815,19486,19798,21630,20240,20442,21569,20568.5714285714,23735
"Z28654","Moravian Falls","NC",3656,13.9,12,34.2,18.3,81.6,92.9,-7.90000000000001,15549,18251,17876,17558,17128,629,20626,15373.8571428571,17599
"Z28655","Morganton","NC",55053,19.9,12.8,36.6,20.3,86.9,3.3,0.0999999999999943,20067,19154,19376,18968,15084,14290,13575,17216.2857142857,20437
"Z28657","Newland","NC",9394,21.5,6.1,29.2,15.1,78.2,8.3,-10.8,20925,7952,13796,14718,18361,11105,21741,15514,17861
"Z28658","Newton","NC",26344,19,12.2,33.9,18,82.1,3.2,-0.200000000000003,19515,18511,17678,17315,16924,14350,15341,17090.5714285714,20258
"Z28659","North Wilkesboro","NC",20251,29.9,13.8,41.6,27.7,61.1,0.900000000000006,-7.8,23448,20182,21758,22323,22717,15840,20607,20982.1428571429,23989
"Z28663","Piney Creek","NC",549,9,11.1,35.4,9.7,89.3,-25,-16.7,9474,17044,18668,8534,14156,22993,23095,16280.5714285714,19090
"Z28667","Rhodhiss","NC",441,29,19.8,44.6,22.4,56.5,-46.9,0,23286,23298,22622,20263,23331,24208,15225,21747.5714285714,24312
"Z28668","Roaring Gap","NC",390,2.5,4.7,15.2,9.2,105.3,-6.5,-16.7,986,4714,1145,7790,8738,19395,23058,9403.71428571429,7409
