Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,Rank_Label
Z62086,Sorento,IL,1452,11.2,9.7,39.3,20.9,64.7,20,22.2,12518,14990,20822,19346,22085,5695,1924,13911.42857,15181,At-risk
Z67450,Holyrood,KS,541,7.9,22.1,21.7,6.7,90.8,-4.4,-15.8,7876,23770,5962,4745,13587,18538,22904,13911.71429,15182,At-risk
Z27846,Jamesville,NC,3460,13.5,15.4,40.2,21,86.9,31.8,21.9,15137,21372,21244,19409,15087,3173,1964,13912.28571,15183,At-risk
Z65637,Dora,MO,1338,24.9,6.9,46.9,21.1,72.7,45.2,37.5,22321,9786,23074,19476,20114,1925,693,13912.71429,15184,At-risk
Z08701,Lakewood,NJ,96575,16.7,7.2,32.4,32.1,56.8,24.2,26.7,17971,10400,16533,23236,23293,4557,1401,13913,15185,At-risk
Z15323,Claysville,PA,4687,9.1,8,33,8.4,96.7,-5.1,-10.6,9591,11921,17000,6916,11453,18821,21700,13914.57143,15186,At-risk
Z80622,Galeton,CO,277,10.6,11.8,27.3,8.3,78.8,18.2,-40,11795,17975,11978,6768,18137,6242,24509,13914.85714,15187,At-risk
Z33809,Lakeland,FL,29024,12.5,11.1,31.5,15.2,101.4,5,1.4,13995,17071,15832,14834,9894,13195,12585,13915.14286,15188,At-risk
Z93555,Ridgecrest,CA,33580,9.8,10,30.6,16.8,100.1,-0.4,1,10757,15456,15066,16303,10299,16580,12958,13917,15189,At-risk
Z25839,Fairdale,WV,563,39.1,7.8,27.5,9.6,163.4,-51.4,0,24273,11677,12157,8379,1387,24309,15240,13917.42857,15190,At-risk
Z59832,Drummond,MT,1014,12.4,14.3,25.3,24.2,87.8,16.5,3.7,13927,20553,9882,21052,14757,6940,10329,13920,15191,At-risk
Z48726,Cass City,MI,6228,11.1,10.8,33.3,16.5,95.3,12.1,0,12378,16659,17259,16060,11967,8956,14168,13921,15192,At-risk
Z74002,Barnsdall,OK,2016,11.6,12.8,29.9,16.5,94.8,-4.3,12.9,13016,19114,14453,16035,12164,18477,4202,13923,15193,At-risk
Z65325,Cole Camp,MO,3549,12.3,12.5,25.7,14.8,78.5,11.5,1.3,13808,18821,10300,14357,18246,9287,12647,13923.71429,15194,At-risk
Z39503,Gulfport,MS,50568,12.3,10.5,35.1,19.1,108.6,9.4,1.4,13773,16252,18472,18142,7847,10412,12571,13924.14286,15195,At-risk
Z92069,San Marcos,CA,49135,25.2,4.5,32.4,18.3,89.1,8.2,2.9,22425,4466,16514,17550,14254,11165,11098,13924.57143,15196,At-risk
Z67445,Glasco,KS,594,6.6,20.9,24.9,15.9,74.2,30.9,-7.1,5865,23555,9424,15459,19647,3278,20246,13924.85714,15197,At-risk
Z89124,Las Vegas,NV,817,2.8,12.6,32.4,11,143.3,-34,-30.8,1267,18886,16561,10136,2631,23691,24304,13925.14286,15198,At-risk
Z58756,Makoti,ND,204,9.8,30.8,27.5,14.2,96.6,9.1,0,10711,24475,12207,13718,11509,10603,14258,13925.85714,15199,At-risk
Z04680,Steuben,ME,1070,15.8,9.3,30.2,24.9,73.7,71.7,5,17231,14365,14693,21335,19829,940,9089,13926,15200,At-risk
Z17084,Reedsville,PA,4446,23.4,3.2,30.4,20.1,84,-2.7,9.2,21768,2079,14829,18808,16233,17750,6017,13926.28571,15201,At-risk
Z74349,Ketchum,OK,330,6.6,9.5,43.9,14.9,73.8,-3.7,21.7,5880,14621,22444,14551,19781,18232,1983,13927.42857,15202,At-risk
Z95642,Jackson,CA,6581,6.4,14.5,37.1,11.5,79.2,1.5,7.3,5603,20708,19686,10713,17981,15464,7339,13927.71429,15203,At-risk
Z18347,Pocono Lake,PA,2286,13.1,4,47.9,20.5,84.4,36.4,-4,14673,3462,23240,19118,16074,2590,18341,13928.28571,15204,At-risk
Z70437,Folsom,LA,8955,14.1,7.2,28.7,10.8,130.6,-23.6,-9.6,15811,10377,13331,9868,3899,22852,21364,13928.85714,15205,At-risk
Z69030,Haigler,NE,383,10.8,15.1,35.2,8.9,72.2,0,25,12038,21147,18554,7526,20246,16384,1609,13929.14286,15206,At-risk
Z30429,Hagan,GA,163,29.1,29.1,22.8,4.9,88.5,-9.7,11.1,23308,24413,7111,2729,14447,20465,5034,13929.57143,15207,At-risk
Z48877,Riverdale,MI,2537,13.8,10.4,39.5,27.6,81.2,54.7,13.3,15470,16107,20926,22287,17288,1401,4034,13930.42857,15208,At-risk
Z42285,Sweeden,KY,308,21.1,9.3,34.4,11,113.5,5,0,20728,14392,17972,10142,6698,13183,14402,13931,15209,At-risk
Z61415,Avon,IL,1629,10,16.7,27.4,12.6,89.7,2.4,2.6,10987,22113,12109,12007,14018,14885,11414,13933.28571,15210,At-risk
Z54552,Park Falls,WI,4105,10.5,7.2,22.3,14.2,80,-3.4,-5.8,11638,10336,6519,13690,17712,18092,19549,13933.71429,15211,At-risk
Z05820,Albany,VT,632,10.9,3.3,20.6,10.5,67.8,-26.9,-42.9,12070,2201,4685,9451,21401,23169,24562,13934.14286,15212,At-risk
Z47250,Madison,IN,22296,12.2,9.9,30.3,14.1,92.1,13.3,-4.4,13669,15320,14794,13639,13119,8341,18678,13937.14286,15213,At-risk
Z92084,Vista,CA,50377,24,3.5,32,17.3,84.3,5.1,3.2,22007,2552,16192,16720,16111,13152,10832,13938,15214,At-risk
Z04786,Washburn,ME,1863,13,7.3,26.5,11.6,92.2,-5.1,-4.3,14547,10590,11110,10783,13080,18824,18632,13938,15215,At-risk
Z47859,Marshall,IN,1323,16.1,11.9,22.4,13.3,104.9,4.4,-6.7,17520,18140,6645,12745,8864,13606,20048,13938.28571,15216,At-risk
Z65047,Kaiser,MO,929,6.3,1.5,37.9,13.3,64.9,3.9,-15.9,5437,322,20076,12828,22032,13955,22924,13939.14286,15217,At-risk
Z26451,West Milford,WV,787,9.5,11.7,27.8,8.9,122.8,-9.2,-29.4,10199,17829,12511,7506,4981,20310,24239,13939.28571,15218,At-risk
Z36832,Auburn,AL,24511,11.9,11.1,29.1,46.1,50.5,26.1,32.3,13318,17067,13746,24423,23876,4139,1008,13939.57143,15219,At-risk
Z40117,Ekron,KY,2421,10.8,12.8,32.9,11.5,112.8,4.6,-4.2,11993,19111,16953,10703,6839,13462,18516,13939.57143,15220,At-risk
Z49601,Cadillac,MI,20899,10.1,7.4,32.5,15.5,85.1,-1.9,3.2,11089,10774,16604,15123,15813,17325,10851,13939.85714,15221,At-risk
Z58573,Strasburg,ND,729,19.2,6.2,19.1,11.7,67.8,2.5,-5.3,19668,8191,3376,10866,21402,14838,19244,13940.71429,15222,At-risk
Z52537,Bloomfield,IA,6904,13.9,8.6,28.1,16.4,91.2,1.8,2.5,15577,13087,12757,15931,13453,15264,11518,13941,15223,At-risk
Z15084,Tarentum,PA,9693,8.1,11.2,27.1,11.4,81.6,-1.8,-0.6,8095,17159,11770,10560,17111,17267,15632,13942,15224,At-risk
Z27574,Roxboro,NC,14742,13.4,9.2,29.3,18.5,92.3,16.9,-2.3,15017,14169,13931,17689,13065,6759,16964,13942,15225,At-risk
Z78028,Kerrville,TX,40001,12.8,6.8,31,15.9,79.9,2.2,4,14417,9476,15391,15486,17750,15021,10055,13942.28571,15226,At-risk
Z30564,Murrayville,GA,3980,22.3,6.8,34.7,13.3,94.6,25.9,-5.6,21311,9531,18156,12818,12233,4166,19387,13943.14286,15227,At-risk
Z05739,Danby,VT,1499,16,9.5,23.6,8.5,104.4,-3.9,-17.6,17413,14728,7964,6986,8987,18306,23218,13943.14286,15228,At-risk
Z77625,Kountze,TX,8266,14.6,10.4,35.2,14.4,95.1,26.2,-1.8,16286,16111,18528,13997,12037,4113,16540,13944.57143,15229,At-risk
Z47371,Portland,IN,12280,14.9,8.4,25.2,13.3,86.1,6.3,-3.7,16528,12723,9736,12762,15400,12350,18124,13946.14286,15230,At-risk
Z22958,Nellysford,VA,1912,15.9,7.2,23.9,10.5,109.1,-15.7,-14.3,17334,10394,8269,9477,7698,21811,22645,13946.85714,15231,At-risk
Z65259,Huntsville,MO,2565,11.3,17.3,29.7,10.8,85.9,-5.6,13.9,12657,22399,14302,9872,15476,19055,3869,13947.14286,15232,At-risk
Z70772,Rosedale,LA,927,18.2,13.5,20.1,11.4,71.5,50,-11.1,19077,19880,4285,10510,20439,1640,21800,13947.28571,15233,At-risk
Z38848,Greenwood Springs,MS,935,13.5,18.3,22.2,11.7,127.9,-25,0,15154,22809,6460,10881,4250,22980,15104,13948.28571,15234,At-risk
Z80223,Denver,CO,19216,31.3,3.4,26.3,23.2,70.5,12.1,3.6,23671,2390,10854,20617,20714,8970,10433,13949.85714,15235,At-risk
Z45344,New Carlisle,OH,16793,14.1,8.2,29.5,13.7,91.9,9.8,-4.6,15776,12345,14096,13226,13190,10198,18820,13950.14286,15236,At-risk
Z23303,Atlantic,VA,1121,9.5,8.6,29.6,2.1,75.9,-9.2,-7.1,10193,13030,14188,495,19114,20328,20309,13951,15237,At-risk
Z39040,Bentonia,MS,3994,24.1,6,34.1,14.6,90.4,-4.6,14.8,22035,7745,17779,14214,13744,18618,3526,13951.57143,15238,At-risk
Z54540,Land O Lakes,WI,933,6.9,6.9,33.3,15,78.3,5.4,-4.3,6308,9628,17231,14624,18320,12964,18601,13953.71429,15239,At-risk
Z61542,Lewistown,IL,3816,9.6,10.2,28.9,8.6,89.7,0.2,-7.9,10416,15765,13552,7149,14005,16142,20648,13953.85714,15240,At-risk
Z42081,Smithland,KY,2053,26.6,10.8,29.9,11.3,84,11,7.1,22807,16729,14445,10463,16214,9559,7462,13954.14286,15241,At-risk
Z90040,Los Angeles,CA,12699,45.8,3.3,33.8,16.7,72.7,14.1,5,24477,2235,17567,16227,20105,7948,9120,13954.14286,15242,At-risk
Z10461,Bronx,NY,51820,20.1,7.2,29.4,16.3,87,3.9,6.1,20180,10426,14000,15841,15043,13932,8258,13954.28571,15243,At-risk
Z54456,Neillsville,WI,5985,11.6,7.7,24.9,13,84.8,-5.6,-1.7,13002,11387,9383,12421,15906,19057,16526,13954.57143,15244,At-risk
Z54615,Black River Falls,WI,10921,13.3,6.9,35.7,13.6,94,-3.7,3.7,14939,9736,18825,13138,12436,18222,10389,13955,15245,At-risk
Z47933,Crawfordsville,IN,27943,11.9,9.2,27.3,15.7,92.8,4.9,-2.1,13336,14153,11959,15288,12886,13272,16794,13955.42857,15246,At-risk
Z70341,Belle Rose,LA,4285,26.2,14.8,33,16.5,76.9,78,29,22710,20993,17050,16058,18849,833,1196,13955.57143,15247,At-risk
Z33023,Hollywood,FL,69570,18.8,5.7,28.5,18,91.3,3.2,0.9,19393,7069,13134,17289,13419,14341,13046,13955.85714,15248,At-risk
Z49042,Constantine,MI,4568,14.6,8,30.2,17.8,87.7,25,-4.2,16250,11986,14681,17151,14785,4359,18488,13957.14286,15249,At-risk
Z43613,Toledo,OH,31677,8.7,10.3,22.9,15.6,91.3,-2.2,-5.7,9034,15898,7202,15173,13413,17495,19495,13958.57143,15250,At-risk
Z24258,Hiltons,VA,1800,20.6,4,29.6,15,60.3,-4.1,14.3,20465,3482,14146,14610,22850,18424,3734,13958.71429,15251,At-risk
Z76239,Forestburg,TX,1168,11.1,14.9,35.3,10.8,101.5,-49.5,25,12418,21021,18623,9887,9846,24265,1658,13959.71429,15252,At-risk
Z61379,Wyanet,IL,1512,8.6,8.2,22.2,19.5,87.7,-16.2,0,8929,12276,6428,18382,14789,21903,15011,13959.71429,15253,At-risk
Z95370,Sonora,CA,27043,8.5,4.8,38.1,14.6,79.7,2.7,-2.3,8802,5001,20198,14224,17806,14692,17000,13960.42857,15254,At-risk
Z74361,Pryor,OK,16903,11.7,11.3,31.9,21.4,97.2,12.1,2.8,13143,17324,16160,19652,11306,8953,11188,13960.85714,15255,At-risk
Z29545,Green Sea,SC,1736,18,17,31.9,22.9,93.2,41.4,11.1,18919,22258,16186,20492,12756,2176,4947,13962,15256,At-risk
Z14775,Ripley,NY,2323,16.7,10.9,30.7,13.6,70.3,13.7,9.7,17975,16831,15172,13116,20753,8154,5736,13962.42857,15257,At-risk
Z57350,Huron,SD,15366,17.3,7.1,19.5,21.7,89.7,1.9,-1.5,18442,10173,3734,19805,14041,15206,16340,13963,15258,At-risk
Z38316,Bradford,TN,3539,15,5,32.4,14.8,106.1,3.3,-11.4,16604,5489,16517,14407,8516,14275,21952,13965.71429,15259,At-risk
Z13904,Binghamton,NY,9512,12.6,10.3,32.2,20.7,70.4,24.8,7.7,14088,15938,16395,19190,20739,4416,6996,13966,15260,At-risk
Z62263,Nashville,IL,5192,7.8,10,21.5,18.7,81.3,-10.6,0.9,7720,15436,5741,17811,17239,20738,13078,13966.14286,15261,At-risk
Z87567,Santa Cruz,NM,1754,21.6,11.4,29,28.1,66.5,120.5,30.8,21005,17522,13658,22398,21699,399,1086,13966.71429,15262,At-risk
Z40051,New Haven,KY,4251,16.6,12.8,33,23.4,96.6,22.6,8.5,17923,19137,17044,20729,11519,4973,6443,13966.85714,15263,At-risk
Z14787,Westfield,NY,5080,11.1,7.5,33.5,13.9,77.2,5.7,1.9,12339,10998,17375,13456,18753,12769,12078,13966.85714,15264,At-risk
Z57274,Webster,SD,2692,9.1,14,20.3,22.4,70.9,2.3,7,9651,20286,4464,20222,20611,14973,7569,13968,15265,At-risk
Z38401,Columbia,TN,53977,13.1,8.1,31,18.2,96.7,1,3.2,14697,12160,15400,17457,11478,15746,10842,13968.57143,15266,At-risk
Z46070,Summitville,IN,2352,9.5,13.1,30.1,8,125,-12.3,-9.5,10231,19436,14622,6409,4638,21127,21331,13970.57143,15267,At-risk
Z27956,Maple,NC,311,5.8,26.8,36.7,0,215.2,-58.8,-40,4658,24273,19450,119,318,24436,24540,13970.57143,15268,At-risk
Z49441,Muskegon,MI,35863,7.8,7.5,30.8,15.1,91,-0.6,-4.9,7680,10955,15225,14728,13518,16685,19021,13973.14286,15269,At-risk
Z39354,Preston,MS,1880,27,8.5,28.9,15.5,81.1,12.1,7.7,22910,12966,13536,15104,17312,8962,7023,13973.28571,15270,At-risk
Z61554,Pekin,IL,43557,9.5,7.1,29.6,12,88.1,-5.1,-4.2,10263,10081,14172,11308,14619,18829,18544,13973.71429,15271,At-risk
Z65473,Fort Leonard Wood,MO,17576,5,9.7,71.1,8.7,91.1,5.6,-9.1,3622,14924,24507,7294,13472,12835,21163,13973.85714,15272,At-risk
Z83554,White Bird,ID,523,14.6,4.6,39.5,13.4,76.7,48.6,-13.3,16291,4667,20911,12929,18896,1713,22410,13973.85714,15273,At-risk
Z54819,Bruce,WI,2588,10.6,8.5,27.8,17.4,72.6,50.3,-12.5,11762,12884,12492,16793,20133,1594,22169,13975.28571,15274,At-risk
Z27011,Boonville,NC,5745,20.3,9.5,33.6,15.2,79.4,48,3.2,20296,14755,17461,14850,17923,1754,10789,13975.42857,15275,At-risk
Z81211,Buena Vista,CO,7275,10.3,9.7,43.9,8.4,84.7,4.2,1.6,11407,14976,22445,6927,15934,13751,12392,13976,15276,At-risk
Z76354,Burkburnett,TX,11308,10.9,11.5,29.1,11.3,97.7,1.1,-2.4,12179,17588,13747,10459,11079,15691,17091,13976.28571,15277,At-risk
Z83314,Bliss,ID,881,28.3,14.3,31.2,19.3,75.9,95.7,46.2,23174,20612,15605,18270,19130,594,450,13976.42857,15278,At-risk
Z16350,Sugar Grove,PA,3009,12.2,7,31.8,21.6,77.8,34.8,-2.5,13634,9932,16066,19770,18527,2773,17135,13976.71429,15279,At-risk
Z40516,Lexington,KY,2979,13,12.7,24.4,7.7,154.1,-70.2,-15.9,14587,19020,8871,5986,1881,24563,22932,13977.14286,15280,At-risk
Z28904,Hayesville,NC,8351,10.6,8.6,30.6,23.1,73.4,13.5,4.8,11724,13040,15053,20574,19912,8252,9301,13979.42857,15281,At-risk
Z35769,Scottsboro,AL,9830,17.1,9.6,34.6,10.6,93.6,35,-10.4,18277,14884,18103,9640,12574,2752,21629,13979.85714,15282,At-risk
Z21782,Sharpsburg,MD,4371,15.6,2.7,26.3,10.3,82.4,-15.3,-8.2,17079,1357,10852,9256,16790,21739,20790,13980.42857,15283,At-risk
Z71403,Anacoco,LA,4239,10.2,12.2,32,14.3,116.5,-35.1,6.2,11243,18467,16266,13860,6074,23758,8207,13982.14286,15284,At-risk
Z21842,Ocean City,MD,11326,7.9,21.6,25.6,8.8,70.6,2.6,0.5,7800,23680,10207,7378,20676,14771,13363,13982.14286,15285,At-risk
Z70658,Reeves,LA,1086,27.9,15.2,27.4,10.1,116,-26.8,16.7,23115,21261,12105,9009,6172,23154,3060,13982.28571,15286,At-risk
Z64637,Cowgill,MO,529,11.4,29,36.9,15.8,88.7,23.5,8.3,12788,24403,19586,15420,14388,4734,6559,13982.57143,15287,At-risk
Z64772,Nevada,MO,13692,11.8,11.7,29.5,19.7,83.4,3.1,15.6,13252,17847,14118,18507,16452,14408,3295,13982.71429,15288,At-risk
Z55771,Orr,MN,1810,6.5,4.7,38,28.9,66.1,-3.1,11.3,5697,4785,20129,22623,21795,17956,4895,13982.85714,15289,At-risk
Z77995,Yoakum,TX,8892,22.2,12.6,24,10.1,87.3,-1.9,6.4,21291,18967,8403,8981,14924,17322,8003,13984.42857,15290,At-risk
Z30185,Whitesburg,GA,3859,21.2,9.3,35.6,13.4,103.8,14.5,0,20773,14393,18768,12921,9186,7747,14109,13985.28571,15291,At-risk
Z37920,Knoxville,TN,39823,11.8,9.3,27,21.4,84.2,7.6,2.6,13215,14327,11641,19630,16152,11546,11394,13986.42857,15292,At-risk
Z31831,Waverly Hall,GA,3121,29.3,23.4,23.9,9.5,104.3,-0.5,5.9,23353,23942,8313,8221,9026,16620,8438,13987.57143,15293,At-risk
Z59226,Froid,MT,485,6.2,22.5,32.4,14.6,94.9,-11.1,11.1,5277,23835,16584,14203,12123,20857,5037,13988,15294,At-risk
Z85043,Phoenix,AZ,35301,32.4,7.2,28.5,24.2,83.1,35.4,3.8,23794,10448,13147,21056,16578,2708,10187,13988.28571,15295,At-risk
Z61318,Compton,IL,798,4.7,9.8,23.4,12.5,91.7,-36,-15.4,3249,15104,7765,11873,13262,23799,22872,13989.14286,15296,At-risk
Z16630,Cresson,PA,4559,9,5.8,27.7,12.9,84.7,-7.1,-8.6,9461,7209,12361,12332,15941,19654,20972,13990,15297,At-risk
Z27979,Sunbury,NC,1787,18.5,16.2,28.2,8.4,105.8,8.8,-3.1,19229,21902,12902,6897,8592,10771,17639,13990.28571,15298,At-risk
Z92359,Mentone,CA,8718,11.4,9,26.6,9.1,87.1,1.3,-11,12812,13814,11221,7732,14988,15583,21785,13990.71429,15299,At-risk
Z95428,Covelo,CA,2365,8.8,7.5,38.6,32,50.1,17.4,14.8,9268,10973,20483,23226,23912,6568,3507,13991,15300,At-risk
Z61570,Washburn,IL,1742,10.9,6.8,22.1,10.2,93.2,-45.2,-25,12166,9450,6320,9087,12729,24155,24030,13991,15301,At-risk
Z62422,Cowden,IL,1119,12.6,7.5,26.4,22.3,54.3,11.8,5.3,14153,11019,11006,20159,23566,9146,8890,13991.28571,15302,At-risk
Z56201,Willmar,MN,23092,14.8,6,20.6,16.4,75.9,-1.3,-2.3,16441,7709,4723,15901,19122,17032,17011,13991.28571,15303,At-risk
Z62869,Norris City,IL,2760,11.7,7,33.6,13.3,93,-36.4,6.4,13128,9929,17447,12810,12797,23819,8010,13991.42857,15304,At-risk
Z04628,Dennysville,ME,714,5.4,8.4,38.9,21.7,84.5,-26.1,25,4058,12624,20632,19856,16041,23107,1644,13994.57143,15305,At-risk
Z94124,San Francisco,CA,35010,26.5,6.9,29.3,22.8,80.8,23.9,5.2,22793,9792,13908,20438,17439,4635,8962,13995.28571,15306,At-risk
Z32792,Winter Park,FL,51343,7.6,12.3,25.4,19,89.2,3.7,-0.8,7350,18566,9973,18034,14222,14043,15779,13995.28571,15307,At-risk
Z70646,Hayes,LA,743,0,20.3,5.7,32.2,151,-62.2,-50,92,23413,44,23255,2056,24492,24619,13995.85714,15308,At-risk
Z30452,Register,GA,1270,16,11.6,25.7,17.6,76.9,17.6,3.8,17435,17751,10296,16967,18850,6472,10209,13997.14286,15309,At-risk
Z43050,Mount Vernon,OH,28313,11,7.4,28.9,17.5,88.5,2.6,-0.1,12246,10786,13519,16893,14483,14750,15303,13997.14286,15310,At-risk
Z08610,Trenton,NJ,29507,15.2,9,24.4,9.9,78.8,-11.3,3.3,16727,13857,8845,8730,18140,20910,10775,13997.71429,15311,At-risk
Z99125,Endicott,WA,460,5,15.9,27.7,14.8,69.6,-33.3,28.6,3654,21680,12427,14373,20925,23658,1268,13997.85714,15312,At-risk
Z69337,Chadron,NE,7121,5.1,11.9,17.4,16.3,79.8,-6.7,-8.5,3754,18067,2138,15798,17781,19505,20942,13997.85714,15313,At-risk
Z33955,Punta Gorda,FL,10195,12.4,8.8,56.2,9.5,105.7,-12.7,5.9,13893,13432,24084,8290,8625,21210,8456,13998.57143,15314,At-risk
Z13843,South New Berlin,NY,1964,10.5,9.3,28.3,16.9,74.5,12,0,11577,14311,12979,16375,19562,9023,14169,13999.42857,15315,At-risk
Z65611,Blue Eye,MO,1998,10.1,23.7,28.2,18.3,70.4,15.8,12.1,11121,23969,12908,17532,20737,7200,4535,14000.28571,15316,At-risk
Z43311,Bellefontaine,OH,19124,11.3,7.5,27.4,16.3,99.5,-3.1,-3.6,12622,11003,12047,15829,10502,17929,18072,14000.57143,15317,At-risk
Z37690,Telford,TN,3612,19.8,5.7,32.2,13.5,95.9,17.5,-18.2,20024,7074,16361,13009,11757,6509,23270,14000.57143,15318,At-risk
Z45212,Cincinnati,OH,22159,16.5,14.6,25.2,22,79.1,29.6,6.3,17841,20838,9772,20008,18047,3486,8017,14001.28571,15319,At-risk
Z27880,Sims,NC,3518,16,4.6,26.8,17.2,98.3,2.7,-13,17429,4672,11362,16627,10886,14677,22362,14002.14286,15320,At-risk
Z59736,Jackson,MT,131,5.6,15.5,32.5,1.5,98.4,-13.2,-16.7,4412,21420,16650,317,10824,21319,23075,14002.42857,15321,At-risk
Z68327,Chester,NE,266,4.9,12.9,21.6,5.6,75.2,-23.4,-23.1,3497,19191,5846,3498,19341,22834,23810,14002.42857,15322,At-risk
Z49633,Fife Lake,MI,3492,17.1,5.2,39.8,16,79.7,6.9,7.3,18293,5923,21062,15610,17811,11994,7325,14002.57143,15323,At-risk
Z13607,Alexandria Bay,NY,1697,10.6,6.8,38.5,14.5,73.6,22.8,-3,11702,9444,20424,14119,19848,4936,17550,14003.28571,15324,At-risk
Z81146,Mosca,CO,611,7.4,11.1,28.1,21.8,80.1,69,-14.3,7110,17032,12774,19878,17685,997,22547,14003.28571,15325,At-risk
Z21921,Elkton,MD,42066,12.3,7.2,28.2,11,83.2,-4.8,-0.7,13752,10359,12855,10118,16510,18711,15721,14003.71429,15326,At-risk
Z75480,Scroggins,TX,1675,26.6,8,39.6,17.6,91.8,9.5,25,22813,12036,20967,17018,13240,10367,1587,14004,15327,At-risk
Z15021,Burgettstown,PA,7669,13,9.1,31.5,6.5,96.8,-21.6,0,14556,14008,15818,4558,11410,22615,15066,14004.42857,15328,At-risk
Z62918,Carterville,IL,10103,8.2,13.2,25.1,15.3,85.6,-7,3.7,8329,19537,9649,14908,15602,19615,10393,14004.71429,15329,At-risk
Z19061,Marcus Hook,PA,20103,10.4,7.2,28.9,11.9,97,-6.8,-7.9,11464,10332,13513,11177,11359,19536,20656,14005.28571,15330,At-risk
Z32043,Green Cove Springs,FL,24241,13.3,10.6,32.4,9.6,118.9,-8,-1.3,14912,16400,16553,8402,5610,19959,16206,14006,15331,At-risk
Z16156,Volant,PA,2864,13.5,6.8,26.7,11.9,99.4,-8.4,-7.3,15121,9482,11286,11154,10527,20089,20387,14006.57143,15332,At-risk
Z15376,West Alexander,PA,1546,9.6,9.4,27.4,12.9,98.4,-24.4,0,10320,14474,12067,12327,10838,22924,15102,14007.42857,15333,At-risk
Z45694,Wheelersburg,OH,12205,12.5,10.3,31.5,13.6,103.2,-3.8,2.5,14012,15935,15827,13117,9372,18258,11535,14008,15334,At-risk
Z49079,Paw Paw,MI,13160,11.1,8.7,30.4,20.8,105.6,2,0,12380,13245,14872,19250,8668,15134,14507,14008,15335,At-risk
Z01607,Worcester,MA,9288,14.9,9.9,29.9,16.4,65.9,13.9,9.2,16480,15346,14435,15942,21827,8044,5987,14008.71429,15336,At-risk
Z96091,Trinity Center,CA,521,12,8.6,58.7,10.9,65.1,5,21.4,13515,13059,24221,10026,21985,13224,2033,14009,15337,At-risk
Z19901,Dover,DE,37135,13,6.9,32,17.5,75.6,6.7,4.8,14562,9730,16214,16907,19226,12110,9330,14011.28571,15338,At-risk
Z57232,Eden,SD,295,19.4,5.3,5.8,8.5,68.7,-8,-25,19804,6186,45,6931,21176,19978,23962,14011.71429,15339,At-risk
Z33525,Dade City,FL,18295,13,9,33.1,17.8,95.8,1.5,6.2,14579,13837,17101,17163,11789,15447,8169,14012.14286,15340,At-risk
Z29838,Modoc,SC,520,2.7,26.3,46.4,6.2,133,-3.1,-25,1147,24234,23002,4224,3608,17916,23955,14012.28571,15341,At-risk
Z24574,Monroe,VA,4475,13.2,6,26,11.8,88.8,-5.7,-7.7,14798,7697,10580,11020,14347,19096,20553,14013,15342,At-risk
Z71201,Monroe,LA,20229,9.8,10,25.5,18.8,98.5,-0.5,-1.7,10733,15455,10077,17879,10820,16625,16505,14013.42857,15343,At-risk
Z62831,Du Bois,IL,495,7.7,15.3,31.4,11.9,89.4,-26.4,11.1,7569,21280,15771,11185,14122,23128,5041,14013.71429,15344,At-risk
Z92805,Anaheim,CA,72637,37.2,3.8,27.7,22.2,87.8,4.8,3.8,24172,3105,12342,20106,14756,13348,10267,14013.71429,15345,At-risk
Z43930,Hammondsville,OH,911,5.9,23,31.7,8.5,107,0,-11.1,4807,23887,16037,7035,8240,16250,21842,14014,15346,At-risk
Z99588,Glennallen,AK,936,10.7,8.3,41.3,10.8,70.2,-7.8,26,11952,12501,21637,9894,20771,19913,1438,14015.14286,15347,At-risk
Z30295,Zebulon,GA,4259,12.2,9.5,37.5,17.3,88.4,17.8,1.7,13651,14687,19885,16739,14515,6387,12248,14016,15348,At-risk
Z57641,Mc Intosh,SD,340,10.4,21.7,23.6,12.4,84.6,21.1,-11.1,11507,23705,7991,11755,15986,5364,21814,14017.42857,15349,At-risk
Z33316,Fort Lauderdale,FL,10465,9.8,9.7,32.4,16.2,107.8,-6.1,1.1,10664,14970,16548,15757,8043,19254,12887,14017.57143,15350,At-risk
Z45420,Dayton,OH,25157,8.6,8.6,30.7,18.9,74.5,14.4,-0.8,8872,13016,15144,17980,19563,7804,15744,14017.57143,15351,At-risk
Z38225,Dresden,TN,6461,19.4,7,31.3,12.3,81.6,25.5,-6,19798,9981,15651,11691,17115,4253,19640,14018.42857,15352,At-risk
Z47142,Mauckport,IN,997,15.2,8.2,22.7,3.7,84.9,-11.3,-22.2,16766,12354,6963,1546,15860,20908,23732,14018.42857,15353,At-risk
Z16341,Pleasantville,PA,1873,9.5,4.3,31.4,15.2,75.3,-6.2,0,10181,3995,15707,14832,19317,19310,14791,14019,15354,At-risk
Z48891,Vestaburg,MI,2858,9.9,7,32.4,8.5,87.9,-1.3,-12.2,10832,9900,16532,7040,14685,17022,22128,14019.85714,15355,At-risk
Z48730,East Tawas,MI,4410,9.7,9.3,40.9,16,82.4,31.2,-1.3,10535,14304,21499,15613,16809,3233,16154,14021,15356,At-risk
Z34945,Fort Pierce,FL,5495,24.2,7,47.6,17.2,94.9,15.1,8.3,22059,9991,23196,16677,12133,7515,6583,14022,15357,At-risk
