Zip_Code,City,State,Population,No_Diploma,Vacancy,No_Job,Poverty,Med_Inc,Chg_Job,Chg_Biz,No_Diploma_Rank,Vacancy_Rank,No_Job_Rank,Poverty_Rank,Med_Inc_Rank,Chg_Job_Rank,Chg_Biz_Rank,Avg_Rank,DCI,Rank_Label
Z16655,Imler,PA,1487,13.1,7.4,28.6,10.6,94.7,50,21.4,14670,10809,13250,9616,12190,1617,2016,9166.857143,7007,Comfortable
Z55119,Saint Paul,MN,41447,9.9,4.1,21.9,13,92,5.8,10.4,10848,3631,6093,12408,13152,12684,5352,9166.857143,7008,Comfortable
Z12564,Pawling,NY,7152,9.1,5.3,28,9,137.4,-2.7,7.3,9583,6088,12662,7620,3145,17724,7346,9166.857143,7009,Comfortable
Z59019,Columbus,MT,4161,7.4,13.2,27.1,10.2,117.5,22.6,9.5,7080,19530,11776,9141,5864,4968,5814,9167.571429,7010,Comfortable
Z80817,Fountain,CO,28182,5,5.6,35.8,8.6,93.5,17.8,5.4,3636,6722,18883,7160,12609,6380,8788,9168.285714,7011,Comfortable
Z20659,Mechanicsville,MD,24656,9.1,4.3,21.2,6.4,128.8,-3.1,-4.6,9599,3990,5334,4370,4132,17919,18837,9168.714286,7012,Comfortable
Z92860,Norco,CA,27091,17.4,4.2,43.1,6.8,142.6,27.5,6.2,18546,3871,22225,4931,2671,3854,8087,9169.285714,7013,Comfortable
Z32835,Orlando,FL,42750,9.2,8.6,21.2,9.8,106.2,-3,31.3,9772,13025,5406,8574,8480,17882,1048,9169.571429,7014,Comfortable
Z23005,Ashland,VA,15486,11.9,3.9,23,11.9,85.9,26.1,4.4,13299,3250,7248,11125,15480,4137,9649,9169.714286,7015,Comfortable
Z07035,Lincoln Park,NJ,10786,6.2,5.9,21.4,3.3,115.2,-17.6,-1.5,5193,7391,5594,1222,6329,22093,16368,9170,7016,Comfortable
Z18323,Buck Hill Falls,PA,73,0,6.9,0,0,119.2,-59.8,-44.4,41,9564,3,2,5550,24451,24581,9170.285714,7017,Comfortable
Z08203,Brigantine,NJ,9347,9.3,4.8,25.8,11.9,79.1,33.7,7.9,9888,5013,10353,11145,18028,2920,6848,9170.714286,7018,Comfortable
Z40229,Louisville,KY,36788,13,7.8,25.9,11.1,118.7,17.7,10.6,14586,11604,10498,10221,5657,6405,5230,9171.571429,7019,Comfortable
Z50519,Bode,IA,630,11.1,8.3,23.6,12.4,96.4,44.2,9.1,12384,12506,7953,11754,11587,1976,6041,9171.571429,7020,Comfortable
Z01531,New Braintree,MA,1133,6.1,7.3,24.3,5,116.7,-21.6,5.9,5042,10499,8720,2847,6021,22612,8460,9171.571429,7021,Comfortable
Z33618,Tampa,FL,25790,5.8,8.9,21,7.7,128.1,-1.7,0.4,4663,13550,5166,5956,4228,17201,13438,9171.714286,7022,Comfortable
Z54889,Turtle Lake,WI,2701,8.4,5.5,23.2,11.8,86.5,25.1,3,8601,6564,7504,10998,15239,4328,10971,9172.142857,7023,Comfortable
Z22203,Arlington,VA,23462,10,6,19.4,11.4,147.3,-5.5,3.9,10943,7659,3636,10505,2318,18984,10167,9173.142857,7024,Comfortable
Z15312,Avella,PA,3735,10.6,8.3,26.8,10.1,120.2,9.9,13.3,11707,12498,11422,9005,5387,10127,4070,9173.714286,7025,Comfortable
Z81301,Durango,CO,29497,4.6,7.2,23.3,11.4,97.2,8.6,3.5,3132,10241,7630,10530,11291,10887,10527,9176.857143,7026,Comfortable
Z21087,Kingsville,MD,5476,6.1,6.4,25.9,1.1,138.8,-16.3,0,5084,8521,10474,246,2997,21916,15012,9178.571429,7027,Comfortable
Z70808,Baton Rouge,LA,31899,3.6,10.6,19.6,15.4,138.2,6.2,2.3,1988,16332,3828,14977,3057,12380,11689,9178.714286,7028,Comfortable
Z19054,Levittown,PA,17035,6.5,5.5,21,5.1,124.4,-14.4,-3.2,5647,6520,5124,2927,4708,21553,17772,9178.714286,7029,Comfortable
Z90039,Los Angeles,CA,28149,14,7.9,20.7,10.4,114.1,3.4,23.3,15711,11817,4846,9336,6555,14205,1790,9180,7030,Comfortable
Z56153,Leota,MN,212,14.6,15.9,5.9,4.2,70.6,42.1,25,16254,21700,49,1932,20675,2120,1534,9180.571429,7031,Comfortable
Z04674,Seal Cove,ME,636,1.9,11.4,17.3,10.1,95.2,27.3,-5.6,580,17412,2072,8923,11991,3900,19386,9180.571429,7032,Comfortable
Z17344,Mc Sherrystown,PA,3671,11.2,3.8,20.8,5,80.5,17.4,-2.3,12452,3065,4891,2816,17521,6558,16963,9180.857143,7033,Comfortable
Z43025,Hebron,OH,5730,11.6,7.1,25.5,9.2,122.9,15.2,3.1,12981,10120,10048,7852,4952,7424,10894,9181.571429,7034,Comfortable
Z44667,Orrville,OH,13931,12.4,5,23,14.8,98.8,20.7,7.6,13906,5475,7261,14346,10710,5466,7109,9181.857143,7035,Comfortable
Z02814,Chepachet,RI,7328,10,9.6,23.6,5,145.8,-1.2,6,10915,14833,7965,2844,2415,16965,8339,9182.285714,7036,Comfortable
Z97375,Scotts Mills,OR,1566,27.6,13.4,16.4,6.1,150.4,261.1,0,23052,19813,1618,4002,2098,100,13595,9182.571429,7037,Comfortable
Z19939,Dagsboro,DE,5944,6.2,7.3,30.5,6.8,95.3,64.4,-0.7,5208,10501,14961,4920,11943,1099,15652,9183.428571,7038,Comfortable
Z57042,Madison,SD,9342,7.1,3.9,17.6,17.3,98,3.9,3.4,6602,3212,2243,16684,10999,13926,10632,9185.428571,7039,Comfortable
Z56536,Felton,MN,401,4.7,13.7,19.1,9.5,98.9,0,18.8,3237,20019,3396,8183,10664,16283,2518,9185.714286,7040,Comfortable
Z44130,Cleveland,OH,49840,8.8,5.3,25.2,9.9,99.4,12.2,2.8,9184,6082,9693,8739,10521,8901,11187,9186.714286,7041,Comfortable
Z16750,Turtlepoint,PA,391,5.7,2.8,43.3,17.2,81.6,244,20,4495,1435,22276,16673,17126,113,2195,9187.571429,7042,Comfortable
Z02556,North Falmouth,MA,2852,6.3,2.1,27.7,4.3,123.7,-11.3,-3.6,5339,739,12333,2112,4811,20897,18082,9187.571429,7043,Comfortable
Z43103,Ashville,OH,11782,9.8,6.2,20.6,11.2,134.5,20.6,-10.3,10674,8108,4726,10285,3446,5485,21589,9187.571429,7044,Comfortable
Z57384,Wolsey,SD,857,5.3,6.2,10.3,5.5,121.4,-10.7,-15,4007,8032,215,3319,5211,20750,22782,9188,7045,Comfortable
Z68460,Waco,NE,786,4.6,0.9,9.5,13.4,111.9,-20.6,-4.2,3120,94,163,12842,7041,22498,18562,9188.571429,7046,Comfortable
Z52750,Goose Lake,IA,566,5.6,8.1,12.4,4.1,133.2,-10.8,-9.1,4397,12076,461,1842,3585,20776,21190,9189.571429,7047,Comfortable
Z91901,Alpine,CA,18507,9.2,1.9,26,8.8,129.2,1.4,-1.5,9863,613,10549,7382,4080,15498,16343,9189.714286,7048,Comfortable
Z77073,Houston,TX,42085,20.3,6.2,22.9,14.9,100.5,41.7,22.5,20339,8195,7158,14464,10173,2144,1878,9193,7049,Comfortable
Z66052,Linwood,KS,2355,12.4,5.2,20.6,5.4,113.7,-5.9,3.3,13931,5898,4710,3244,6632,19171,10767,9193.285714,7050,Comfortable
Z11105,Astoria,NY,37194,14.4,6.8,22.2,12.3,104,17.3,11,16048,9489,6413,11624,9130,6588,5068,9194.285714,7051,Comfortable
Z35097,Locust Fork,AL,2047,15.2,2.3,39.6,8.9,103,19.8,16.7,16754,963,20954,7532,9413,5747,2999,9194.571429,7052,Comfortable
Z22812,Bridgewater,VA,8770,13.7,3.1,17.4,4.2,85.4,3.5,0.7,15367,1905,2102,1950,15666,14164,13211,9195,7053,Comfortable
Z20012,Washington,DC,14393,9,7.2,25.1,11.5,114.3,12.4,5.1,9466,10306,9597,10657,6521,8784,9038,9195.571429,7054,Comfortable
Z17777,Watsontown,PA,6986,11.2,3.8,23.4,11.8,81.8,42.7,2.9,12454,3066,7691,11000,17028,2076,11058,9196.142857,7055,Comfortable
Z21154,Street,MD,6120,11.4,7.1,23,9.1,102.5,13.1,5.7,12720,10119,7293,7704,9557,8430,8552,9196.428571,7056,Comfortable
Z83341,Kimberly,ID,7285,9.7,11.9,24.4,10.4,105.6,21.7,14.4,10598,18092,8867,9359,8651,5195,3615,9196.714286,7057,Comfortable
Z04535,Alna,ME,663,5.4,13.8,24.5,11.2,122.2,43.3,0,4057,20105,8983,10310,5097,2037,13788,9196.714286,7058,Comfortable
Z51579,Woodbine,IA,2429,7.9,5.6,15.2,10.5,105.8,-11.7,4.5,7833,6775,1148,9429,8596,20979,9627,9198.142857,7059,Comfortable
Z73093,Washington,OK,2882,9.7,8.5,25.4,7.8,154.4,-7.7,16.1,10587,12872,9957,6118,1859,19834,3174,9200.142857,7060,Comfortable
Z98274,Mount Vernon,WA,16921,10.7,7.6,27.4,11.6,97.8,73.8,8.4,11945,11186,12049,10792,11047,899,6490,9201.142857,7061,Comfortable
Z20186,Warrenton,VA,14713,7.3,7.2,22.3,6.1,120.3,5.8,-4.4,6850,10278,6518,4053,5362,12659,18688,9201.142857,7062,Comfortable
Z91759,Mt Baldy,CA,389,2.2,12,19.7,3.1,89.8,-36.4,18.2,814,18190,3913,1052,13945,23820,2679,9201.857143,7063,Comfortable
Z59901,Kalispell,MT,51243,5.4,6.5,25.6,13.4,98.6,16.1,3.3,4148,8709,10141,12875,10767,7070,10704,9202,7064,Comfortable
Z19076,Prospect Park,PA,6568,8.1,9.1,17.9,9.6,113.4,5.8,1.8,8108,13956,2483,8310,6718,12665,12179,9202.714286,7065,Comfortable
Z19074,Norwood,PA,5897,7.8,7.9,21.8,7.4,124.4,6.2,-1.5,7645,11735,6040,5579,4714,12384,16325,9203.142857,7066,Comfortable
Z97381,Silverton,OR,14911,8.4,6,30.9,11.2,117.2,12.8,6.4,8656,7636,15301,10358,5922,8577,7974,9203.428571,7067,Comfortable
Z54467,Plover,WI,13817,7.6,7.4,20.9,13.3,107.2,10.5,3.5,7391,10735,5038,12732,8197,9811,10520,9203.428571,7068,Comfortable
Z17011,Camp Hill,PA,34996,8.1,4.9,31.6,6.9,118.3,7.4,1.1,8099,5208,15865,5039,5739,11633,12844,9203.857143,7069,Comfortable
Z83858,Rathdrum,ID,13973,7.8,4.2,34.6,16.1,99,38.3,9.1,7743,3807,18079,15690,10646,2426,6044,9205,7070,Comfortable
Z53125,Fontana,WI,1642,2.7,5.3,29.2,4.4,146,-6.4,-5.8,1155,5972,13785,2215,2398,19358,19552,9205,7071,Comfortable
Z67443,Galva,KS,1864,24.7,10.9,16.9,3.7,129.3,3.6,14,22239,16863,1864,1508,4061,14072,3837,9206.285714,7072,Comfortable
Z17086,Richfield,PA,2284,18.9,5.2,24.7,10,86.2,59.3,12.2,19450,5930,9133,8861,15359,1238,4475,9206.571429,7073,Comfortable
Z60417,Crete,IL,16022,7.8,8.1,25.6,7.3,115.7,31.4,-5.8,7716,12105,10169,5491,6231,3214,19525,9207.285714,7074,Comfortable
Z51450,Lake View,IA,1523,10.1,13.8,19.7,5.9,97.7,81.2,0,11093,20124,3918,3794,11066,788,13671,9207.714286,7075,Comfortable
Z10012,New York,NY,24163,5.6,7.4,19,10.4,170.2,-24.6,1.3,4337,10701,3299,9323,1134,22946,12715,9207.857143,7076,Comfortable
Z63069,Pacific,MO,15452,9.4,7.9,27.5,11.6,111.4,25.9,6,10122,11758,12159,10793,7166,4163,8295,9208,7077,Comfortable
Z85704,Tucson,AZ,30411,5.9,7.2,26.6,8.9,103.4,6.7,4.9,4874,10256,11202,7500,9298,12088,9240,9208.285714,7078,Comfortable
Z14626,Rochester,NY,29645,8.1,5.7,23.3,7,89.8,4.5,5,8094,6982,7613,5110,13953,13551,9156,9208.428571,7079,Comfortable
Z63430,Alexandria,MO,513,22.2,5.2,28.1,7.2,127.1,10.5,11.1,21280,5935,12722,5378,4351,9802,4993,9208.714286,7080,Comfortable
Z76486,Perrin,TX,1244,14.2,11.3,29.3,10,110,200,36.4,15927,17343,13944,8887,7483,154,732,9210,7081,Comfortable
Z14860,Lodi,NY,1240,11.2,5.2,26.3,10.6,90.3,29.3,5.9,12448,5888,10869,9599,13771,3537,8360,9210.285714,7082,Comfortable
Z14504,Manchester,NY,1760,8.9,4,18.8,10.9,89.7,-16.2,17.4,9302,3422,3092,9919,14013,21902,2834,9212,7083,Comfortable
Z43146,Orient,OH,12303,18,6.1,49.4,9.1,142.5,56.7,19.4,18938,7941,23453,7783,2679,1324,2375,9213.285714,7084,Comfortable
Z49453,Saugatuck,MI,2431,10.6,9,22.6,12.4,123.6,9.4,11,11751,13806,6858,11746,4851,10403,5080,9213.571429,7085,Comfortable
Z33919,Fort Myers,FL,28441,6.3,8.9,25.6,10.4,109.6,21.7,0.6,5385,13556,10178,9368,7576,5192,13244,9214.142857,7086,Comfortable
Z93430,Cayucos,CA,2933,6,3.3,22.7,9.4,93,-0.8,1.2,5026,2150,6907,8073,12790,16796,12787,9218.428571,7087,Comfortable
Z06403,Beacon Falls,CT,6008,7.6,8,16.2,4.1,118.8,-6.5,-2.2,7315,11907,1522,1852,5619,19393,16928,9219.428571,7088,Comfortable
Z89705,Carson City,NV,5469,12.4,1.6,26.5,9.9,119,4.6,2.7,13957,406,11063,8751,5597,13458,11314,9220.857143,7089,Comfortable
Z20879,Gaithersburg,MD,25584,8.2,3.5,20.4,6.4,119.1,-12.2,-3.8,8263,2489,4495,4366,5574,21093,18266,9220.857143,7090,Comfortable
Z04983,Strong,ME,1709,6.4,4.4,26.6,9.1,70.2,6.8,16,5481,4138,11175,7731,20770,12061,3195,9221.571429,7091,Comfortable
Z55964,Plainview,MN,4343,3.3,5.4,11.5,8,92.8,-11.1,-1.4,1706,6233,337,6279,12860,20858,16283,9222.285714,7092,Comfortable
Z75006,Carrollton,TX,49620,23.4,3.8,18,13.8,108.3,12.5,7.4,21797,3098,2516,13278,7912,8720,7240,9223,7093,Comfortable
Z68790,Winside,NE,741,2.2,12.9,11.6,6.1,113.5,6.2,-9.1,799,19186,354,3989,6682,12391,21161,9223.142857,7094,Comfortable
Z12508,Beacon,NY,19614,10.3,6.7,32.9,13.2,116.4,19.6,18.6,11294,9205,16922,12691,6095,5803,2555,9223.571429,7095,Comfortable
Z75206,Dallas,TX,38826,11.1,8.6,15.1,16.8,105.4,15.2,10,12417,13048,1131,16254,8722,7438,5557,9223.857143,7096,Comfortable
Z83714,Garden City,ID,20566,7.8,5.1,25.8,15.2,97.8,13.6,8,7742,5638,10358,14800,11051,8177,6802,9224,7097,Comfortable
Z95709,Camino,CA,4857,6.7,4.5,32.1,8.3,114.6,25.7,-7.5,6043,4347,16291,6786,6469,4198,20434,9224,7098,Comfortable
Z55032,Harris,MN,3313,7.9,2.7,22.4,5.2,120.9,-6.6,-8.9,7843,1333,6570,3026,5285,19432,21081,9224.285714,7099,Comfortable
Z42039,Fancy Farm,KY,1808,7.1,9,23,4.1,116.3,16.9,-12.5,6556,13762,7308,1903,6103,6753,22191,9225.142857,7100,Comfortable
Z77484,Waller,TX,11512,20,9.1,23.9,12.1,116.4,43.6,18.4,20169,14047,8285,11391,6093,2013,2582,9225.714286,7101,Comfortable
Z92612,Irvine,CA,30314,4.5,6.8,26.4,25.6,114.4,18.1,7.9,3021,9330,10996,21609,6508,6258,6858,9225.714286,7102,Comfortable
Z75135,Caddo Mills,TX,6312,7.3,6.7,25.5,14.4,115.9,20.2,1.2,6941,9156,10036,13930,6201,5592,12726,9226,7103,Comfortable
Z56009,Alden,MN,1479,5.5,13.8,14.8,5.6,97.3,33.6,-10.3,4263,20107,1025,3445,11229,2927,21586,9226,7104,Comfortable
Z19034,Fort Washington,PA,6055,5.1,11.6,24,1.8,263.4,-22.2,2.4,3686,17685,8400,394,89,22691,11640,9226.428571,7105,Comfortable
Z81526,Palisade,CO,5540,8.7,4.8,22.8,6.6,103.6,-1.6,1.6,9101,5004,7034,4639,9231,17165,12413,9226.714286,7106,Comfortable
Z37828,Norris,TN,1832,3.4,6.7,27.8,7,132.7,2.1,-2.8,1773,9101,12474,5138,3647,15050,17404,9226.714286,7107,Comfortable
Z95524,Bayside,CA,1956,7.6,5.1,28.5,21.3,112.3,45.9,4,7449,5634,13128,19567,6955,1874,9996,9229,7108,Comfortable
Z67437,Downs,KS,1206,7.9,10.6,14.6,6.3,94.7,8.2,2.1,7875,16350,962,4239,12176,11156,11849,9229.571429,7109,Comfortable
Z68424,Plymouth,NE,728,5.7,8.4,18.9,9.1,94.3,10.2,0,4576,12626,3211,7676,12324,9975,14222,9230,7110,Comfortable
Z95693,Wilton,CA,6322,6.2,9.5,30.7,10.4,138.6,1.4,25,5330,14617,15156,9395,3016,15494,1604,9230.285714,7111,Comfortable
Z06332,Central Village,CT,553,20.8,17,19.8,0,94.7,32.3,19,20565,22262,3996,58,12174,3107,2450,9230.285714,7112,Comfortable
Z04048,Limerick,ME,2944,6.9,5.4,21.4,12.3,117.3,-3.4,3.1,6215,6286,5590,11615,5904,18056,10953,9231.285714,7113,Comfortable
Z30518,Buford,GA,48445,13,9,24.3,13.5,137.3,16.3,12.5,14575,13836,8743,12966,3152,6997,4351,9231.428571,7114,Comfortable
Z91316,Encino,CA,28837,5.3,4.6,24.3,15.6,99.5,-0.1,10.6,4031,4524,8682,15181,10501,16453,5253,9232.142857,7115,Comfortable
Z60523,Oak Brook,IL,9912,4,8.1,33.7,4.7,161.2,-3.2,3.4,2406,12064,17527,2532,1495,17967,10655,9235.142857,7116,Comfortable
Z59230,Glasgow,MT,4513,7.1,7.2,18.3,12.6,111.9,5.3,0.9,6609,10275,2741,11955,7036,13001,13035,9236,7117,Comfortable
Z12083,Greenville,NY,3594,8.1,4.6,23.7,5.5,111.8,4.5,-6.6,8086,4590,8021,3400,7049,13521,19987,9236.285714,7118,Comfortable
Z57441,Frederick,SD,701,8.4,10.6,18.9,8.7,108.1,-3.2,15.4,8613,16354,3220,7188,7949,17978,3360,9237.428571,7119,Comfortable
Z33884,Winter Haven,FL,29845,9.2,8.9,28.5,9.6,115.2,15.2,9.2,9774,13596,13163,8384,6338,7429,5984,9238.285714,7120,Comfortable
Z80466,Nederland,CO,3418,2.2,3.5,18.3,15,104.1,4.2,-9.6,805,2404,2713,14563,9095,13734,21356,9238.571429,7121,Comfortable
Z04095,West Newfield,ME,1204,9.7,7.2,34.2,6.7,72.9,135.5,33.3,10470,10318,17843,4804,20042,334,860,9238.714286,7122,Comfortable
Z28056,Gastonia,NC,32973,11.9,7.1,25.9,11.5,121.2,14.1,7.8,13306,10125,10487,10663,5245,7922,6923,9238.714286,7123,Comfortable
Z93110,Santa Barbara,CA,17382,11,4.7,33.3,11.1,123.8,19.1,4.8,12321,4847,17220,10259,4804,5931,9291,9239,7124,Comfortable
Z15411,Addison,PA,797,10.2,2.7,27.9,5.9,94.8,3,5,11182,1343,12542,3858,12145,14457,9161,9241.142857,7125,Comfortable
Z32968,Vero Beach,FL,14353,8.2,5.6,25.5,6.8,137.5,-9,2.7,8278,6781,10020,4898,3134,20250,11336,9242.428571,7126,Comfortable
Z67147,Valley Center,KS,9812,4.5,8.8,14.9,4.6,136.7,-22.4,-4.9,3000,13345,1063,2319,3213,22716,19049,9243.571429,7127,Comfortable
Z13029,Brewerton,NY,7385,4.4,6,23.8,12.2,116,-6,4.9,2813,7574,8152,11507,6175,19221,9265,9243.857143,7128,Comfortable
Z77455,Louise,TX,1913,13.5,13.6,20.3,8.9,90.6,42.5,22.6,15220,19962,4461,7453,13663,2086,1863,9244,7129,Comfortable
Z33811,Lakeland,FL,20793,10,8.3,30.9,9.4,109.7,47.5,5.8,10953,12486,15321,8141,7555,1782,8470,9244,7130,Comfortable
Z33611,Tampa,FL,31075,7.1,8.2,23,9.7,115.8,6.6,2.2,6550,12255,7301,8477,6216,12140,11769,9244,7131,Comfortable
Z03446,Swanzey,NH,6149,9.3,8.3,20.5,15.6,86.9,24.5,16.7,9881,12473,4647,15163,15073,4483,2989,9244.142857,7132,Comfortable
Z87111,Albuquerque,NM,57689,3.9,5.2,27.7,10.8,136.5,1.2,-0.5,2313,5782,12353,9862,3238,15615,15553,9245.142857,7133,Comfortable
Z67108,Mount Hope,KS,1512,6.4,11.1,17,5.9,104.7,15.1,-6.7,5582,17020,1906,3768,8902,7511,20032,9245.857143,7134,Comfortable
Z60202,Evanston,IL,32356,7.5,7.3,21.1,9.4,122.6,1.1,1,7235,10520,5262,8062,5019,15679,12952,9247,7135,Comfortable
Z94559,Napa,CA,27900,17.7,6.3,24.2,10.8,100.1,27.9,11,18753,8420,8598,9827,10283,3788,5062,9247.285714,7136,Comfortable
Z92555,Moreno Valley,CA,41438,16.8,6,29,10,124.5,12.8,16.3,18120,7726,13600,8884,4697,8576,3130,9247.571429,7137,Comfortable
Z27605,Raleigh,NC,4544,7.7,9.9,18.3,14.9,105.2,14.1,6.3,7510,15283,2746,14453,8782,7931,8031,9248,7138,Comfortable
Z01075,South Hadley,MA,17781,7.7,3.2,22.4,9.9,87.9,6.3,1,7465,2022,6574,8712,14688,12347,12935,9249,7139,Comfortable
Z75146,Lancaster,TX,18887,14.9,5.6,22.5,12.3,104.2,22.2,5.3,16552,6856,6712,11626,9064,5070,8872,9250.285714,7140,Comfortable
Z48873,Pewamo,MI,1543,5.3,5.4,32,4.6,122.1,0,0,3986,6259,16202,2412,5105,16221,14569,9250.571429,7141,Comfortable
Z61447,Kirkwood,IL,989,7.5,8.7,19.3,11.1,106.4,45.2,-7.1,7240,13198,3566,10175,8428,1918,20239,9252,7142,Comfortable
Z59833,Florence,MT,5233,4.5,6.9,22.7,8.4,135.4,-6.1,-0.8,2985,9594,6950,6851,3339,19246,15809,9253.428571,7143,Comfortable
Z76905,San Angelo,TX,13795,17.9,4.8,28,13.1,98.6,50.7,15.7,18895,5085,12655,12552,10766,1566,3258,9253.857143,7144,Comfortable
Z46390,Wanatah,IN,2728,7.9,7.1,21.4,8.3,131.4,0,0,7823,10059,5611,6712,3800,16213,14562,9254.285714,7145,Comfortable
Z14845,Horseheads,NY,21088,5.1,6.1,21.6,6.6,106.9,-5.6,-0.5,3682,7789,5803,4632,8266,19038,15572,9254.571429,7146,Comfortable
Z36870,Phenix City,AL,20057,9.5,9.7,33.9,12.4,135.5,43.4,11.5,10214,14966,17663,11814,3330,2028,4774,9255.571429,7147,Comfortable
Z32256,Jacksonville,FL,41609,4,9.8,23.2,10.2,112.6,4,4.1,2362,15098,7549,9097,6874,13858,9956,9256.285714,7148,Comfortable
Z04061,North Waterboro,ME,2615,6,5.9,17.5,15.4,133.4,10.2,-11.1,4907,7379,2187,14972,3571,9954,21827,9256.714286,7149,Comfortable
Z51443,Glidden,IA,1865,4.9,6.8,19.4,12.3,109.6,-2,2.2,3462,9337,3646,11606,7579,17366,11802,9256.857143,7150,Comfortable
Z15085,Trafford,PA,7824,4.5,11.4,19.2,7,115.2,8.2,-4.1,2927,17419,3477,5071,6332,11139,18436,9257.285714,7151,Comfortable
Z97021,Dufur,OR,1125,3.9,19.6,21.4,8.9,94.5,5.6,31.2,2326,23215,5647,7461,12258,12830,1065,9257.428571,7152,Comfortable
Z17229,Hustontown,PA,1322,11,4.1,28.1,12.6,90.2,17,14.3,12219,3642,12718,12011,13804,6723,3686,9257.571429,7153,Comfortable
Z43528,Holland,OH,16244,7.2,3.4,29.3,14.6,127.6,8.8,1.3,6732,2314,13881,14180,4282,10760,12655,9257.714286,7154,Comfortable
Z23181,West Point,VA,5711,8,5.4,21.6,12.7,96.9,8.5,3.7,7943,6311,5796,12057,11388,10957,10355,9258.142857,7155,Comfortable
Z84082,Wallsburg,UT,909,5,18.5,18.8,0.2,116.3,-62.7,12.5,3638,22865,3149,150,6098,24499,4412,9258.714286,7156,Comfortable
Z13037,Chittenango,NY,8758,8.7,7.9,17.6,8.3,108.8,-3.2,4.8,8986,11750,2270,6694,7772,17977,9362,9258.714286,7157,Comfortable
Z94709,Berkeley,CA,11866,2.7,7.4,23.4,20.1,101.1,22.6,2.5,1190,10673,7740,18780,9998,4971,11462,9259.142857,7158,Comfortable
Z82331,Saratoga,WY,2580,6.6,11.7,18.4,12.1,113.6,13.3,2,5892,17813,2831,11366,6670,8313,11934,9259.857143,7159,Comfortable
Z28214,Charlotte,NC,36328,14.9,7.1,22.9,15.2,114.2,16.8,17.1,16505,10156,7179,14785,6543,6786,2869,9260.428571,7160,Comfortable
Z68717,Belden,NE,207,4.4,27.9,9.3,1.9,115.6,0,0,2873,24349,156,402,6242,16230,14571,9260.428571,7161,Comfortable
Z82001,Cheyenne,WY,36974,6.2,9.3,26,11.4,90.8,15.4,16.4,5319,14280,10615,10552,13593,7361,3108,9261.142857,7162,Comfortable
Z56114,Avoca,MN,289,7.1,14.6,19.6,4.8,84.8,55,0,6594,20807,3834,2594,15893,1387,13722,9261.571429,7163,Comfortable
Z68971,Republican City,NE,486,4.1,3.5,21.5,3.7,86.1,-18.6,0,2518,2427,5664,1539,15388,22256,15042,9262,7164,Comfortable
Z95628,Fair Oaks,CA,41043,5.9,6.2,28.4,11.2,118.1,7.1,3.1,4881,8041,13043,10347,5771,11830,10923,9262.285714,7165,Comfortable
Z38866,Saltillo,MS,12746,13.1,4.6,26.4,11.6,131.3,-2.7,20.2,14698,4657,10978,10782,3818,17725,2185,9263.285714,7166,Comfortable
Z63050,Hillsboro,MO,15873,11.1,2.5,30.9,10,119.8,5,5.8,12405,1137,15280,8893,5447,13177,8512,9264.428571,7167,Comfortable
Z68740,Hoskins,NE,851,4.8,10.7,18.7,4.2,125,6.7,-18.2,3371,16479,3056,1963,4627,12079,23277,9264.571429,7168,Comfortable
Z48840,Haslett,MI,13232,4.9,3.9,25.5,11.8,116.6,9.2,-7.9,3454,3172,10003,11016,6047,10524,20638,9264.857143,7169,Comfortable
Z98223,Arlington,WA,41315,7.7,5.4,31.5,9.8,115.1,10.3,3.8,7604,6308,15795,8642,6359,9905,10243,9265.142857,7170,Comfortable
Z08081,Sicklerville,NJ,48699,6.5,9,22.5,9.2,113.6,5.1,2.9,5622,13754,6748,7829,6663,13128,11112,9265.142857,7171,Comfortable
Z61060,Orangeville,IL,1503,9.1,9.4,15.2,8.6,86,31.5,0,9662,14468,1156,7059,15437,3206,13871,9265.571429,7172,Comfortable
Z82604,Casper,WY,26883,7.9,6.1,22.9,9.8,106.7,3,3.4,7888,7831,7156,8586,8327,14444,10636,9266.857143,7173,Comfortable
Z50597,West Bend,IA,1271,6.9,5.1,13.6,10.7,84.6,0.4,3.5,6295,5615,705,9655,15980,16067,10559,9268,7174,Comfortable
Z15042,Freedom,PA,8185,6.6,6.2,24,8.8,104.2,4.8,1,5778,8050,8365,7364,9052,13331,12938,9268.285714,7175,Comfortable
Z66047,Lawrence,KS,20193,3.7,6.4,18.2,20.6,108.8,3.4,3.5,2075,8483,2669,19119,7790,14207,10546,9269.857143,7176,Comfortable
Z18058,Kunkletown,PA,9874,10.5,5.2,25.3,13.3,105.9,8.3,10.7,11585,5882,9814,12764,8570,11076,5199,9270,7177,Comfortable
Z43416,Elmore,OH,2837,2.5,5.7,29.9,9.7,118.7,-0.3,2.1,992,6909,14408,8516,5654,16536,11879,9270.571429,7178,Comfortable
Z60130,Forest Park,IL,14194,7.5,7.9,22.8,9.9,90.2,23.3,2.4,7234,11728,7071,8717,13799,4790,11556,9270.714286,7179,Comfortable
Z28556,Merritt,NC,1295,11.6,4.9,34.6,14.4,92.5,64.7,42.9,12964,5263,18083,13994,12978,1088,527,9271,7180,Comfortable
Z10306,Staten Island,NY,54939,9.9,6.2,27.2,8.1,134.4,0.9,5.9,10777,8109,11826,6521,3457,15782,8432,9272,7181,Comfortable
