City,State,No_of_Zip_Codes,Sum_Population,Mean_No_Diploma,Mean_Vacancy,Mean_No_Job,Mean_Poverty,Mean_Med_Inc,Mean_Chg_Job,Mean_Chg_Biz,Mean_DCI_Percentile,Mean_White,Mean_Hispanic,Mean_Black,Mean_Asian,Mean_Mixed_Other,Sum_Area_Land,Sum_Area_Water
Jacksonville,GA,1,624,31.3,34.6,49.3,8,62.2,17.9,100,70.2,54.7,18.4,26.9,0,0,101.397,1.839
Jacksonville,IL,1,27170,9.7,9.1,28.9,15.4,77.6,4.9,-2.9,65,0.1,1.5,0,0.6,97.8,203.865,1.156
Jacksonville,MO,1,738,8.8,17,19.9,5.6,128.2,0,0,36.8,98,0,1.4,0,0.6,46.315,0.067
Jacksonville,OH,1,582,14.1,16.6,35,30.1,82.2,-71.9,0,92.4,89.8,7.2,0.5,0,2.5,0.35,0.001
Jacksonville,OR,1,6586,4,6.6,35.9,15.6,92.7,27.5,9.2,31.9,92.7,3.8,0.1,0.3,3.1,362.167,1.641
Jacksonville,TX,1,26495,25.3,10.4,33.9,25.1,67.6,-15.9,-4,94.1,50.9,30.8,17.3,0.3,0.7,305.336,5.128
Jacksonville,VT,1,600,2.7,2,19.1,10.7,90.9,-29,6.7,24.3,98.5,1,0,0,0.5,15.236,0.109
Jacobsburg,OH,1,2035,4.3,15,16.2,14.5,84.3,-29,0,57.6,98.2,0.3,0.7,0,0.8,47.581,0.371
Jaffrey,NH,1,5371,12.8,5.1,21.9,15,84.8,1.1,2.6,46.2,97.6,0.7,0.6,0.4,0.7,38.381,1.776
Jakin,GA,1,1313,26.1,15.5,60,41.9,51.1,30,30,83.1,64,1,33.9,0.5,0.6,53.316,0.374
Jal,NM,1,2288,29.3,23.3,28.3,7.3,110.5,36,43.2,39.5,57.3,40.6,0.3,0.2,1.6,884.813,0.028
Jamaica Plain,MA,1,39257,8.1,4.1,19.4,18.3,113,18.4,10.1,17.1,52.6,25,14.5,4.9,3,3.334,0.127
Jamaica,VA,1,695,4.7,2.2,6.6,13.2,125.4,-11.8,0,22.3,79.5,5.3,15.2,0,0,21.186,6.501
Jamaica,VT,1,852,2.5,5.8,21.2,14.2,100.6,-27.8,0,39.1,97.8,0.5,0,0,1.7,45.093,0.532
James Creek,PA,1,1345,9.9,6.5,27.9,8.3,96.3,33.3,5.9,25.8,96.3,1.1,1.9,0.3,0.4,52,2.72
Jamesport,MO,1,2315,45.2,16.5,39.6,21.9,74.9,21.5,0,86.5,0.4,0.1,0.5,3.2,95.8,116.939,0.528
Jamestown,CA,1,8202,18.2,6,70.9,15.4,78.7,10.2,-4,75.6,67.6,17.7,11.5,0.6,2.6,157.094,8.603
Jamestown,IN,1,3453,6.9,6.3,23.4,8.8,132.1,61.1,22.6,6.7,97.9,1.3,0.1,0,0.7,58.948,0.03
Jamestown,KS,1,541,6.4,18.4,17.4,17.2,76.2,-44.8,-14.3,75.9,8.8,1.6,2,2.5,85.1,114.269,1.476
Jamestown,KY,1,5273,25.7,8.9,48.2,27.9,71.8,-55.6,0,95.3,97.3,0.4,1.3,0,1,99.643,20.336
Jamestown,LA,1,587,18.3,6.8,31.6,18.6,88,0,0,70.5,88.8,0,11,0,0.2,47.217,1.012
Jamestown,MO,1,1195,8.1,12.6,27.2,7.6,113.2,7.1,7.1,34,96.7,0.3,0,0.1,2.9,74.527,1.311
Jamestown,NC,1,17168,6.6,5.5,25.1,10.2,140,22.3,1.7,17,81.5,1.1,11.8,3.8,1.8,13.788,0.22
Jamestown,ND,1,17350,10.5,5.2,17.5,11.2,88.7,4.4,5.7,30.2,97.3,0.8,0,0.2,1.7,422.187,8.07
Jamestown,NY,1,40325,12.8,11.1,31.5,23.7,61.7,-0.5,-0.9,84.2,91.2,3.7,2.3,0.3,2.5,92.383,0.304
Jamestown,OH,1,6682,10.2,5.8,27.9,9.8,107.5,3.1,-9.1,45.6,95.4,0.4,1.5,0.5,2.2,84.902,0.369
Jamestown,PA,1,3960,13.5,3.9,30.1,16.5,76.1,-3.3,5.5,58.2,99,0,0,0.1,0.9,46.836,5.555
Jamestown,RI,1,5464,2.1,1.8,20.8,7,167.4,-21.3,2.5,13.6,97,1.9,0.2,0,0.9,9.448,5.6
Jamestown,SC,1,1610,19.6,12.2,37.3,21.6,70.7,26.5,10,71.3,52,1.5,45.5,0,1,138.764,1.043
Jamestown,TN,1,12246,26.4,11.9,49.6,29,64.8,43.1,1.1,85,98.7,0.6,0.1,0,0.6,318.541,0.372
Jamesville,NC,1,3460,13.5,15.4,40.2,21,86.9,31.8,21.9,60.8,67.7,2.9,28.3,0.1,1,94.732,0.144
Jamesville,NY,1,10397,6,1.2,29.5,4.9,141,19.8,14.9,5.4,92.5,0.7,2.7,1,3.1,38.937,0.447
Jamison,PA,1,8882,1.7,2.8,17.4,2.5,234.6,13.9,8.3,1,93.9,2,0.6,2.1,1.4,8.125,0.094
Jamul,CA,1,8335,9.7,7.2,31.9,7.5,152.2,13.9,14.4,21.2,79.4,15.4,0.6,1.7,2.9,96.617,0.539
Jane Lew,WV,1,4385,7.9,9,29,15.5,119.4,13.8,-1.9,43.2,98.2,0.6,0,0,1.2,62.153,0.305
Janesville,CA,1,3531,7.1,5.7,37.5,8.2,113,45.3,-4.2,30.8,89.2,6,0,0,4.8,67.961,2.107
Janesville,IA,1,1740,4.8,11.3,19.6,2.4,107.5,-9.5,5.6,26.6,98.6,0.5,0.3,0.3,0.3,29.917,0.623
Janesville,MN,1,4108,6.2,4.2,12.4,6.7,102.5,25.6,-10.8,15.8,95.3,1.1,1.3,0.2,2.1,119.511,5.398
Jarales,NM,1,573,24.6,21.2,35.8,2.6,98.7,100,100,40,17.7,77,5.3,0,0,3.124,0.021
Jarratt,VA,1,1814,15.9,21.9,18.2,9,62.5,-2,7.4,61.8,37.1,0.1,61.6,0.5,0.7,92.288,0.353
Jarreau,LA,1,1357,14.8,7.8,31.8,4.3,103.9,0,0,48.7,98,0.7,0,0.3,1,24.756,1.901
Jarrell,TX,1,4314,10.5,4.3,18.6,8.4,112.4,70.2,32.3,5.6,67.8,28.5,1,0.5,2.2,53.769,0.202
Jarrettsville,MD,1,7287,3.6,5.1,21.9,4.6,134.2,-2,-4.6,20.8,98,0.7,0.8,0,0.5,24.525,0.105
Jarvisburg,NC,1,1595,30.9,5.7,30.7,5.5,100.3,12.1,27.3,33.3,91.5,3.2,3.7,0,1.6,12.07,1.418
Jasonville,IN,1,4542,14.5,18.2,40,17.2,83.6,-8.6,0,87.8,97.5,0.4,0.7,0.1,1.3,59.372,0.974
Jasper,AR,1,2657,17.7,13.1,35,29.2,80,0.2,-15.2,92.2,0,0.9,0.1,6.4,92.6,137.718,0.751
Jasper,FL,1,9023,27.2,14.8,66.2,28.7,76.6,19.2,-5.3,92,52.7,6.7,38.3,0,2.3,275.991,3.917
Jasper,GA,1,21108,15.8,9.1,32.5,8.4,115.6,5.8,3,47.2,95.7,1.7,1.3,0.1,1.2,139.251,0.495
Jasper,IN,1,20693,11.1,8,20.2,7.5,112.7,5,2.5,29.6,97.1,2,0,0,0.9,123.8,2.363
Jasper,MI,1,847,15.9,12.5,33.8,21.3,72.6,36.4,-9.1,79.3,89.6,2.6,0.2,0,7.6,32.879,0
Jasper,MN,1,1168,9.6,8,16.3,8.7,71.9,-8.2,10.5,39.9,97.8,1,0.4,0,0.8,99.046,0.243
Jasper,MO,1,2617,8.9,4.4,27.1,16.9,100.1,0.6,12.5,35.2,6.2,1.4,5.9,3.5,83,150.945,0.846
Jasper,NY,1,992,14.4,11.1,40.7,16.5,76.5,-14.3,-14.3,91.2,94.9,0,3.2,1.8,0.1,28.007,0.033
Jasper,TN,1,7666,19.5,8,28.2,14.4,102.9,6.4,2.6,54.6,92.3,0,6.3,0.7,0.7,48.585,5.519
Jasper,TX,1,15362,19.4,20.4,39.7,22.5,66.8,-0.8,-1,93.8,57.3,10.6,29.5,0.5,2.1,393.076,14.687
Java,VA,1,1190,30.3,28.5,38.3,19.8,60.6,-3.8,-30,98.4,28.8,28.4,42.8,0,0,57.448,0.404
Jay,FL,1,5326,14.1,12.1,39.8,7.7,92.6,-24,2,72.1,94.5,1.4,1.4,0.7,2,231.03,2.376
Jay,ME,1,4812,5.7,9.7,14.3,6.9,111.7,-6,11,21.6,98.2,0.2,0.1,0.2,1.3,48.383,0.814
Jay,NY,1,1487,11.6,9,26.4,8.5,103.3,4,-8,51.2,96.2,1.1,0.9,0.5,1.3,40.474,0.277
Jay,OK,1,8249,20.3,13.8,36.1,26.6,69.3,0.2,-7.5,93.8,46.8,7.3,0.3,1.3,44.3,221.743,7.944
Jayess,MS,1,3820,18.4,18.8,36.9,22.8,81.2,-7.6,-12.8,94.9,79.1,0.2,20.5,0,0.2,140.389,0.049
Jayton,TX,1,667,22.4,11.4,15.2,10.2,85.2,-30.7,7.7,59.2,82.4,17.4,0.1,0,0.1,352.169,0.168
Jbsa Ft Sam Houston,TX,1,6568,2.6,3.2,74.8,7.3,116.4,9.6,7.8,21.6,49.6,17,25.4,3.3,4.7,4.548,0.003
Jbsa Lackland,TX,1,8288,2.2,7.1,79.5,13.4,114.8,5,21.1,33.7,58.7,17.8,13.8,3.4,6.3,9.454,0.002
Jean,NV,1,1804,24.3,24.6,45.9,6.5,73.6,-18,-5,91.8,79.9,11.8,2.6,3.1,2.6,477.723,0
Jeanerette,LA,1,11682,22.2,13.1,36.4,22.6,82.7,12.7,-8.9,86.8,4.1,2.5,0.4,7.8,85.2,104.1,3.899
Jeannette,PA,1,18790,7.3,9.5,21.9,10,96.2,13.6,-7.6,39.6,95.4,0.4,2.8,0.1,1.3,22.088,0
Jeddo,MI,1,2360,8.2,5.2,27.6,8.4,120.6,-16.7,-16.7,46.4,99.2,0.2,0.1,0,0.5,37.31,0.318
Jeffers,MN,1,647,12.3,13.5,19.9,10.7,87,-8,-14.3,67.9,86.8,11.1,0,0,2.1,53.629,0
Jefferson City,MT,1,803,1.3,5.8,33.2,6,179.4,157.1,157.1,3.4,84.8,5.9,0,1.2,8.1,96.364,0
Jefferson City,TN,1,13125,16.1,7.6,32.9,18.6,92.2,-2.1,8.8,63.3,91.7,2.3,4.2,0.2,1.6,40,2.85
Jefferson Valley,NY,1,717,0,0,23.8,0,90.5,13.6,-4.5,14.8,81.3,3.1,4.8,1.8,9,0.452,0.06
Jefferson,AR,1,750,30.4,19.8,27.6,26.9,89.4,-21.5,-14.3,94.7,92.7,0,7.3,0,0,23.407,0.387
Jefferson,CO,1,828,7.2,2,32.6,19,90,70,70,22,97.7,0,0,0,2.3,231.34,0.594
Jefferson,GA,1,22908,15.3,7.1,26.8,10.5,116.9,48.1,15.4,23.4,84.3,2.1,11.3,1.2,1.1,109.358,1.151
Jefferson,IA,1,5071,8.9,13.6,20.7,10.9,85.1,8.5,7.8,40.7,97.8,0.7,0.2,0,1.3,167.645,0.563
Jefferson,MA,1,3089,1.6,7.8,16.7,0.8,147.6,0,0,13.4,98.5,1,0.2,0,0.3,16.38,0.541
Jefferson,MD,1,5848,3.9,0.4,18.2,2.5,130.4,24.3,18.6,0.6,97.7,0.5,0.3,0.7,0.8,34.444,0.628
Jefferson,ME,1,3065,10.9,5.9,27,11.2,107.8,4.1,4.1,36.2,95.9,0.9,0,0.4,2.8,75.244,6.885
Jefferson,NC,1,4712,21.3,12.1,27.9,28.9,65.6,-13,0,90.8,96,2.1,0.8,0.1,1,38.85,0.485
Jefferson,NH,1,933,9.7,7.1,29.1,7.3,78.4,-10.7,-16.7,64.7,98.3,0,0,1.2,0.5,50.231,0.33
Jefferson,NY,1,1752,17.8,3.6,32.7,13.2,85.9,69.2,69.2,31.1,83.5,5.6,1,8.5,1.4,65.971,0.2
Jefferson,OH,1,8840,10.8,9.9,28.3,9.5,103.4,-7.3,0,55.4,95.5,1,2.3,0.2,1,105.417,0.277
Jefferson,OR,1,6623,14.5,8.4,29.4,19.8,101.3,22.5,2.7,50.5,80.7,13.7,0.1,0.8,4.7,43.463,0.977
Jefferson,PA,1,1414,10.1,5.6,36.3,6.7,96,-22.2,-22.2,63.2,99.3,0.4,0,0,0.3,14.324,0.003
Jefferson,SC,1,3889,26.4,12.4,45.7,25.5,63.5,-15,-20.8,98.7,73.1,1.3,23.9,0.1,1.6,117.226,0.585
Jefferson,SD,1,1581,7.1,15.5,19.6,4.6,146.6,10.8,0,24.4,97.7,1.6,0,0,0.7,53.43,2.524
Jefferson,TX,1,8021,14.8,16.5,37,23.6,63.1,13.1,-2,86.5,70.8,4,23.7,0.9,0.6,335.231,22.46
Jefferson,WI,1,10116,10.1,3.3,21.8,9.2,95.3,4.9,-0.5,31.2,93.6,5.3,0,0,1.1,69.88,0.997
Jeffersonton,VA,1,2297,9,9,32.1,3,156.9,18.5,18.5,16.8,80.6,4.9,5.4,6.6,2.5,21.096,0.172
Jeffersonville,GA,1,3265,30,21.1,54.9,33.1,52.5,289.6,5.4,87.5,37.1,0.2,61.6,0.6,0.5,173.039,0.825
Jeffersonville,IN,1,45385,11.4,12.7,27.9,11.6,101.7,17.9,2.4,45.4,83.1,1.7,12.1,0.5,2.6,34.069,0.473
Jeffersonville,KY,1,5331,22.9,10.9,42.4,33.5,73.3,31.2,45,70.9,97,0.9,0.3,0.1,1.7,57.655,0.302
Jeffersonville,NY,1,1665,8.7,11.6,25.7,12.4,99.7,1.7,-1.7,53.7,89.7,4.3,0.6,4.2,1.2,21.928,0.154
Jeffersonville,OH,1,2219,16.5,10.2,29.4,16.3,80.1,11.5,-1.5,69.3,93.1,0.5,3.3,0,3.1,47.577,0.044
Jeffersonville,VT,1,3283,2.3,4.3,18.5,13,116.8,14.5,3.8,11.5,96.2,0.6,0,0.1,3.1,64.808,0.408
Jeffrey,WV,1,630,16.3,6.2,47.3,35,85.5,-33.3,-33.3,92.7,100,0,0,0,0,11.243,0.024
Jekyll Island,GA,1,588,9.3,7.7,30.4,8.5,134.4,23.5,23.5,18.5,97,3,0,0,0,17.606,14.786
Jellico,TN,1,2804,31.3,10.5,45.9,27,61.5,-0.8,8.6,89.9,96.7,0.1,0.7,1.1,1.4,13.685,0.079
Jemez Pueblo,NM,1,2246,9.1,10.9,37.2,24,84.3,28.6,28.6,51.3,1.1,2.7,0,0.2,96,86.738,0.005
Jemez Springs,NM,1,1137,1.5,14.2,29.3,8.7,155.6,-40,-40,55.8,76.5,17.2,0.3,0.9,5.1,346.338,0.081
Jemison,AL,1,8832,21.1,8.8,35.6,18.7,90.7,-5.5,0.9,78.7,87.7,3,7.6,0,1.7,104.15,0.475
Jena,LA,1,7763,18.6,10.6,39.6,23.2,77.6,7.9,2.2,80.9,29,0.9,0.1,12.7,57.3,151.904,13.395
Jenera,OH,1,874,6.8,4.3,16,1,139,4.9,0,10,99.6,0.4,0,0,0,25.605,0.003
Jenison,MI,1,26798,5.4,2.5,20.5,5.2,118.9,8.3,-0.5,12.2,96,1.9,0.7,0.9,0.5,16.492,0.748
Jenkins,KY,1,5245,30,18.9,54.6,30.5,67,2.9,-5.8,97.6,97.4,0.4,0.8,0.1,1.3,55.807,0.095
Jenkinsburg,GA,1,2190,19.2,9.9,30.8,28.4,80.6,26,-4.2,75.5,40.6,0,54.6,0,4.8,11.622,0.201
Jenkinsville,SC,1,549,16.3,35.4,31.8,8.6,98.6,28.1,28.1,44.1,10.6,0,85.1,0,4.3,24.155,4.11
Jenkintown,PA,1,17167,2.8,8.8,21.6,8.5,155.5,21.6,-2.9,17.6,92.6,1.5,2.3,3,0.6,6.626,0
Jenks,OK,1,16433,3.5,4.6,19.1,4,180.8,8.3,7.2,4,79.5,4.2,3.9,3.4,9,14.413,1.403
Jennings,FL,1,3733,27.5,14.7,42,30.9,74.9,44.4,2.8,83.2,61,11,26.7,0.2,1.1,123.173,0.738
Jennings,LA,1,16045,22.9,11.2,35,19.9,87.4,9.7,2.4,75.3,45,1.7,1.9,7.6,43.8,151.328,1.12
Jennings,OK,1,2073,11.7,11.3,32.2,14.5,98.9,-18,-20,79.3,81.6,2.3,0,0.2,15.9,96.864,0.567
Jensen Beach,FL,1,21848,5.9,10.2,33.2,11.3,96.1,6.7,5.4,43.6,95.3,2.5,1.2,0.1,0.9,16.44,18.841
Jensen,UT,1,598,7.5,30.1,45.2,2.2,127,31.1,-10,46.8,90.2,0,0,0,9.8,572.96,3.756
Jeremiah,KY,1,993,12.5,18.3,65.2,25.8,77.6,-10.2,-23.1,96.7,100,0,0,0,0,10.13,0.034
Jericho,NY,1,11753,3.2,0.5,22.8,4.1,246.2,-1,3.9,7.5,86.3,1.8,0.7,10.6,0.6,3.878,0.016
Jericho,VT,1,5401,3.2,3.7,12.7,3,173.2,-33.1,-2.2,14.3,95.5,1.4,0.8,0.6,1.7,43.539,0.191
Jerico Springs,MO,1,530,10,29.2,48,20.9,77.8,100,100,60.5,92.4,0,0,0,7.6,62.796,0.158
Jermyn,PA,1,6615,8.5,8.3,25.9,7.9,86,7.2,1.7,40.1,98.3,0.4,0.6,0.1,0.6,27.705,0.391
Jerome,AZ,1,559,2,6.8,18.2,16.8,50.2,16.8,7.4,30.7,91.1,4.7,0.4,1.5,2.3,43.498,0
Jerome,ID,1,19996,28.6,6.3,29,16.9,86.8,16.3,1.9,59.2,81.4,16,0,0.2,2.4,275.435,1.92
Jerome,MI,1,3791,9.9,3.4,36.8,7.3,96.4,-46.4,-14.3,60.1,97.1,1.5,0.6,0,0.8,32.031,1.482
Jerome,PA,1,767,16.7,0,12.5,1.9,103.4,10.9,0,17.6,100,0,0,0,0,0.964,0
Jeromesville,OH,1,3069,11.4,4.8,19.7,11.6,126.1,-30.5,4.5,33.6,98.2,0.3,0.1,0.2,1.2,46.368,0.122
Jersey Shore,PA,1,12630,12.4,6.2,22.2,10.5,100,4.4,2.8,36,98.6,0.2,0.4,0.2,0.6,136.209,2.049
Jerseyville,IL,1,12994,8.3,8.4,19.9,7.2,91.5,9,-9.1,38.5,0.4,0.2,0.6,1,97.8,141.005,0.076
Jerusalem,AR,1,567,15.1,16,22,7.6,104.2,100,100,24.4,89.9,8.1,0,0,2,94.879,0.324
Jerusalem,OH,1,1048,24.7,7.4,30.7,41,73.3,28.6,28.6,60.9,94.6,0,0,0,5.4,31.583,0.118
Jessieville,AR,1,2752,15.2,0,34.6,23.3,95.5,1.2,23.1,47.6,98.1,0,0,0,1.9,207.938,27.719
Jessup,MD,1,14510,22,11.6,63.1,6.7,107.2,-7.9,-0.6,75,53.2,1.8,42,1.4,1.6,10.214,0.012
Jessup,PA,1,4126,9.2,10.9,28.4,12.3,84.6,40.7,12,37.2,100,0,0,0,0,6.644,0.049
Jesup,IA,1,4366,4,4.6,12.2,3.9,116.7,-7.7,3.7,12.6,98.5,0.8,0.1,0,0.6,86.109,0.063
Jetersville,VA,1,2301,25.8,15.8,33.3,21.9,82.1,18.8,-7.9,85.5,60.6,0,36.5,0.8,2.1,56.839,0.084
Jetmore,KS,1,1373,6.9,17.9,16.4,4.8,97,1.4,-17.5,45.8,8.6,4.2,0.8,1.3,85.1,560.632,0.209
Jewell Ridge,VA,1,742,39.5,14.3,59.5,18.5,39.5,-15.4,25,92.1,100,0,0,0,0,49.427,0.008
Jewell,IA,1,1655,6.6,12.3,17.7,7.2,111.7,-13,-5.1,42.5,97.1,0.9,0,0.8,1.2,65.866,0.517
Jewell,KS,1,725,4.9,14.4,10.1,16.4,75.8,8.5,7.7,40.5,29.7,0.9,3,3.5,62.9,119.345,0.098
Jewett City,CT,1,16252,11.7,6.4,21.8,8.3,93.4,1.3,-1.8,41.8,93.3,1.5,1.5,0.8,2.9,52.02,2.75
Jewett,IL,1,617,20.9,12.8,35.8,18.5,61.7,66.7,66.7,63.4,97.2,1.6,0,0,1.2,22.328,0
Jewett,OH,1,2156,18,8.8,30.7,28.5,84,81.5,8.7,56.7,99.4,0,0.3,0,0.3,40.111,0.097
Jewett,TX,1,2848,27.2,12.2,37.6,24.6,77.9,-11.3,-11.3,95.9,69.5,1.2,0.6,0.2,28.5,145.728,6.266
Jim Falls,WI,1,1431,13.8,10.6,21.6,13.3,73.3,-13.4,4.3,64.7,99,0,0,0.5,0.5,41.066,1.825
Jim Thorpe,PA,1,9124,7.7,8.7,36.4,14.1,99.2,-4.5,4.2,55.7,98.4,0.6,0.3,0,0.7,62.063,0.864
Joanna,SC,1,1285,20.9,32.3,40.1,18.2,87.5,-37.9,-7.1,95.5,85.6,0,12.1,0,2.3,4.754,0.008
Joaquin,TX,1,3311,14.3,14,37.4,14.1,84,-14.9,-6.5,87.4,87.1,6.2,6.3,0,0.4,107.155,12.604
Jobstown,NJ,1,1178,7.6,1.1,24,13.2,147.1,17.5,7.1,12,94.1,3.4,0,2.1,0.4,11.393,0.011
Joelton,TN,1,7079,15.3,7.3,31.4,9.6,120.8,15.1,2.6,38.7,95.6,0.7,2.1,0.3,1.3,48.946,0.124
Johannesburg,MI,1,1985,9.3,2.9,29.8,8.7,92,40.8,20,16.7,99.1,0.3,0,0.1,0.5,151.666,2.161
John Day,OR,1,2678,12.4,11.7,33.4,12.4,89.1,5.3,-1.4,67.1,95.4,1.9,0,0.1,2.6,65.017,0
Johns Island,SC,1,21893,10.9,7.9,30,13.5,142.7,18.1,16.1,27.3,60.3,5.9,31.4,1,1.4,107.389,11.008
Johnsburg,NY,1,539,15.5,5.7,39.4,16.3,64.8,136.8,0,60.1,100,0,0,0,0,58.875,0.301
Johnson City,NY,1,17765,11.5,10.7,27.7,17.4,67.2,-15.2,-4.7,82.2,89,2.1,2.3,4.5,2.1,28.961,0.284
Johnson City,TX,1,4066,9.2,4.8,30.6,7.8,107.6,15.1,38.4,17.9,84.9,13.1,0.5,0.2,1.3,349.639,2.77
Johnson Creek,WI,1,4132,6.4,2.9,16.7,5.1,133.8,14.4,0.8,6.5,93.2,4,0.6,0.3,1.9,30.184,0.457
Johnson,KS,1,1908,18.8,14.3,14,6,83.7,3.5,6.7,45.8,51.9,25.9,0.5,1.3,20.4,448.704,0.075
Johnson,NE,1,608,5,14,9.6,9,94.7,1.6,5.9,31.2,0.6,1.1,0.2,25.1,73,65.219,0.076
Johnson,NY,1,809,0,0,38.9,7.2,165.1,16.7,16.7,6.9,94.5,0,0,0,5.5,1.092,0.005
Johnson,VT,1,3578,13.4,7.6,34.5,23.2,65.9,15.8,-3.6,74.5,92.4,1,1.1,1.7,3.8,46.688,0.383
Johnsonburg,PA,1,3150,9.1,10.2,25.2,11.7,82.9,-6.4,-21.1,68.3,97.6,0.2,0,1.6,0.6,31.035,0.515
Johnsonville,NY,1,2656,6.9,17.8,23.3,6,125.9,23.5,23.5,17.3,83.2,6.7,1.7,7.2,1.2,28.235,0.582
Johnsonville,SC,1,5930,18.7,14.1,37.3,22.9,82.7,18.7,-1.1,80.7,63,1.1,34.8,0.2,0.9,92.017,1.39
Johnston City,IL,1,5133,12.9,14.1,35,15.7,67.7,30.7,-5.2,75.1,0.1,2.5,0.1,2,95.3,24.698,0.573
Johnston,IA,1,19696,3.4,2.5,14.8,5.1,181.2,23,13.6,0.6,95.3,0.4,0.9,2.7,0.7,21.503,3.46
Johnston,RI,1,29122,13.9,9.1,19.8,8.1,103.1,17.1,0.8,32.4,95.6,1.6,0.5,1.1,1.2,23.485,0.884
Johnston,SC,1,5426,29.6,12,39.7,23.1,71.6,1.9,-11.7,94.7,42.4,1.3,54.8,0.2,1.3,96.979,1.017
Johnstown,CO,1,14726,4.7,1.8,18.3,1.9,132.2,72.3,43.7,0.2,75.4,23.2,0,0.3,1.1,48.471,0.481
Johnstown,NY,1,12351,11.2,6.1,29.7,12.6,81.2,7.3,-1.3,54.4,90.6,2.4,5.1,0.4,1.5,60.64,0.323
Johnstown,OH,1,12499,8.6,11.6,20.1,4.1,145,56.6,0.5,15.8,98,0.3,0.4,0.1,1.2,89.041,0.322
Joice,IA,1,623,3.5,12.4,23.7,8,97.5,2.6,-15.4,46.4,99.3,0.7,0,0,0,41.968,0.067
Joiner,AR,1,1294,29.6,12,49.6,28.1,82,-12.5,-12.5,97.4,62.6,0.7,35.9,0,0.8,77.481,1.14
Joliet,MT,1,1859,7.5,10.2,30.7,8.3,98.9,15.6,15.6,30,94.3,1.4,0,0.3,4,196.289,1.457
Jolo,WV,1,915,48.6,27.5,71.5,42.8,60.6,0,0,98.4,99.9,0,0,0,0.1,15.208,0
Jones,AL,1,781,23.8,9.5,55.6,14.1,75.7,0,0,85.3,62.3,0,37.7,0,0,61.9,0.53
Jones,MI,1,1656,8.6,5.2,24.6,12.3,105.8,42.2,0,24,91.2,2.9,1.7,0.6,3.6,37.474,1.342
Jones,OK,1,6255,9.3,10.8,28.4,11.2,125.7,6.9,11.4,34.5,80,6,4.7,0.7,8.6,61.386,0.569
Jonesboro,IL,1,3273,14.2,16.8,32.1,17.6,69.5,-1.9,6.1,80,18.1,1.8,2.7,5,72.4,97.882,2.646
Jonesboro,IN,1,2976,15,9.9,26.7,14.2,89,-13.8,-13.8,77.5,97.2,0.2,2,0,0.6,30.954,0.037
Jonesboro,LA,1,9122,23.1,15.2,51.6,34,76,-12.6,-9.8,98.4,10.7,0.3,0.3,12.7,76,182.978,2.613
Jonesboro,TX,1,828,6.1,11.5,30.2,10.6,95.7,80,80,24,95.7,3.4,0.5,0,0.4,150.155,0.07
Jonesborough,TN,1,27802,12.8,5.6,30.5,11.9,105.5,14,-1.4,42.9,96.3,0.7,1.6,0.1,1.3,128.813,0.409
Jonesburg,MO,1,1608,12.9,10.6,23.5,10.4,98.9,-0.6,-18.9,61.9,0,1.2,0,0.5,98.3,55.316,0.187
Jonesport,ME,1,1269,11.1,17.3,38.2,15.7,66.8,-5.1,12.5,77.6,97.8,0,0,0.2,2,28.514,45.893
Jonestown,MS,1,1311,34.4,9.8,54.5,52,46.9,0,0,95.8,0.2,0,99.8,0,0,6.895,0
Jonestown,PA,1,8650,10.2,6,23.1,4.6,120.4,-12,6.9,26.8,95.9,1.3,1.1,1.2,0.5,72.048,0.038
Jonesville,LA,1,7711,24.9,8.1,36.6,20.3,83.8,-21.2,4,83.3,23.6,0.7,0.1,10.4,65.2,524.582,45.356
Jonesville,MI,1,5664,10.9,7.1,29.5,11.5,92,8.3,-1.5,50.2,96.1,1,1.1,0.2,1.6,78.128,0.547
Jonesville,NC,1,5887,23,11.9,35.8,25.1,62,6.7,-5.5,91.4,86.4,4.4,8,0.5,0.7,36.466,0.317
Jonesville,SC,1,4500,24.3,18.8,34.9,17.5,81.5,-7.5,-23.7,94.8,66.7,0.1,32.3,0,0.9,93.366,0.3
Jonesville,VA,1,6541,19.1,8.2,39.6,20.8,57.3,-6.4,-11.4,92.8,97.4,0.2,0,0.1,2.3,121.138,0.64
Joppa,AL,1,1448,26.7,9,41.5,13.5,71.1,-18.7,-25,93.5,96.3,3.6,0,0,0.1,22.429,0.173
Joppa,MD,1,16209,8.9,4.9,20,10.7,95.7,10.1,-2.4,30.7,86.2,1.6,8,1.1,3.1,17.92,0.448
Jordan Valley,OR,1,600,10.2,16.1,18.6,11.5,87.2,-21.6,-21.4,70.9,90.4,9.2,0.2,0,0.2,5183.941,13.811
Jordan,MN,1,9196,4.4,2.2,16.5,4,123.1,11.6,1.2,5.4,94.3,4.7,0,0.2,0.8,66.748,1.636
Jordan,MT,1,693,9.8,10.7,21.6,9.7,80.7,8.7,-8,53.3,97.1,0.5,0,0,2.4,2304.576,142.804
Jordan,NY,1,3773,11.7,10.2,26.7,6.2,99.4,12.8,-10.7,47.7,96,1.6,0.1,0.7,1.6,28.056,2.513
Jordanville,NY,1,969,10.5,15.8,26.6,6.5,86.9,40,40,30.6,97.8,0.2,1.2,0,0.8,28.324,0.003
Joseph City,AZ,1,1346,9.1,14.5,38.3,32,89.8,28,-18.8,77.5,57.6,4.3,0,0,38.1,200.627,0.712
